Wavelength (nm)	S07 abs e
562.00	6600.6
563.00	6916.3
564.00	7157.5
565.00	7346.2
566.00	7506.6
567.00	7685.2
568.00	7816.5
569.00	7940.5
570.00	8003.4
571.00	8084.9
572.00	8163.8
573.00	8217.4
574.00	8295.9
575.00	8433.0
576.00	8587.0
577.00	8827.0
578.00	9177.7
579.00	9525.9
580.00	9931.4
581.00	10362
582.00	10802
583.00	11241
584.00	11640
585.00	11942
586.00	12206
587.00	12410
588.00	12551
589.00	12723
590.00	12879
591.00	13096
592.00	13389
593.00	13753
594.00	14303
595.00	15037
596.00	15996
597.00	17263
598.00	18869
599.00	20693
600.00	22908
601.00	25458
602.00	28476
603.00	32034
604.00	36038
605.00	40687
606.00	45437
607.00	50118
608.00	54105
609.00	56970
610.00	58526
611.00	58668
612.00	57629
613.00	55772
614.00	53518
615.00	51109
616.00	48712
617.00	46433
618.00	44358
619.00	42386
620.00	40516
621.00	38887
622.00	37195
623.00	35698
624.00	34221
625.00	32808
626.00	31469
627.00	30210
628.00	29154
629.00	28285
630.00	27624
631.00	27249
632.00	27141
633.00	27383
634.00	27968
635.00	28901
636.00	30134
637.00	31755
638.00	33766
639.00	36059
640.00	38609
641.00	41290
642.00	43859
643.00	46377
644.00	48664
645.00	50488
646.00	51821
647.00	52605
648.00	52926
649.00	52823
650.00	52426
651.00	51906
652.00	51429
653.00	51132
654.00	51156
655.00	51825
656.00	52244
657.00	54619
658.00	56965
659.00	60345
660.00	64814
661.00	70716
662.00	78467
663.00	88525
664.00	1.0151e+05
665.00	1.1785e+05
666.00	1.3798e+05
667.00	1.6139e+05
668.00	1.8779e+05
669.00	2.1635e+05
670.00	2.4591e+05
671.00	2.7574e+05
672.00	3.0429e+05
673.00	3.2920e+05
674.00	3.5012e+05
675.00	3.6604e+05
676.00	3.7615e+05
677.00	3.8001e+05
678.00	3.7732e+05
679.00	3.6814e+05
680.00	3.5302e+05
681.00	3.3258e+05
682.00	3.0778e+05
683.00	2.8023e+05
684.00	2.5085e+05
685.00	2.2165e+05
686.00	1.9307e+05
687.00	1.6639e+05
688.00	1.4204e+05
689.00	1.1998e+05
690.00	1.0078e+05
691.00	84450
692.00	70524
693.00	58914
694.00	49271
695.00	41353
696.00	34817
697.00	29482
698.00	25260
699.00	21733
700.00	18928
701.00	16636
702.00	14785
703.00	13280
704.00	12056
705.00	11049
706.00	10204
707.00	9509.7
708.00	8926.1
709.00	8457.9
710.00	7992.8
711.00	7640.7
712.00	7320.9
713.00	6983.1
714.00	6713.6
715.00	6460.0
716.00	6243.8
717.00	6014.4
718.00	5817.5
719.00	5613.0
720.00	5443.7
721.00	5287.4
722.00	5137.8
723.00	5004.3
724.00	4899.1
725.00	4777.7
726.00	4658.9
727.00	4605.8
728.00	4524.9
729.00	4447.5
730.00	4376.5
731.00	4319.3
732.00	4259.6
733.00	4195.9
734.00	4126.0
735.00	4130.8
736.00	4070.8
737.00	4023.9
738.00	3977.8
739.00	3927.8
740.00	3886.5
741.00	3864.6
742.00	3788.9
743.00	3760.4
744.00	3698.4
745.00	3659.8
746.00	3629.1
747.00	3578.7
748.00	3540.1
749.00	3494.8
750.00	3421.6
751.00	3378.3
752.00	3358.0
753.00	3291.8
754.00	3237.9
755.00	3198.2
756.00	3124.3
757.00	3085.4
758.00	3044.5
759.00	3031.4
760.00	2943.4
761.00	2890.9
762.00	2879.5
763.00	2817.9
764.00	2749.6
765.00	2679.9
766.00	2665.9
767.00	2636.3
768.00	2533.7
769.00	2472.6
770.00	2442.7
771.00	2399.0
772.00	2354.6
773.00	2287.7
774.00	2224.3
775.00	2149.5
776.00	2123.7
777.00	2039.1
778.00	1952.2
779.00	1889.3
780.00	1838.6
781.00	1773.8
782.00	1698.7
783.00	1652.0
784.00	1541.6
785.00	1496.8
786.00	1403.4
787.00	1330.2
788.00	1240.1
789.00	1164.3
790.00	1112.7
791.00	1023.1
792.00	938.82
793.00	880.02
794.00	757.44
795.00	672.81
796.00	639.30
797.00	544.66
798.00	446.50
799.00	370.30
800.00	299.37
