Wavelength (nm)	N15 abs e
647.75	27.502
648.00	328.19
648.25	29.336
648.50	-99.925
648.75	251.19
649.00	137.51
649.25	394.20
649.50	49.504
649.75	45.837
650.00	187.02
650.25	184.27
650.50	127.43
650.75	57.755
651.00	89.841
651.25	133.84
651.50	123.76
651.75	-37.586
652.00	222.77
652.25	159.51
652.50	88.924
652.75	83.424
653.00	92.591
653.25	209.02
653.50	229.19
653.75	43.087
654.00	50.421
654.25	-68.756
654.50	143.93
654.75	85.257
655.00	-9.1674
655.25	63.255
655.50	129.26
655.75	291.52
656.00	43.087
656.25	41.253
656.50	-93.508
656.75	143.01
657.00	77.006
657.25	-79.757
657.50	-66.922
657.75	27.502
658.00	138.43
658.25	171.43
658.50	76.090
658.75	110.93
659.00	66.922
659.25	180.60
659.50	38.503
659.75	125.59
660.00	-127.43
660.25	79.757
660.50	88.007
660.75	-100.84
661.00	16.501
661.25	141.18
661.50	109.09
661.75	24.752
662.00	48.587
662.25	146.68
662.50	335.53
662.75	259.44
663.00	130.18
663.25	227.35
663.50	24.752
663.75	278.69
664.00	-64.172
664.25	-45.837
664.50	240.19
664.75	77.006
665.00	107.26
665.25	-60.505
665.50	304.36
665.75	149.43
666.00	164.10
666.25	92.591
666.50	268.61
666.75	88.007
667.00	164.10
667.25	37.586
667.50	216.35
667.75	-87.091
668.00	244.77
668.25	111.84
668.50	284.19
668.75	-86.174
669.00	297.02
669.25	387.78
669.50	62.339
669.75	-5.5005
670.00	77.006
670.25	275.02
670.50	68.756
670.75	-32.086
671.00	-22.919
671.25	149.43
671.50	330.03
671.75	-76.090
672.00	132.93
672.25	236.52
672.50	387.78
672.75	117.34
673.00	-67.839
673.25	0.91674
673.50	220.02
673.75	146.68
674.00	-101.76
674.25	229.19
674.50	209.02
674.75	196.18
675.00	153.10
675.25	29.336
675.50	256.69
675.75	185.18
676.00	210.85
676.25	142.10
676.50	102.68
676.75	236.52
677.00	368.53
677.25	189.77
677.50	302.53
677.75	319.03
678.00	157.68
678.25	301.61
678.50	192.52
678.75	24.752
679.00	263.11
679.25	192.52
679.50	-24.752
679.75	121.93
680.00	135.68
680.25	171.43
680.50	271.36
680.75	-18.335
681.00	101.76
681.25	40.337
681.50	154.93
681.75	89.841
682.00	-99.008
682.25	142.10
682.50	131.09
682.75	194.35
683.00	136.59
683.25	146.68
683.50	308.03
683.75	42.170
684.00	-9.1674
684.25	42.170
684.50	-34.836
684.75	55.921
685.00	0.91674
685.25	107.26
685.50	96.258
685.75	176.01
686.00	156.76
686.25	257.60
686.50	176.93
686.75	227.35
687.00	208.10
687.25	103.59
687.50	109.09
687.75	-5.5005
688.00	-41.253
688.25	234.69
688.50	132.93
688.75	112.76
689.00	-42.170
689.25	330.94
689.50	35.753
689.75	23.835
690.00	45.837
690.25	-8.2507
690.50	224.60
690.75	-22.002
691.00	175.10
691.25	165.01
691.50	220.02
691.75	238.35
692.00	92.591
692.25	97.175
692.50	185.18
692.75	138.43
693.00	70.589
693.25	47.671
693.50	-168.68
693.75	217.27
694.00	231.94
694.25	60.505
694.50	225.52
694.75	100.84
695.00	185.18
695.25	151.26
695.50	-17.418
695.75	139.34
696.00	92.591
696.25	87.091
696.50	24.752
696.75	173.26
697.00	185.18
697.25	180.60
697.50	27.502
697.75	32.086
698.00	243.85
698.25	101.76
698.50	78.840
698.75	55.921
699.00	60.505
699.25	129.26
699.50	215.43
699.75	188.85
700.00	72.423
