Wavelength (nm)	J10 abs e
425.00	4355.6
426.00	4413.7
427.00	4495.4
428.00	4561.8
429.00	4653.8
430.00	4745.7
431.00	4842.8
432.00	4971.5
433.00	5117.9
434.00	5256.6
435.00	5399.6
436.00	5569.9
437.00	5747.2
438.00	5937.1
439.00	6129.0
440.00	6341.6
441.00	6562.1
442.00	6752.5
443.00	6984.0
444.00	7235.1
445.00	7475.6
446.00	7744.9
447.00	8019.9
448.00	8296.2
449.00	8589.6
450.00	8892.0
451.00	9211.2
452.00	9565.5
453.00	9912.8
454.00	10304
455.00	10682
456.00	11041
457.00	11458
458.00	11860
459.00	12282
460.00	12705
461.00	13154
462.00	13562
463.00	14042
464.00	14499
465.00	14960
466.00	15381
467.00	15801
468.00	16234
469.00	16635
470.00	17033
471.00	17557
472.00	17964
473.00	18388
474.00	18721
475.00	19141
476.00	19508
477.00	19967
478.00	20406
479.00	20825
480.00	21267
481.00	21720
482.00	22239
483.00	22778
484.00	23257
485.00	23983
486.00	24331
487.00	24754
488.00	25377
489.00	26091
490.00	26629
491.00	27240
492.00	27762
493.00	28294
494.00	28799
495.00	29285
496.00	29913
497.00	30387
498.00	30674
499.00	30936
500.00	31226
501.00	31572
502.00	31914
503.00	31902
504.00	32013
505.00	32079
506.00	32060
507.00	32072
508.00	31958
509.00	31790
510.00	31636
511.00	31363
512.00	31188
513.00	30968
514.00	30967
515.00	30957
516.00	30655
517.00	30567
518.00	30603
519.00	30538
520.00	30606
521.00	30745
522.00	30750
523.00	30863
524.00	31141
525.00	31194
526.00	31366
527.00	31657
528.00	31586
529.00	31901
530.00	31871
531.00	31841
532.00	31761
533.00	31696
534.00	31703
535.00	31568
536.00	31195
537.00	30754
538.00	30375
539.00	29947
540.00	29378
541.00	28669
542.00	27857
543.00	26978
544.00	25976
545.00	24957
546.00	23907
547.00	22723
548.00	21479
549.00	20226
550.00	18936
551.00	17657
552.00	16386
553.00	15173
554.00	14041
555.00	12869
556.00	11798
557.00	10772
558.00	9824.6
559.00	8910.7
560.00	8070.9
561.00	7340.8
562.00	6635.1
563.00	6000.6
564.00	5388.1
565.00	4864.3
566.00	4384.2
567.00	3925.6
568.00	3551.4
569.00	3171.8
570.00	2850.7
571.00	2561.6
572.00	2323.8
573.00	2088.1
574.00	1873.2
575.00	1694.4
576.00	1520.8
577.00	1361.1
578.00	1236.0
579.00	1120.6
580.00	1005.2
581.00	909.03
582.00	827.86
583.00	761.36
584.00	683.40
585.00	619.50
586.00	577.18
587.00	528.34
588.00	481.66
589.00	442.98
590.00	407.22
591.00	383.48
592.00	358.52
593.00	328.56
594.00	304.15
595.00	278.50
596.00	264.57
597.00	247.03
598.00	240.95
599.00	226.20
600.00	214.69
601.00	201.50
602.00	189.27
603.00	178.93
604.00	176.98
605.00	172.78
606.00	164.10
607.00	160.01
608.00	151.39
609.00	149.23
610.00	151.19
611.00	146.58
612.00	139.36
613.00	135.99
614.00	128.89
615.00	126.21
616.00	126.24
617.00	122.70
618.00	130.66
619.00	123.52
620.00	122.89
621.00	109.35
622.00	112.80
623.00	116.09
624.00	119.63
625.00	122.24
626.00	120.00
627.00	113.19
628.00	110.58
629.00	117.09
630.00	113.25
631.00	121.26
632.00	120.50
633.00	124.55
634.00	124.92
635.00	120.30
636.00	120.45
637.00	128.10
638.00	130.51
639.00	123.92
640.00	121.01
641.00	119.56
642.00	123.65
643.00	112.70
644.00	100.73
645.00	101.69
646.00	96.427
647.00	105.45
648.00	100.04
649.00	105.93
650.00	92.153
651.00	100.69
652.00	98.190
653.00	93.114
654.00	112.46
655.00	101.96
656.00	90.690
657.00	84.997
658.00	94.462
659.00	96.527
660.00	93.946
661.00	95.853
662.00	101.45
663.00	90.446
664.00	76.407
665.00	93.501
666.00	99.495
667.00	95.408
668.00	97.344
669.00	89.299
670.00	88.281
671.00	84.868
672.00	91.866
673.00	99.252
674.00	102.56
675.00	94.964
676.00	81.369
677.00	88.625
678.00	90.991
679.00	96.384
680.00	97.058
681.00	91.178
682.00	92.024
683.00	88.037
684.00	92.813
685.00	96.900
686.00	93.860
687.00	86.517
688.00	87.392
689.00	88.955
690.00	91.164
691.00	95.968
692.00	99.180
693.00	86.460
694.00	80.724
695.00	90.274
696.00	91.250
697.00	94.548
698.00	90.748
699.00	94.405
700.00	84.194
