Wavelength (nm)	D09 abs e
415.00	23573
416.00	22787
417.00	22034
418.00	21279
419.00	20520
420.00	19767
421.00	18998
422.00	18303
423.00	17623
424.00	16957
425.00	16264
426.00	15565
427.00	14853
428.00	14280
429.00	13628
430.00	13006
431.00	12458
432.00	11901
433.00	11305
434.00	10754
435.00	10256
436.00	9745.5
437.00	9242.0
438.00	8768.3
439.00	8331.0
440.00	7876.7
441.00	7423.5
442.00	7057.8
443.00	6662.0
444.00	6274.8
445.00	5926.3
446.00	5587.0
447.00	5267.0
448.00	4950.5
449.00	4651.3
450.00	4365.4
451.00	4103.3
452.00	3833.3
453.00	3592.7
454.00	3374.0
455.00	3148.3
456.00	2940.1
457.00	2737.1
458.00	2546.4
459.00	2386.0
460.00	2236.7
461.00	2094.8
462.00	1935.1
463.00	1786.8
464.00	1672.4
465.00	1554.5
466.00	1454.6
467.00	1351.0
468.00	1268.4
469.00	1183.9
470.00	1091.6
471.00	1023.0
472.00	929.54
473.00	874.43
474.00	834.84
475.00	801.31
476.00	732.99
477.00	669.91
478.00	621.87
479.00	591.08
480.00	559.73
481.00	529.64
482.00	486.68
483.00	463.86
484.00	435.75
485.00	374.20
486.00	356.40
487.00	338.64
488.00	347.56
489.00	313.03
490.00	280.63
491.00	257.41
492.00	261.10
493.00	259.55
494.00	241.34
495.00	239.75
496.00	204.21
497.00	215.47
498.00	190.93
499.00	191.59
500.00	192.33
501.00	191.07
502.00	187.46
503.00	174.60
504.00	153.01
505.00	137.34
506.00	152.91
507.00	159.21
508.00	150.29
509.00	126.49
510.00	123.79
511.00	131.75
512.00	130.46
513.00	130.10
514.00	133.12
515.00	129.61
516.00	128.87
517.00	115.98
518.00	117.97
519.00	124.58
520.00	138.77
521.00	121.44
522.00	110.14
523.00	129.25
524.00	115.52
525.00	123.07
526.00	126.61
527.00	129.53
528.00	109.92
529.00	96.771
530.00	98.020
531.00	101.22
532.00	118.50
533.00	99.006
534.00	95.140
535.00	88.979
536.00	82.958
537.00	117.41
538.00	107.02
539.00	95.704
540.00	94.033
541.00	79.696
542.00	69.870
543.00	70.756
544.00	81.146
545.00	88.475
546.00	92.221
547.00	84.650
548.00	70.474
549.00	75.005
550.00	74.360
551.00	81.891
552.00	86.925
553.00	82.999
554.00	73.676
555.00	62.017
556.00	67.857
557.00	82.979
558.00	85.757
559.00	72.709
560.00	75.025
561.00	66.930
562.00	61.917
563.00	63.044
564.00	61.474
565.00	75.347
566.00	70.716
567.00	61.635
568.00	51.487
569.00	57.749
570.00	51.346
571.00	55.473
572.00	62.863
573.00	51.789
574.00	45.788
575.00	50.359
576.00	46.835
577.00	46.271
578.00	56.802
579.00	49.715
580.00	50.903
581.00	36.063
582.00	44.117
583.00	39.727
584.00	46.493
585.00	53.319
586.00	43.513
587.00	40.613
588.00	39.909
589.00	43.110
590.00	46.594
591.00	52.735
592.00	49.433
593.00	47.721
594.00	44.963
595.00	45.063
596.00	48.970
597.00	55.796
598.00	54.467
599.00	47.298
600.00	48.466
