Wavelength (nm)	C09 abs e
348.50	1227.9
348.75	1307.8
349.00	1272.4
349.25	1281.2
349.50	1350.5
349.75	1306.6
350.00	1331.4
350.25	1473.5
350.50	1370.9
350.75	1341.1
351.00	1481.5
351.25	1420.7
351.50	1439.3
351.75	1568.5
352.00	1590.3
352.25	1522.7
352.50	1647.8
352.75	1659.9
353.00	1610.9
353.25	1639.2
353.50	1617.4
353.75	1691.1
354.00	1716.2
354.25	1682.6
354.50	1790.8
354.75	1736.2
355.00	1833.8
355.25	1945.9
355.50	1867.5
355.75	1864.2
356.00	1994.3
356.25	1963.0
356.50	2130.5
356.75	2156.7
357.00	2101.3
357.25	2113.7
357.50	1952.7
357.75	2137.6
358.00	2251.7
358.25	2170.0
358.50	2330.7
358.75	2294.4
359.00	2419.2
359.25	2441.3
359.50	2441.0
359.75	2448.7
360.00	2438.0
360.25	2565.7
360.50	2417.4
360.75	2502.9
361.00	2714.3
361.25	2563.4
361.50	2723.8
361.75	2622.3
362.00	2709.6
362.25	2712.9
362.50	2623.8
362.75	2743.8
363.00	2724.7
363.25	2904.8
363.50	2797.2
363.75	2768.0
364.00	2824.0
364.25	2896.9
364.50	2914.0
364.75	2873.9
365.00	2948.2
365.25	2905.7
365.50	2917.5
365.75	2983.3
366.00	2975.6
366.25	3139.3
366.50	3112.4
366.75	3086.2
367.00	3188.8
367.25	3118.6
367.50	3323.0
367.75	3308.8
368.00	3449.5
368.25	3439.7
368.50	3548.6
368.75	3576.3
369.00	3571.8
369.25	3640.0
369.50	3674.8
369.75	3732.8
370.00	3829.0
370.25	3982.6
370.50	4024.2
370.75	3981.4
371.00	3995.9
371.25	4154.5
371.50	4235.6
371.75	4176.6
372.00	4331.5
372.25	4350.0
372.50	4580.3
372.75	4484.2
373.00	4576.8
373.25	4666.1
373.50	4701.2
373.75	4713.3
374.00	4736.6
374.25	4691.2
374.50	4773.2
374.75	4995.2
375.00	4941.6
375.25	4947.2
375.50	5056.8
375.75	5077.2
376.00	5074.8
376.25	5198.1
376.50	5352.0
376.75	5270.9
377.00	5505.4
377.25	5763.7
377.50	5594.7
377.75	5766.9
378.00	5907.6
378.25	5820.9
378.50	6022.6
378.75	5920.8
379.00	6173.0
379.25	6170.0
379.50	6301.8
379.75	6318.3
380.00	6355.5
380.25	6409.2
380.50	6380.8
380.75	6505.6
381.00	6467.2
381.25	6564.6
381.50	6595.5
381.75	6577.2
382.00	6686.6
382.25	6687.8
382.50	6766.8
382.75	6698.1
383.00	6799.0
383.25	6832.3
383.50	6942.6
383.75	6946.7
384.00	6947.3
384.25	7043.7
384.50	7094.4
384.75	7188.8
385.00	7225.4
385.25	7291.7
385.50	7367.5
385.75	7479.9
386.00	7487.8
386.25	7767.4
386.50	7831.6
386.75	7923.9
387.00	7939.3
387.25	8154.5
387.50	8193.2
387.75	8245.1
388.00	8321.4
388.25	8495.1
388.50	8509.0
388.75	8647.9
389.00	8677.6
389.25	8794.1
389.50	8964.6
389.75	9071.9
390.00	9147.1
390.25	9251.5
390.50	9443.7
390.75	9480.0
391.00	9624.8
391.25	9711.5
391.50	9862.8
391.75	10010
392.00	10106
392.25	10226
392.50	10365
392.75	10450
393.00	10580
393.25	10750
393.50	10855
393.75	10989
394.00	11093
394.25	11281
394.50	11310
394.75	11430
395.00	11697
395.25	11823
395.50	12067
395.75	12160
396.00	12323
396.25	12459
396.50	12700
396.75	12784
397.00	12862
397.25	13015
397.50	13104
397.75	13289
398.00	13409
398.25	13485
398.50	13799
398.75	13839
399.00	13852
399.25	14105
399.50	14121
399.75	14290
400.00	14356
400.25	14457
400.50	14575
400.75	14689
401.00	14874
401.25	14879
401.50	15076
401.75	15208
402.00	15228
402.25	15318
402.50	15409
402.75	15473
403.00	15690
403.25	15779
403.50	15798
403.75	15989
404.00	16073
404.25	16091
404.50	16145
404.75	16433
405.00	16457
405.25	16512
405.50	16808
405.75	16864
406.00	17051
406.25	17106
406.50	17285
406.75	17384
407.00	17522
407.25	17619
407.50	17791
407.75	17878
408.00	18179
408.25	18197
408.50	18349
408.75	18689
409.00	18574
409.25	18800
409.50	19021
409.75	19065
410.00	19194
410.25	19401
410.50	19542
410.75	19698
411.00	19874
411.25	19973
411.50	20083
411.75	20263
412.00	20435
412.25	20560
412.50	20717
412.75	20971
413.00	21026
413.25	21152
413.50	21348
413.75	21462
414.00	21686
414.25	21848
414.50	21944
414.75	22001
415.00	22103
415.25	22420
415.50	22362
415.75	22724
416.00	22907
416.25	23047
416.50	23320
416.75	23562
417.00	23769
417.25	23868
417.50	24114
417.75	24307
418.00	24599
418.25	24806
418.50	25019
418.75	25249
419.00	25579
419.25	25818
419.50	26027
419.75	26303
420.00	26509
420.25	26854
420.50	27165
420.75	27412
421.00	27624
421.25	27758
421.50	28161
421.75	28287
422.00	28536
422.25	28661
422.50	28917
422.75	29165
423.00	29253
423.25	29592
423.50	29633
423.75	29855
424.00	29883
424.25	30123
424.50	30139
424.75	30369
425.00	30409
425.25	30440
425.50	30519
425.75	30492
426.00	30690
426.25	30691
426.50	30623
426.75	30687
427.00	30744
427.25	30895
427.50	30821
427.75	30917
428.00	30967
428.25	30841
428.50	31095
428.75	31140
429.00	31118
429.25	31148
429.50	31299
429.75	31193
430.00	31320
430.25	31527
430.50	31436
430.75	31520
431.00	31661
431.25	31666
431.50	31625
431.75	31836
432.00	31908
432.25	31918
432.50	31975
432.75	32012
433.00	32071
433.25	32094
433.50	32058
433.75	32162
434.00	32176
434.25	32167
434.50	32252
434.75	32092
435.00	32003
435.25	32070
435.50	31992
435.75	32034
436.00	31998
436.25	31930
436.50	31988
436.75	31890
437.00	31862
437.25	31881
437.50	31730
437.75	31691
438.00	31676
438.25	31596
438.50	31544
438.75	31509
439.00	31415
439.25	31446
439.50	31278
439.75	31307
440.00	31215
440.25	31233
440.50	31189
440.75	31097
441.00	30885
441.25	30857
441.50	30775
441.75	30840
442.00	30826
442.25	30787
442.50	30714
442.75	30808
443.00	30663
443.25	30599
443.50	30769
443.75	30665
444.00	30848
444.25	30879
444.50	30955
444.75	31218
445.00	31151
445.25	31375
445.50	31598
445.75	31688
446.00	32018
446.25	32272
446.50	32400
446.75	32731
447.00	32962
447.25	33084
447.50	33358
447.75	33605
448.00	33796
448.25	34043
448.50	34278
448.75	34579
449.00	34607
449.25	34679
449.50	35077
449.75	35160
450.00	35152
450.25	35279
450.50	35259
450.75	35301
451.00	35303
451.25	35400
451.50	35350
451.75	35193
452.00	35228
452.25	35157
452.50	35104
452.75	34992
453.00	35005
453.25	34962
453.50	34855
453.75	34679
454.00	34533
454.25	34459
454.50	34617
454.75	34444
455.00	34343
455.25	34281
455.50	34175
455.75	34157
456.00	34083
456.25	34037
456.50	33816
456.75	33708
457.00	33691
457.25	33585
457.50	33477
457.75	33391
458.00	33272
458.25	33192
458.50	33021
458.75	32923
459.00	32752
459.25	32682
459.50	32330
459.75	32263
460.00	32122
460.25	31868
460.50	31613
460.75	31397
461.00	31201
461.25	30973
461.50	30785
461.75	30428
462.00	30218
462.25	29944
462.50	29693
462.75	29443
463.00	29092
463.25	28853
463.50	28603
463.75	28200
464.00	27697
464.25	27503
464.50	27045
464.75	26677
465.00	26223
465.25	25857
465.50	25454
465.75	24973
466.00	24458
466.25	23891
466.50	23433
466.75	22752
467.00	22189
467.25	21628
467.50	20920
467.75	20286
468.00	19616
468.25	18969
468.50	18233
468.75	17454
469.00	16823
469.25	16073
469.50	15313
469.75	14601
470.00	13936
470.25	13250
470.50	12526
470.75	11809
471.00	11117
471.25	10553
471.50	9962.7
471.75	9348.8
472.00	8850.4
472.25	8340.9
472.50	7771.5
472.75	7318.0
473.00	6918.7
473.25	6513.2
473.50	6057.1
473.75	5850.1
474.00	5365.0
474.25	5070.1
474.50	4767.0
474.75	4533.4
475.00	4156.0
475.25	3825.4
475.50	3592.8
475.75	3281.7
476.00	3103.0
476.25	2933.1
476.50	2750.3
476.75	2623.8
477.00	2501.7
477.25	2399.4
477.50	2196.5
477.75	2068.3
478.00	1959.2
478.25	1861.6
478.50	1720.0
478.75	1679.6
479.00	1572.6
479.25	1557.8
479.50	1418.7
479.75	1339.9
480.00	1338.7
480.25	1204.0
480.50	1160.0
480.75	1136.2
481.00	1043.0
481.25	1022.3
481.50	981.35
481.75	904.68
482.00	856.91
482.25	762.26
482.50	739.55
482.75	666.42
483.00	755.48
483.25	609.81
483.50	660.82
483.75	697.68
484.00	605.97
484.25	608.63
484.50	512.79
484.75	518.98
485.00	518.69
485.25	462.07
485.50	427.87
485.75	408.11
486.00	443.50
486.25	392.48
486.50	411.94
486.75	283.08
487.00	395.43
487.25	344.42
487.50	310.51
487.75	335.28
488.00	214.08
488.25	318.47
488.50	278.95
488.75	292.81
489.00	176.93
489.25	274.83
489.50	295.47
489.75	330.26
490.00	303.13
490.25	153.04
490.50	249.76
490.75	203.76
491.00	207.30
491.25	117.66
491.50	218.50
491.75	239.15
492.00	187.25
492.25	207.30
492.50	195.80
492.75	125.62
493.00	202.58
493.25	220.57
493.50	215.85
493.75	138.30
494.00	163.66
494.25	169.55
494.50	143.61
494.75	185.18
495.00	169.55
495.25	151.86
495.50	170.73
495.75	181.64
496.00	180.76
496.25	224.11
496.50	237.97
496.75	127.39
497.00	138.89
497.25	157.46
497.50	139.48
497.75	89.348
498.00	147.44
498.25	128.86
498.50	239.44
498.75	101.44
499.00	155.11
499.25	174.27
499.50	131.81
499.75	148.32
500.00	138.89
500.25	94.950
500.50	112.35
500.75	159.82
501.00	173.68
501.25	183.41
501.50	90.822
501.75	118.54
502.00	146.85
502.25	119.72
502.50	92.886
502.75	178.70
503.00	79.912
503.25	139.48
503.50	76.963
503.75	80.501
504.00	143.90
504.25	98.194
504.50	150.98
504.75	98.489
505.00	130.04
505.25	93.476
505.50	151.27
505.75	90.822
506.00	90.232
506.25	172.80
506.50	131.81
506.75	114.12
507.00	-16.513
507.25	29.193
507.50	100.85
507.75	134.46
508.00	124.14
508.25	161.89
508.50	149.80
508.75	105.86
509.00	144.78
509.25	88.758
509.50	163.95
509.75	141.84
510.00	94.361
510.25	137.71
510.50	76.078
510.75	104.98
511.00	123.26
511.25	211.43
511.50	174.27
511.75	89.643
512.00	143.02
512.25	82.566
512.50	142.43
512.75	126.80
513.00	77.553
513.25	154.81
513.50	17.103
513.75	96.130
514.00	69.886
514.25	99.668
514.50	163.95
514.75	94.950
515.00	121.49
515.25	4.4232
515.50	141.54
515.75	131.52
516.00	104.68
516.25	83.450
516.50	94.066
516.75	93.476
517.00	143.90
517.25	118.54
517.50	72.245
517.75	155.11
518.00	106.45
518.25	153.34
518.50	153.04
518.75	74.604
519.00	129.75
519.25	34.501
519.50	113.53
519.75	116.18
520.00	178.99
520.25	99.374
520.50	73.719
520.75	115.00
521.00	98.784
521.25	127.68
521.50	133.87
521.75	168.67
522.00	126.50
522.25	139.77
522.50	84.335
522.75	76.373
523.00	103.80
523.25	-8.2566
523.50	65.463
523.75	79.027
524.00	93.476
524.25	27.129
524.50	83.155
524.75	112.35
525.00	135.05
525.25	145.08
525.50	106.16
525.75	75.783
526.00	143.61
526.25	106.45
526.50	36.860
526.75	14.449
527.00	193.14
527.25	107.63
527.50	36.860
527.75	45.706
528.00	52.783
528.25	163.36
528.50	58.091
528.75	143.61
529.00	50.719
529.25	124.44
529.50	66.937
529.75	-22.116
530.00	141.25
530.25	29.193
530.50	138.59
530.75	30.077
531.00	-12.385
531.25	78.437
531.50	99.079
531.75	125.62
532.00	91.117
532.25	101.14
532.50	111.46
532.75	99.374
533.00	95.835
533.25	-1.4744
533.50	60.450
533.75	124.14
534.00	108.22
534.25	47.180
534.50	26.539
534.75	160.71
535.00	87.284
535.25	73.719
535.50	-13.564
535.75	158.94
536.00	47.180
536.25	153.04
536.50	-7.9617
536.75	47.180
537.00	101.14
537.25	48.065
537.50	144.78
537.75	79.322
538.00	78.142
538.25	84.630
538.50	35.090
538.75	89.348
539.00	63.104
539.25	139.18
539.50	21.821
539.75	111.76
540.00	21.526
540.25	87.284
540.50	125.62
540.75	84.335
541.00	80.796
541.25	-16.513
541.50	107.63
541.75	39.808
542.00	47.475
542.25	164.84
542.50	83.450
542.75	74.604
543.00	6.4873
543.25	26.244
543.50	11.795
543.75	35.975
544.00	138.30
544.25	90.527
544.50	74.014
544.75	31.847
545.00	35.975
545.25	76.963
545.50	100.85
545.75	82.271
546.00	66.052
546.25	228.23
546.50	125.91
546.75	113.23
547.00	89.643
547.25	38.629
547.50	77.553
547.75	2.9488
548.00	19.462
548.25	2.6539
548.50	103.21
548.75	92.297
549.00	104.98
549.25	55.437
549.50	82.860
549.75	199.63
550.00	19.757
550.25	121.78
550.50	14.744
550.75	58.386
551.00	49.539
551.25	-41.283
551.50	-24.475
551.75	-62.219
552.00	96.425
552.25	57.501
552.50	74.899
552.75	153.04
553.00	176.04
553.25	157.46
553.50	20.936
553.75	92.591
554.00	37.155
554.25	24.770
554.50	58.681
554.75	-19.167
555.00	94.361
555.25	46.591
555.50	78.142
555.75	22.706
556.00	99.079
556.25	74.604
556.50	99.079
556.75	104.68
557.00	-36.270
557.25	76.963
557.50	53.373
557.75	57.501
558.00	13.269
558.25	71.950
558.50	109.40
558.75	-7.0771
559.00	148.91
559.25	-20.052
559.50	77.258
559.75	102.32
560.00	113.53
560.25	40.693
560.50	-65.758
560.75	28.013
561.00	39.808
561.25	70.771
561.50	28.308
561.75	-22.116
562.00	-33.911
562.25	81.681
562.50	168.96
562.75	67.822
563.00	87.873
563.25	-7.9617
563.50	115.59
563.75	76.668
564.00	-10.616
564.25	48.065
564.50	99.079
564.75	127.09
565.00	56.911
565.25	26.244
565.50	45.411
565.75	43.937
566.00	0.0083966
566.25	15.923
566.50	103.21
566.75	130.93
567.00	26.834
567.25	77.258
567.50	43.052
567.75	56.911
568.00	-51.309
568.25	58.975
568.50	28.603
568.75	100.85
569.00	43.052
569.25	23.295
569.50	-39.219
569.75	74.309
570.00	5.8975
570.25	75.783
570.50	97.899
570.75	88.758
571.00	-14.744
571.25	15.334
571.50	113.23
571.75	119.72
572.00	58.386
572.25	46.591
572.50	55.437
572.75	27.718
573.00	-10.910
573.25	79.617
573.50	62.514
573.75	6.7822
574.00	-7.6668
574.25	49.539
574.50	50.719
574.75	56.911
575.00	78.437
575.25	56.322
575.50	133.87
575.75	123.55
576.00	43.937
576.25	80.796
576.50	53.668
576.75	23.885
577.00	-18.282
577.25	63.988
577.50	82.271
577.75	-16.513
578.00	71.360
578.25	-44.821
578.50	56.027
578.75	13.859
579.00	3.2436
579.25	38.334
579.50	94.656
579.75	67.822
580.00	-21.526
580.25	42.757
580.50	33.026
580.75	108.22
581.00	-23.295
581.25	53.963
581.50	72.540
581.75	8.8463
582.00	58.681
582.25	49.244
582.50	17.103
582.75	71.950
583.00	51.309
583.25	-58.386
583.50	31.847
583.75	67.527
584.00	32.436
584.25	87.579
584.50	-32.731
584.75	42.462
585.00	32.142
585.25	45.411
585.50	15.628
585.75	-13.564
586.00	99.963
586.25	71.360
586.50	89.938
586.75	46.296
587.00	52.488
587.25	48.360
587.50	128.86
587.75	64.578
588.00	44.232
588.25	39.219
588.50	-0.15724
588.75	-0.29488
589.00	183.41
589.25	-86.104
589.50	59.270
589.75	54.847
590.00	49.244
590.25	136.23
590.50	83.745
590.75	78.732
591.00	2.9488
591.25	102.62
591.50	18.577
591.75	133.58
592.00	59.270
592.25	45.706
592.50	20.641
592.75	19.462
593.00	135.35
593.25	17.988
593.50	14.449
593.75	80.207
594.00	43.347
594.25	109.40
594.50	54.552
594.75	69.591
595.00	8.2566
595.25	105.86
595.50	67.232
595.75	34.206
596.00	95.245
596.25	38.924
596.50	112.05
596.75	64.283
597.00	8.8463
597.25	-42.462
597.50	20.641
597.75	50.719
598.00	37.744
598.25	69.001
598.50	78.437
598.75	108.22
599.00	23.885
599.25	88.758
599.50	86.399
599.75	86.399
600.00	107.93
