Wavelength (nm)	D03 abs e
393.00	67.655
393.25	88.135
393.50	53.115
393.75	-19.564
394.00	96.224
394.25	68.762
394.50	108.55
394.75	112.08
395.00	69.720
395.25	-5.9821
395.50	2.1076
395.75	82.834
396.00	45.515
396.25	77.363
396.50	46.750
396.75	68.975
397.00	-22.310
397.25	28.314
397.50	26.994
397.75	56.649
398.00	34.658
398.25	50.198
398.50	82.003
398.75	5.9608
399.00	53.924
399.25	63.184
399.50	30.357
399.75	86.453
400.00	62.737
