Wavelength (nm)	T13 abs e
489.00	1438.3
490.00	1448.5
491.00	1499.2
492.00	1529.2
493.00	1548.7
494.00	1583.3
495.00	1634.3
496.00	1642.9
497.00	1656.9
498.00	1731.8
499.00	1751.3
500.00	1785.6
501.00	1813.0
502.00	1818.4
503.00	1866.3
504.00	1931.4
505.00	1994.5
506.00	2062.3
507.00	2142.4
508.00	2201.6
509.00	2286.7
510.00	2385.0
511.00	2477.0
512.00	2619.1
513.00	2761.1
514.00	2884.3
515.00	3040.4
516.00	3172.9
517.00	3314.2
518.00	3479.3
519.00	3593.8
520.00	3691.7
521.00	3853.5
522.00	3934.7
523.00	4107.2
524.00	4270.4
525.00	4406.0
526.00	4489.2
527.00	4597.9
528.00	4694.0
529.00	4690.7
530.00	4678.7
531.00	4651.3
532.00	4579.9
533.00	4538.5
534.00	4472.3
535.00	4386.1
536.00	4324.0
537.00	4277.7
538.00	4237.9
539.00	4159.2
540.00	4136.2
541.00	4097.3
542.00	4038.9
543.00	4073.4
544.00	4060.7
545.00	4091.0
546.00	4147.0
547.00	4222.6
548.00	4327.0
549.00	4484.9
550.00	4643.6
551.00	4834.8
552.00	4999.5
553.00	5158.5
554.00	5307.1
555.00	5446.5
556.00	5544.9
557.00	5697.0
558.00	5918.3
559.00	6189.5
560.00	6504.4
561.00	6937.3
562.00	7468.8
563.00	8065.8
564.00	8593.8
565.00	8982.8
566.00	9272.6
567.00	9396.9
568.00	9363.8
569.00	9221.2
570.00	9030.3
571.00	8753.5
572.00	8428.9
573.00	8077.5
574.00	7640.5
575.00	7257.5
576.00	6875.6
577.00	6409.2
578.00	6022.1
579.00	5677.4
580.00	5245.0
581.00	4746.6
582.00	4421.5
583.00	4129.3
584.00	3729.3
585.00	3448.8
586.00	3331.8
587.00	3200.5
588.00	3131.6
589.00	3106.4
590.00	3090.8
591.00	3101.9
592.00	3174.3
593.00	3303.4
594.00	3540.5
595.00	3850.5
596.00	4268.2
597.00	4760.8
598.00	5320.0
599.00	5867.9
600.00	6370.9
601.00	6803.5
602.00	7119.2
603.00	7258.0
604.00	7303.2
605.00	7265.9
606.00	7240.5
607.00	7423.7
608.00	7867.0
609.00	8850.8
610.00	10498
611.00	13078
612.00	16608
613.00	21153
614.00	25988
615.00	30222
616.00	32771
617.00	33069
618.00	31136
619.00	27575
620.00	22862
621.00	18550
622.00	14060
623.00	10304
624.00	7603.6
625.00	5488.3
626.00	4049.1
627.00	2986.5
628.00	2264.8
629.00	1768.3
630.00	1431.0
631.00	1194.1
632.00	983.60
633.00	836.20
634.00	686.42
635.00	591.71
636.00	506.88
637.00	445.56
638.00	416.71
639.00	405.89
640.00	379.04
641.00	378.54
642.00	365.94
643.00	326.96
644.00	305.85
645.00	351.43
646.00	326.36
647.00	301.75
648.00	289.99
649.00	302.07
650.00	302.05
651.00	283.49
652.00	254.09
653.00	264.06
654.00	292.05
655.00	280.34
656.00	301.91
657.00	309.44
658.00	302.16
659.00	306.31
660.00	318.68
661.00	296.36
662.00	273.40
663.00	290.59
664.00	269.33
665.00	254.63
666.00	266.61
667.00	247.81
668.00	236.53
669.00	217.54
670.00	209.84
671.00	197.42
672.00	174.31
673.00	192.46
674.00	195.85
675.00	182.12
676.00	173.23
677.00	166.69
678.00	162.02
679.00	158.12
680.00	151.70
681.00	145.42
682.00	152.16
683.00	156.05
684.00	126.82
685.00	136.81
686.00	154.48
687.00	146.56
688.00	141.92
689.00	122.98
690.00	105.61
691.00	116.31
692.00	109.74
693.00	100.49
694.00	105.03
695.00	80.691
696.00	99.965
697.00	55.985
698.00	66.605
699.00	67.955
700.00	56.425
