Wavelength (nm)	N12 abs e
573.00	24003
574.00	20751
575.00	18092
576.00	15496
577.00	13145
578.00	11315
579.00	9686.5
580.00	8115.6
581.00	6820.0
582.00	5861.2
583.00	5045.6
584.00	4138.1
585.00	3454.2
586.00	2986.7
587.00	2471.9
588.00	2094.9
589.00	1799.8
590.00	1498.5
591.00	1275.4
592.00	1068.8
593.00	918.16
594.00	800.10
595.00	688.98
596.00	584.77
597.00	525.64
598.00	452.71
599.00	420.08
600.00	350.57
601.00	323.83
602.00	286.52
603.00	239.89
604.00	210.83
605.00	197.41
606.00	168.69
607.00	189.54
608.00	168.06
609.00	144.22
610.00	115.74
611.00	143.83
612.00	106.86
613.00	111.45
614.00	116.27
615.00	100.30
616.00	101.79
617.00	86.442
618.00	86.780
619.00	79.153
620.00	86.394
621.00	82.436
622.00	82.967
623.00	59.025
624.00	70.031
625.00	73.023
626.00	61.487
627.00	59.508
628.00	74.471
629.00	58.881
630.00	62.115
631.00	78.333
632.00	92.138
633.00	93.731
634.00	112.27
635.00	91.269
636.00	75.968
637.00	96.337
638.00	74.761
639.00	66.555
640.00	56.805
641.00	75.533
642.00	16.935
643.00	62.404
644.00	73.023
645.00	36.098
646.00	21.231
647.00	23.886
648.00	19.059
649.00	43.338
650.00	50.868
651.00	70.562
652.00	80.553
653.00	43.435
654.00	38.222
655.00	50.096
656.00	74.568
657.00	100.20
658.00	89.242
659.00	62.308
660.00	45.751
661.00	47.344
662.00	42.855
663.00	31.416
664.00	69.982
665.00	52.606
666.00	69.017
667.00	83.256
668.00	51.833
669.00	20.314
670.00	51.833
671.00	43.097
672.00	34.215
673.00	52.992
674.00	41.842
675.00	49.516
676.00	47.779
677.00	44.159
678.00	62.163
679.00	38.366
680.00	40.538
681.00	82.194
682.00	53.523
683.00	51.447
684.00	78.429
685.00	32.140
686.00	49.372
687.00	63.466
688.00	51.061
689.00	59.315
690.00	42.517
691.00	30.499
692.00	32.284
693.00	47.537
694.00	40.249
695.00	44.834
696.00	43.483
697.00	28.761
698.00	47.827
699.00	52.123
700.00	49.082
