Wavelength (nm)	P02 abs e
396.60	9890.9
396.80	9924.7
397.00	10006
397.20	10069
397.40	10130
397.60	10184
397.80	10248
398.00	10296
398.20	10355
398.40	10419
398.60	10484
398.80	10535
399.00	10591
399.20	10656
399.40	10694
399.60	10800
399.80	10842
400.00	10904
400.20	10958
400.40	11017
400.60	11081
400.80	11145
401.00	11199
401.20	11262
401.40	11323
401.60	11393
401.80	11442
402.00	11499
402.20	11562
402.40	11623
402.60	11685
402.80	11752
403.00	11812
403.20	11881
403.40	11940
403.60	11988
403.80	12045
404.00	12112
404.20	12163
404.40	12230
404.60	12285
404.80	12353
405.00	12424
405.20	12489
405.40	12539
405.60	12599
405.80	12667
406.00	12723
406.20	12779
406.40	12826
406.60	12908
406.80	12980
407.00	13042
407.20	13094
407.40	13160
407.60	13219
407.80	13281
408.00	13346
408.20	13401
408.40	13455
408.60	13526
408.80	13584
409.00	13640
409.20	13706
409.40	13761
409.60	13826
409.80	13888
410.00	13938
410.20	13993
410.40	14049
410.60	14128
410.80	14190
411.00	14256
411.20	14318
411.40	14377
411.60	14424
411.80	14493
412.00	14548
412.20	14606
412.40	14672
412.60	14731
412.80	14787
413.00	14839
413.20	14906
413.40	14947
413.60	14991
413.80	15079
414.00	15154
414.20	15192
414.40	15258
414.60	15313
414.80	15363
415.00	15410
415.20	15470
415.40	15552
415.60	15602
415.80	15658
416.00	15688
416.20	15753
416.40	15823
416.60	15879
416.80	15937
417.00	15998
417.20	16052
417.40	16101
417.60	16142
417.80	16195
418.00	16265
418.20	16313
418.40	16371
418.60	16427
418.80	16476
419.00	16526
419.20	16591
419.40	16628
419.60	16684
419.80	16730
420.00	16787
420.20	16833
420.40	16891
420.60	16936
420.80	16982
421.00	17033
421.20	17093
421.40	17135
421.60	17174
421.80	17222
422.00	17271
422.20	17318
422.40	17365
422.60	17409
422.80	17452
423.00	17487
423.20	17545
423.40	17584
423.60	17626
423.80	17681
424.00	17712
424.20	17747
424.40	17796
424.60	17845
424.80	17883
425.00	17915
425.20	17954
425.40	17980
425.60	18021
425.80	18055
426.00	18093
426.20	18129
426.40	18164
426.60	18195
426.80	18218
427.00	18244
427.20	18296
427.40	18330
427.60	18368
427.80	18386
428.00	18404
428.20	18452
428.40	18472
428.60	18511
428.80	18529
429.00	18557
429.20	18594
429.40	18603
429.60	18633
429.80	18670
430.00	18688
430.20	18700
430.40	18729
430.60	18753
430.80	18769
431.00	18794
431.20	18804
431.40	18824
431.60	18839
431.80	18846
432.00	18857
432.20	18857
432.40	18902
432.60	18909
432.80	18926
433.00	18937
433.20	18952
433.40	18958
433.60	18965
433.80	18970
434.00	18965
434.20	18971
434.40	18983
434.60	18985
434.80	18977
435.00	18974
435.20	18964
435.40	18972
435.60	19001
435.80	18995
436.00	18977
436.20	18970
436.40	18953
436.60	18973
436.80	18972
437.00	18972
437.20	18953
437.40	18952
437.60	18933
437.80	18920
438.00	18907
438.20	18911
438.40	18892
438.60	18893
438.80	18863
439.00	18864
439.20	18845
439.40	18826
439.60	18805
439.80	18785
440.00	18764
440.20	18756
440.40	18740
440.60	18718
440.80	18680
441.00	18656
441.20	18636
441.40	18611
441.60	18588
441.80	18565
442.00	18528
442.20	18501
442.40	18480
442.60	18441
442.80	18424
443.00	18409
443.20	18358
443.40	18319
443.60	18296
443.80	18264
444.00	18220
444.20	18188
444.40	18156
444.60	18114
444.80	18072
445.00	18033
445.20	17996
445.40	17951
445.60	17921
445.80	17879
446.00	17832
446.20	17800
446.40	17749
446.60	17724
446.80	17660
447.00	17620
447.20	17571
447.40	17521
447.60	17472
447.80	17427
448.00	17377
448.20	17326
448.40	17270
448.60	17219
448.80	17176
449.00	17121
449.20	17065
449.40	17014
449.60	16952
449.80	16904
450.00	16841
450.20	16794
450.40	16734
450.60	16669
450.80	16596
451.00	16545
451.20	16489
451.40	16417
451.60	16365
451.80	16294
452.00	16225
452.20	16174
452.40	16113
452.60	16045
452.80	15990
453.00	15922
453.20	15854
453.40	15789
453.60	15724
453.80	15644
454.00	15579
454.20	15515
454.40	15447
454.60	15376
454.80	15304
455.00	15229
455.20	15148
455.40	15099
455.60	15034
455.80	14956
456.00	14881
456.20	14810
456.40	14732
456.60	14659
456.80	14582
457.00	14504
457.20	14440
457.40	14369
457.60	14282
457.80	14199
458.00	14133
458.20	14051
458.40	13983
458.60	13904
458.80	13830
459.00	13751
459.20	13676
459.40	13594
459.60	13521
459.80	13441
460.00	13365
460.20	13280
460.40	13199
460.60	13117
460.80	13037
461.00	12966
461.20	12874
461.40	12802
461.60	12718
461.80	12634
462.00	12556
462.20	12470
462.40	12387
462.60	12305
462.80	12237
463.00	12148
463.20	12060
463.40	11987
463.60	11903
463.80	11791
464.00	11722
464.20	11647
464.40	11572
464.60	11486
464.80	11415
465.00	11317
465.20	11231
465.40	11144
465.60	11065
465.80	10980
466.00	10905
466.20	10814
466.40	10726
466.60	10653
466.80	10563
467.00	10485
467.20	10389
467.40	10304
467.60	10225
467.80	10137
468.00	10053
468.20	9967.1
468.40	9875.2
468.60	9788.5
468.80	9706.1
469.00	9623.7
469.20	9530.5
469.40	9427.4
469.60	9371.9
469.80	9285.2
470.00	9180.8
470.20	9118.5
470.40	9020.3
470.60	8940.5
470.80	8856.2
471.00	8780.7
471.20	8685.4
471.40	8599.4
471.60	8519.0
471.80	8432.7
472.00	8348.6
472.20	8266.9
472.40	8177.3
472.60	8089.3
472.80	8018.4
473.00	7917.3
473.20	7844.1
473.40	7760.7
473.60	7679.9
473.80	7590.3
474.00	7513.8
474.20	7435.3
474.40	7349.0
474.60	7267.9
474.80	7188.5
475.00	7105.7
475.20	7029.2
475.40	6953.1
475.60	6868.7
475.80	6788.3
476.00	6712.5
476.20	6636.0
476.40	6556.2
476.60	6469.9
476.80	6396.6
477.00	6333.9
477.20	6265.7
477.40	6183.3
477.60	6115.0
477.80	6048.3
478.00	5969.2
478.20	5901.9
478.40	5821.8
478.60	5755.5
478.80	5692.8
479.00	5599.2
479.20	5538.8
479.40	5479.7
479.60	5413.8
479.80	5346.5
480.00	5277.5
480.20	5222.7
480.40	5143.2
480.60	5085.8
480.80	5036.6
481.00	4953.8
481.20	4898.0
481.40	4834.0
481.60	4770.0
481.80	4714.8
482.00	4656.7
482.20	4602.6
482.40	4547.7
482.60	4480.4
482.80	4425.6
483.00	4360.9
483.20	4303.8
483.40	4256.9
483.60	4191.2
483.80	4141.0
484.00	4095.4
484.20	4038.2
484.40	3978.5
484.60	3932.2
484.80	3885.9
485.00	3824.9
485.20	3775.3
485.40	3730.0
485.60	3681.7
485.80	3629.9
486.00	3579.6
486.20	3538.9
486.40	3478.2
486.60	3439.4
486.80	3394.5
487.00	3349.5
487.20	3305.5
487.40	3264.1
487.60	3213.9
487.80	3178.1
488.00	3128.2
488.20	3087.5
488.40	3033.0
488.60	2992.7
488.80	2976.9
489.00	2930.9
489.20	2889.9
489.40	2863.0
489.60	2815.4
489.80	2782.5
490.00	2739.2
490.20	2705.7
490.40	2654.8
490.60	2631.5
490.80	2600.0
491.00	2556.4
491.20	2522.5
491.40	2476.6
491.60	2458.2
491.80	2428.3
492.00	2405.7
492.20	2369.2
492.40	2328.2
492.60	2295.0
492.80	2272.1
493.00	2246.5
493.20	2224.8
493.40	2190.0
493.60	2152.9
493.80	2131.9
494.00	2111.9
494.20	2091.5
494.40	2070.8
494.60	2029.1
494.80	2006.5
495.00	1969.7
495.20	1944.4
495.40	1935.6
495.60	1910.3
495.80	1895.5
496.00	1856.1
496.20	1839.1
496.40	1823.6
496.60	1810.8
496.80	1787.2
497.00	1761.9
497.20	1740.6
497.40	1713.0
497.60	1692.3
497.80	1675.9
498.00	1658.5
498.20	1638.1
498.40	1617.1
498.60	1608.6
498.80	1580.7
499.00	1556.4
499.20	1554.4
499.40	1537.7
499.60	1519.6
499.80	1503.5
500.00	1492.1
500.20	1467.8
500.40	1450.4
500.60	1443.5
500.80	1431.0
501.00	1420.5
501.20	1394.2
501.40	1373.2
501.60	1363.7
501.80	1347.9
502.00	1341.7
502.20	1317.7
502.40	1315.1
502.60	1305.6
502.80	1286.6
503.00	1272.8
503.20	1258.0
503.40	1257.3
503.60	1246.5
503.80	1233.4
504.00	1225.2
504.20	1210.1
504.40	1201.9
504.60	1190.0
504.80	1175.6
505.00	1167.1
505.20	1161.8
505.40	1152.0
505.60	1141.1
505.80	1133.9
506.00	1126.3
506.20	1112.6
506.40	1105.0
506.60	1099.4
506.80	1101.1
507.00	1083.7
507.20	1074.5
507.40	1067.6
507.60	1060.4
507.80	1048.5
508.00	1043.0
508.20	1025.2
508.40	1011.4
508.60	1029.5
508.80	1036.4
509.00	1022.9
509.20	1017.4
509.40	1002.6
509.60	989.78
509.80	994.38
510.00	995.03
510.20	979.60
510.40	978.29
510.60	963.52
510.80	964.83
511.00	963.85
511.20	965.82
511.40	949.73
511.60	946.78
511.80	948.09
512.00	933.97
512.20	916.57
512.40	925.77
512.60	920.84
512.80	924.78
513.00	916.90
513.20	906.40
513.40	892.28
513.60	897.86
513.80	896.88
514.00	893.92
514.20	888.67
514.40	875.21
514.60	874.88
514.80	879.81
515.00	867.66
515.20	865.36
515.40	868.64
515.60	860.11
515.80	857.48
516.00	859.45
516.20	848.62
516.40	846.32
516.60	845.66
516.80	843.69
517.00	831.88
517.20	842.05
517.40	839.43
517.60	824.00
517.80	822.03
518.00	826.62
518.20	819.40
518.40	818.09
518.60	818.42
518.80	811.85
519.00	804.30
519.20	809.22
519.40	799.05
519.60	794.45
519.80	798.06
520.00	793.14
520.20	794.45
520.40	787.56
520.60	781.65
520.80	779.02
521.00	767.86
521.20	756.04
521.40	775.74
521.60	775.74
521.80	776.07
522.00	771.14
522.20	764.91
522.40	764.25
522.60	758.01
522.80	759.65
523.00	760.64
523.20	754.40
523.40	756.70
523.60	751.77
523.80	748.82
524.00	745.86
524.20	743.89
524.40	742.58
524.60	743.57
524.80	735.03
525.00	721.24
525.20	736.34
525.40	728.79
525.60	737.00
525.80	743.57
526.00	728.79
526.20	710.08
526.40	719.60
526.60	727.15
526.80	722.23
527.00	719.93
527.20	723.54
527.40	713.04
527.60	719.27
527.80	719.93
528.00	714.35
528.20	704.83
528.40	711.07
528.60	715.66
528.80	705.16
529.00	703.84
529.20	711.39
529.40	703.84
529.60	697.93
529.80	697.93
530.00	694.32
530.20	687.10
530.40	688.41
530.60	682.51
530.80	684.80
531.00	685.79
531.20	684.48
531.40	683.16
531.60	683.82
531.80	682.18
532.00	688.74
532.20	681.52
532.40	685.79
532.60	681.52
532.80	684.80
533.00	681.52
533.20	683.82
533.40	678.24
533.60	676.60
533.80	673.31
534.00	674.30
534.20	679.55
534.40	676.27
534.60	671.02
534.80	671.34
535.00	672.00
535.20	674.63
535.40	665.11
535.60	665.76
535.80	669.37
536.00	669.37
536.20	667.08
536.40	669.05
536.60	668.72
536.80	661.17
537.00	664.78
537.20	667.08
537.40	664.12
537.60	660.84
537.80	664.45
538.00	659.20
538.20	659.85
538.40	660.18
538.60	660.84
538.80	657.23
539.00	661.82
539.20	662.48
539.40	654.60
539.60	654.60
539.80	657.23
540.00	658.87
540.20	655.26
540.40	661.17
540.60	662.48
540.80	655.59
541.00	661.17
541.20	657.23
541.40	654.93
541.60	652.63
541.80	656.57
542.00	659.53
542.20	653.62
542.40	656.90
542.60	653.29
542.80	652.63
543.00	650.99
543.20	656.57
543.40	658.54
543.60	654.93
543.80	652.63
544.00	659.53
544.20	651.98
544.40	651.32
544.60	658.54
544.80	639.50
545.00	628.34
545.20	656.90
545.40	659.85
545.60	654.60
545.80	650.99
546.00	637.53
546.20	656.90
546.40	655.91
546.60	651.32
546.80	646.39
547.00	641.47
547.20	650.66
547.40	647.71
547.60	651.32
547.80	649.35
548.00	654.60
548.20	648.69
548.40	651.32
548.60	652.63
548.80	648.69
549.00	650.99
549.20	650.33
549.40	654.27
549.60	654.93
549.80	659.53
550.00	639.50
550.20	660.84
550.40	646.39
550.60	651.32
550.80	644.75
551.00	647.05
551.20	654.93
551.40	653.29
551.60	645.74
551.80	646.39
552.00	652.30
552.20	649.02
552.40	655.59
552.60	645.74
552.80	649.02
553.00	648.69
553.20	651.98
553.40	643.77
553.60	645.08
553.80	649.02
554.00	647.05
554.20	643.44
554.40	653.29
554.60	649.02
554.80	643.77
555.00	647.38
555.20	649.02
555.40	646.39
555.60	650.33
555.80	649.02
556.00	645.08
556.20	647.38
556.40	645.74
556.60	641.14
556.80	643.77
557.00	644.42
557.20	644.10
557.40	643.11
557.60	643.11
557.80	639.17
558.00	633.59
558.20	634.25
558.40	645.74
558.60	642.78
558.80	637.20
559.00	637.86
559.20	632.93
559.40	637.53
559.60	638.19
559.80	639.50
560.00	640.81
560.20	637.20
560.40	639.17
560.60	642.45
560.80	635.89
561.00	640.49
561.20	643.44
561.40	633.26
561.60	634.90
561.80	635.89
562.00	628.99
562.20	626.37
562.40	640.16
562.60	641.80
562.80	629.98
563.00	633.59
563.20	636.22
563.40	635.23
563.60	633.59
563.80	630.96
564.00	629.98
564.20	634.25
564.40	629.98
564.60	626.37
564.80	625.38
565.00	638.19
565.20	626.37
565.40	620.46
565.60	636.55
565.80	626.37
566.00	621.44
566.20	614.55
566.40	614.55
566.60	621.44
566.80	624.07
567.00	622.76
567.20	623.41
567.40	628.34
567.60	632.93
567.80	625.38
568.00	615.21
568.20	614.88
568.40	629.98
568.60	627.03
568.80	623.74
569.00	603.39
569.20	621.44
569.40	620.79
569.60	612.91
569.80	615.21
570.00	614.55
570.20	628.99
570.40	617.18
570.60	613.57
570.80	616.85
571.00	615.54
571.20	612.91
571.40	616.85
571.60	615.86
571.80	606.34
572.00	607.00
572.20	612.25
572.40	611.60
572.60	608.31
572.80	616.85
573.00	607.33
573.20	601.09
573.40	609.30
573.60	607.66
573.80	600.76
574.00	607.98
574.20	607.33
574.40	604.05
574.60	606.02
574.80	602.40
575.00	604.70
575.20	604.37
575.40	602.73
575.60	602.73
575.80	603.06
576.00	604.37
576.20	606.02
576.40	604.70
576.60	598.46
576.80	600.43
577.00	601.42
577.20	584.68
577.40	587.63
577.60	602.73
577.80	602.40
578.00	600.76
578.20	598.79
578.40	599.45
578.60	594.20
578.80	602.08
579.00	591.90
579.20	598.14
579.40	603.72
579.60	598.79
579.80	588.29
580.00	597.81
580.20	589.93
580.40	589.93
580.60	594.85
580.80	591.24
581.00	597.81
581.20	586.65
581.40	598.14
581.60	593.54
581.80	587.63
582.00	587.30
582.20	593.21
582.40	589.60
582.60	593.54
582.80	594.53
583.00	593.54
583.20	588.94
583.40	591.24
583.60	585.33
583.80	589.93
584.00	591.24
584.20	588.94
584.40	586.65
584.60	586.65
584.80	588.94
585.00	590.59
585.20	582.71
585.40	587.96
585.60	590.59
585.80	587.30
586.00	585.66
586.20	582.71
586.40	583.04
586.60	577.78
586.80	584.68
587.00	588.29
587.20	584.68
587.40	577.45
587.60	584.68
587.80	579.75
588.00	574.17
588.20	582.71
588.40	578.11
588.60	573.19
588.80	584.68
589.00	576.47
589.20	575.48
589.40	578.44
589.60	572.53
589.80	566.29
590.00	580.08
590.20	573.51
590.40	567.93
590.60	569.90
590.80	571.55
591.00	569.58
591.20	565.64
591.40	574.83
591.60	564.32
591.80	567.61
592.00	566.95
592.20	566.29
592.40	557.43
592.60	563.34
592.80	565.31
593.00	563.99
593.20	561.04
593.40	562.68
593.60	555.46
593.80	556.12
594.00	561.70
594.20	557.43
594.40	553.16
594.60	552.50
594.80	554.47
595.00	556.44
595.20	550.53
595.40	550.86
595.60	558.74
595.80	551.19
596.00	547.91
596.20	552.83
596.40	546.27
596.60	545.61
596.80	548.57
597.00	542.33
597.20	537.08
597.40	530.84
597.60	531.17
597.80	544.30
598.00	542.33
598.20	546.60
598.40	540.36
598.60	542.00
598.80	547.25
599.00	537.40
599.20	530.84
599.40	526.90
599.60	528.54
599.80	515.41
600.00	523.29
600.20	529.85
600.40	538.06
600.60	531.82
600.80	531.17
601.00	518.36
601.20	522.30
601.40	520.99
601.60	516.39
601.80	512.78
602.00	502.61
602.20	516.06
602.40	516.39
602.60	520.00
602.80	514.75
603.00	507.53
603.20	522.30
603.40	511.80
603.60	507.53
603.80	508.84
604.00	503.26
604.20	505.89
604.40	498.99
604.60	488.82
604.80	486.19
605.00	502.28
605.20	500.64
605.40	505.56
605.60	496.70
605.80	496.04
606.00	493.41
606.20	487.50
606.40	485.53
606.60	485.53
606.80	483.24
607.00	473.06
607.20	465.18
607.40	491.77
607.60	480.94
607.80	480.94
608.00	482.25
608.20	473.06
608.40	468.14
608.60	475.36
608.80	470.43
609.00	461.57
609.20	460.58
609.40	456.97
609.60	455.00
609.80	469.45
610.00	467.81
610.20	457.96
610.40	456.65
610.60	462.23
610.80	454.35
611.00	455.66
611.20	453.69
611.40	458.29
611.60	449.75
611.80	448.44
612.00	446.47
612.20	442.53
612.40	444.50
612.60	426.77
612.80	440.23
613.00	439.57
613.20	443.84
613.40	447.45
613.60	435.96
613.80	434.65
614.00	434.32
614.20	431.70
614.40	427.10
614.60	430.05
614.80	429.07
615.00	426.11
615.20	424.14
615.40	420.53
615.60	409.37
615.80	393.29
616.00	414.62
616.20	421.85
616.40	414.62
616.60	418.24
616.80	414.62
617.00	409.70
617.20	411.34
617.40	408.39
617.60	403.46
617.80	399.20
618.00	402.48
618.20	381.14
618.40	385.41
618.60	403.79
618.80	403.13
619.00	397.55
619.20	400.84
619.40	396.57
619.60	389.02
619.80	390.66
620.00	387.38
620.20	385.08
620.40	380.48
620.60	373.26
620.80	356.52
621.00	370.63
621.20	382.12
621.40	376.54
621.60	374.90
621.80	371.29
622.00	371.95
622.20	364.40
622.40	359.14
622.60	352.91
622.80	346.01
623.00	361.44
623.20	360.46
623.40	361.11
623.60	356.85
623.80	354.55
624.00	359.14
624.20	348.64
624.40	341.75
624.60	351.27
624.80	349.62
625.00	345.36
625.20	343.39
625.40	349.95
625.60	344.37
625.80	346.01
626.00	341.42
626.20	335.84
626.40	333.87
626.60	336.49
626.80	337.15
627.00	331.24
627.20	333.21
627.40	328.29
627.60	321.06
627.80	324.35
628.00	322.05
628.20	323.69
628.40	318.44
628.60	324.35
628.80	312.20
629.00	316.80
629.20	315.48
629.40	309.24
629.60	302.68
629.80	317.78
630.00	308.59
630.20	302.35
630.40	309.90
630.60	305.63
630.80	303.34
631.00	298.74
631.20	304.32
631.40	300.38
631.60	298.74
631.80	297.43
632.00	291.52
632.20	289.88
632.40	282.33
632.60	282.33
632.80	278.06
633.00	289.22
633.20	293.49
633.40	288.89
633.60	282.98
633.80	285.94
634.00	282.00
634.20	282.33
634.40	272.81
634.60	274.12
634.80	274.77
635.00	272.81
635.20	277.07
635.40	276.09
635.60	263.94
635.80	270.18
636.00	269.52
636.20	262.30
636.40	264.60
636.60	264.93
636.80	262.96
637.00	257.70
637.20	264.60
637.40	260.66
637.60	258.03
637.80	255.08
638.00	254.75
638.20	255.08
638.40	255.41
638.60	252.78
638.80	248.18
639.00	246.21
639.20	244.24
639.40	245.56
639.60	245.56
639.80	240.96
640.00	243.92
640.20	239.65
640.40	235.38
