Wavelength (nm)	S06 abs e
484.00	407.30
485.00	180.40
486.00	273.07
487.00	461.00
488.00	352.36
489.00	305.63
490.00	342.73
491.00	238.24
492.00	273.38
493.00	179.69
494.00	291.15
495.00	350.71
496.00	192.76
497.00	330.52
498.00	415.99
499.00	277.45
500.00	397.91
501.00	271.03
502.00	390.63
503.00	354.47
504.00	354.16
505.00	420.53
506.00	398.69
507.00	462.56
508.00	423.51
509.00	472.03
510.00	440.18
511.00	389.22
512.00	499.90
513.00	560.79
514.00	565.18
515.00	587.25
516.00	560.17
517.00	553.83
518.00	519.31
519.00	536.69
520.00	552.97
521.00	615.03
522.00	638.67
523.00	656.28
524.00	745.04
525.00	716.40
526.00	801.32
527.00	803.67
528.00	737.06
529.00	760.15
530.00	973.67
531.00	1037.4
532.00	921.23
533.00	1070.6
534.00	1026.7
535.00	1090.8
536.00	1168.8
537.00	1257.6
538.00	1311.1
539.00	1482.0
540.00	1598.1
541.00	1654.3
542.00	1732.7
543.00	1969.7
544.00	2064.3
545.00	2252.5
546.00	2399.8
547.00	2704.2
548.00	2831.2
549.00	3047.5
550.00	3180.1
551.00	3286.7
552.00	3392.9
553.00	3510.4
554.00	3569.2
555.00	3620.8
556.00	3599.3
557.00	3682.7
558.00	3690.4
559.00	3725.5
560.00	3751.6
561.00	3855.4
562.00	3905.5
563.00	4009.9
564.00	4084.4
565.00	4169.2
566.00	4325.3
567.00	4533.4
568.00	4781.5
569.00	4980.9
570.00	5263.5
571.00	5601.1
572.00	5974.7
573.00	6292.1
574.00	6567.6
575.00	6858.0
576.00	7090.8
577.00	7278.7
578.00	7427.5
579.00	7669.0
580.00	7849.3
581.00	8090.8
582.00	8357.7
583.00	8837.2
584.00	9359.5
585.00	9946.8
586.00	10690
587.00	11699
588.00	12704
589.00	13875
590.00	15394
591.00	17129
592.00	19122
593.00	21131
594.00	23133
595.00	25143
596.00	26892
597.00	28472
598.00	29521
599.00	30115
600.00	30399
601.00	30314
602.00	30029
603.00	29592
604.00	29113
605.00	28502
606.00	27789
607.00	27175
608.00	26556
609.00	25895
610.00	25121
611.00	24598
612.00	23992
613.00	23441
614.00	22997
615.00	22639
616.00	22303
617.00	21915
618.00	21565
619.00	21321
620.00	21144
621.00	21256
622.00	21740
623.00	22570
624.00	23996
625.00	26119
626.00	28694
627.00	31857
628.00	35103
629.00	38585
630.00	41504
631.00	44194
632.00	46337
633.00	47789
634.00	48832
635.00	49484
636.00	49796
637.00	50014
638.00	50420
639.00	50828
640.00	51291
641.00	51748
642.00	52776
643.00	53621
644.00	53948
645.00	53999
646.00	53624
647.00	52239
648.00	50737
649.00	49423
650.00	48403
651.00	48684
652.00	50403
653.00	54811
654.00	60303
655.00	76828
656.00	85348
657.00	86893
658.00	1.0482e+05
659.00	1.2373e+05
660.00	1.3651e+05
661.00	1.4680e+05
662.00	1.5225e+05
663.00	1.5225e+05
664.00	1.4895e+05
665.00	1.4179e+05
666.00	1.3159e+05
667.00	1.2009e+05
668.00	1.0956e+05
669.00	99523
670.00	89889
671.00	81157
672.00	73067
673.00	66032
674.00	58932
675.00	52600
676.00	46524
677.00	41390
678.00	36555
679.00	32664
680.00	29615
681.00	27519
682.00	26232
683.00	25953
684.00	26652
685.00	28717
686.00	31771
687.00	36571
688.00	43095
689.00	51793
690.00	62407
691.00	75519
692.00	89920
693.00	1.0602e+05
694.00	1.2238e+05
695.00	1.3853e+05
696.00	1.5310e+05
697.00	1.6573e+05
698.00	1.7409e+05
699.00	1.7801e+05
700.00	1.7782e+05
701.00	1.7437e+05
702.00	1.6766e+05
703.00	1.5749e+05
704.00	1.4391e+05
705.00	1.2932e+05
706.00	1.1412e+05
707.00	99409
708.00	85281
709.00	71740
710.00	59542
711.00	49073
712.00	40082
713.00	32369
714.00	26273
715.00	21133
716.00	17040
717.00	13714
718.00	11022
719.00	8968.3
720.00	7341.5
721.00	5996.7
722.00	4917.7
723.00	4039.2
724.00	3532.8
725.00	3072.5
726.00	2678.4
727.00	2324.8
728.00	2116.7
729.00	1896.7
730.00	1734.7
731.00	1660.0
732.00	1499.3
733.00	1522.7
734.00	1375.4
735.00	1274.2
736.00	1148.4
737.00	1130.8
738.00	1002.5
739.00	992.22
740.00	900.57
741.00	819.24
742.00	779.87
743.00	709.59
744.00	622.55
745.00	526.74
746.00	513.52
747.00	489.57
748.00	417.63
749.00	377.17
750.00	335.76
751.00	301.95
752.00	276.83
753.00	240.66
754.00	247.40
755.00	176.56
756.00	241.29
757.00	219.22
758.00	206.69
759.00	156.29
760.00	138.83
761.00	159.03
762.00	44.283
763.00	194.33
764.00	134.69
765.00	119.58
766.00	107.53
767.00	73.008
768.00	195.97
769.00	228.53
770.00	134.76
771.00	127.01
772.00	129.36
773.00	87.723
774.00	159.11
775.00	169.28
776.00	112.77
777.00	128.97
778.00	241.60
779.00	276.67
780.00	129.13
781.00	99.698
782.00	151.91
783.00	115.74
784.00	62.755
785.00	140.16
786.00	166.62
787.00	98.603
788.00	127.64
789.00	154.41
790.00	126.00
791.00	75.278
792.00	149.64
793.00	117.23
794.00	236.67
795.00	160.44
796.00	63.537
797.00	62.285
798.00	151.04
799.00	103.38
800.00	84.827
