Wavelength (nm)	P07 abs e
461.00	51194
461.50	52611
462.00	53903
462.50	55083
463.00	56136
463.50	57056
464.00	57845
464.50	58509
465.00	59062
465.50	59515
466.00	59864
466.50	60166
467.00	60389
467.50	60556
468.00	60708
468.50	60820
469.00	60935
469.50	61075
470.00	61206
470.50	61379
471.00	61607
471.50	61923
472.00	62341
472.50	62859
473.00	63533
473.50	64405
474.00	65431
474.50	66662
475.00	68101
475.50	69798
476.00	71691
476.50	73786
477.00	76130
477.50	78669
478.00	81341
478.50	84151
479.00	87061
479.50	90053
480.00	92971
480.50	95902
481.00	98753
481.50	1.0149e+05
482.00	1.0401e+05
482.50	1.0631e+05
483.00	1.0837e+05
483.50	1.1019e+05
484.00	1.1174e+05
484.50	1.1298e+05
485.00	1.1393e+05
485.50	1.1456e+05
486.00	1.1493e+05
486.50	1.1500e+05
487.00	1.1483e+05
487.50	1.1436e+05
488.00	1.1362e+05
488.50	1.1263e+05
489.00	1.1141e+05
489.50	1.0990e+05
490.00	1.0815e+05
490.50	1.0616e+05
491.00	1.0389e+05
491.50	1.0140e+05
492.00	98661
492.50	95705
493.00	92492
493.50	89080
494.00	85524
494.50	81807
495.00	77932
495.50	73959
496.00	69944
496.50	65920
497.00	61886
497.50	57869
498.00	53974
498.50	50194
499.00	46492
499.50	42933
500.00	39574
500.50	36376
501.00	33354
501.50	30478
502.00	27817
502.50	25357
503.00	23030
503.50	20901
504.00	18931
504.50	17154
505.00	15490
505.50	13966
506.00	12602
506.50	11359
507.00	10214
507.50	9179.3
508.00	8242.5
508.50	7404.6
509.00	6640.2
509.50	5946.0
510.00	5333.3
510.50	4775.9
511.00	4280.5
511.50	3826.4
512.00	3432.2
512.50	3066.7
513.00	2746.0
513.50	2455.2
514.00	2192.0
514.50	1993.1
515.00	1766.7
515.50	1600.0
516.00	1431.0
516.50	1292.0
517.00	1152.9
517.50	1037.9
518.00	924.14
518.50	831.03
519.00	743.68
519.50	672.41
520.00	609.20
520.50	544.83
521.00	495.40
521.50	440.23
522.00	402.30
522.50	362.07
523.00	319.54
523.50	293.10
524.00	259.77
524.50	247.13
525.00	218.39
525.50	191.95
526.00	177.01
526.50	160.69
527.00	146.21
527.50	133.33
528.00	112.18
528.50	109.43
529.00	101.03
529.50	99.310
530.00	90.690
530.50	74.713
531.00	78.621
531.50	67.345
532.00	52.402
532.50	54.034
533.00	47.471
533.50	49.080
534.00	40.805
534.50	34.713
535.00	40.115
535.50	37.126
536.00	30.345
536.50	27.586
537.00	26.437
537.50	25.977
538.00	26.897
538.50	26.207
539.00	21.724
539.50	23.218
540.00	24.023
540.50	18.966
541.00	18.161
541.50	23.793
542.00	15.632
542.50	18.736
543.00	12.644
543.50	21.609
544.00	25.747
544.50	23.103
545.00	20.345
545.50	22.874
546.00	23.563
546.50	23.793
547.00	23.793
547.50	22.989
548.00	21.954
548.50	22.069
549.00	25.402
549.50	20.345
550.00	20.345
