Wavelength (nm)	T05 abs e
482.00	3749.9
483.00	3711.8
484.00	3668.3
485.00	3817.2
486.00	4062.7
487.00	3880.4
488.00	3817.1
489.00	3889.6
490.00	4028.0
491.00	4183.3
492.00	4466.2
493.00	4880.9
494.00	5283.5
495.00	5702.8
496.00	6413.4
497.00	6905.9
498.00	7379.4
499.00	7918.0
500.00	8385.7
501.00	8891.6
502.00	9354.2
503.00	9763.7
504.00	10082
505.00	10316
506.00	10492
507.00	10688
508.00	10845
509.00	10888
510.00	10875
511.00	10721
512.00	10388
513.00	9950.3
514.00	9407.4
515.00	8774.8
516.00	8196.9
517.00	7635.7
518.00	7080.1
519.00	6618.5
520.00	6149.5
521.00	5729.8
522.00	5424.5
523.00	5144.4
524.00	4961.8
525.00	4751.3
526.00	4690.7
527.00	4696.9
528.00	4759.3
529.00	4964.1
530.00	5233.7
531.00	5583.6
532.00	6091.7
533.00	6625.9
534.00	7236.5
535.00	7891.8
536.00	8435.9
537.00	8854.1
538.00	9244.6
539.00	9364.5
540.00	9215.9
541.00	8929.7
542.00	8447.7
543.00	7825.6
544.00	7128.1
545.00	6460.6
546.00	5795.7
547.00	5220.0
548.00	4720.0
549.00	4320.4
550.00	3974.0
551.00	3717.5
552.00	3535.4
553.00	3427.7
554.00	3362.7
555.00	3340.6
556.00	3308.7
557.00	3299.2
558.00	3292.8
559.00	3264.8
560.00	3262.8
561.00	3226.6
562.00	3184.5
563.00	3098.4
564.00	3016.5
565.00	2871.8
566.00	2750.1
567.00	2627.4
568.00	2479.3
569.00	2350.8
570.00	2174.1
571.00	2130.2
572.00	2143.1
573.00	1961.2
574.00	1812.0
575.00	1923.2
576.00	1833.7
577.00	1607.4
578.00	1674.5
579.00	1732.4
580.00	1611.7
581.00	1613.9
582.00	1509.0
583.00	1512.1
584.00	1615.3
585.00	1740.5
586.00	1653.3
587.00	1641.6
588.00	1767.0
589.00	1913.1
590.00	2014.9
591.00	2233.9
592.00	2433.1
593.00	2565.1
594.00	2767.2
595.00	3056.1
596.00	3388.1
597.00	3842.9
598.00	4306.1
599.00	4637.7
600.00	5073.9
601.00	5495.8
602.00	5927.3
603.00	6283.6
604.00	6729.3
605.00	7132.0
606.00	7415.5
607.00	7680.6
608.00	7888.2
609.00	7992.2
610.00	7966.8
611.00	7973.9
612.00	7913.2
613.00	7808.5
614.00	7662.9
615.00	7544.0
616.00	7225.3
617.00	6885.1
618.00	6561.7
619.00	6345.7
620.00	6028.0
621.00	5768.3
622.00	5527.8
623.00	5283.6
624.00	5005.6
625.00	4793.6
626.00	4619.8
627.00	4476.4
628.00	4369.2
629.00	4306.8
630.00	4249.5
631.00	4219.6
632.00	4183.3
633.00	4239.0
634.00	4271.2
635.00	4322.9
636.00	4389.9
637.00	4487.4
638.00	4591.7
639.00	4656.2
640.00	4768.3
641.00	4992.1
642.00	5202.0
643.00	5449.5
644.00	5789.8
645.00	6214.5
646.00	6681.6
647.00	7296.0
648.00	8069.1
649.00	8948.6
650.00	9968.2
651.00	11189
652.00	12584
653.00	14192
654.00	15936
655.00	18927
656.00	21252
657.00	21288
658.00	24894
659.00	28423
660.00	31467
661.00	34571
662.00	37513
663.00	40298
664.00	42736
665.00	44711
666.00	46156
667.00	46988
668.00	47100
669.00	46651
670.00	45425
671.00	43615
672.00	41247
673.00	38517
674.00	35433
675.00	32107
676.00	28768
677.00	25445
678.00	22171
679.00	19194
680.00	16434
681.00	13925
682.00	11750
683.00	9812.9
684.00	8159.7
685.00	6824.7
686.00	5704.6
687.00	4710.8
688.00	3940.4
689.00	3282.7
690.00	2778.4
691.00	2371.9
692.00	2041.4
693.00	1754.6
694.00	1514.5
695.00	1351.3
696.00	1211.9
697.00	1119.4
698.00	986.11
699.00	869.63
700.00	799.17
701.00	726.83
702.00	680.70
703.00	655.43
704.00	576.23
705.00	539.79
706.00	501.14
707.00	490.08
708.00	436.27
709.00	416.78
710.00	347.81
711.00	335.69
712.00	291.88
713.00	299.57
714.00	248.49
715.00	225.75
716.00	196.15
717.00	169.40
718.00	186.47
719.00	163.19
720.00	143.08
721.00	115.38
722.00	118.33
723.00	115.80
724.00	103.05
725.00	90.739
726.00	95.786
727.00	68.830
728.00	98.315
729.00	56.376
730.00	94.317
731.00	97.056
732.00	73.468
733.00	72.728
734.00	106.95
735.00	63.982
736.00	65.838
737.00	57.246
738.00	30.180
739.00	57.036
740.00	41.344
741.00	19.546
742.00	14.698
743.00	30.810
744.00	12.379
745.00	41.930
746.00	54.220
747.00	25.443
748.00	14.698
749.00	18.066
750.00	16.067
751.00	11.220
752.00	35.448
753.00	70.829
754.00	75.047
755.00	42.396
756.00	56.197
757.00	37.170
758.00	54.225
759.00	40.925
760.00	39.235
761.00	45.370
762.00	63.254
763.00	59.245
764.00	53.919
765.00	56.647
766.00	88.012
767.00	24.372
768.00	65.992
769.00	52.814
770.00	24.394
771.00	102.81
772.00	38.319
773.00	27.828
774.00	11.330
775.00	108.00
776.00	18.806
777.00	92.208
778.00	28.071
779.00	37.656
780.00	24.283
781.00	17.856
782.00	13.539
783.00	23.334
784.00	67.360
785.00	23.024
786.00	41.444
787.00	17.017
788.00	47.871
789.00	57.357
790.00	27.022
791.00	43.034
792.00	74.628
793.00	59.455
794.00	93.478
795.00	67.141
796.00	21.655
797.00	26.492
798.00	41.875
799.00	27.342
800.00	25.397
