Wavelength (nm)	D05 abs e
255.00	2063.3
255.25	2108.6
255.50	2062.7
255.75	2027.3
256.00	1973.7
256.25	1835.0
256.50	2051.1
256.75	1970.0
257.00	1923.8
257.25	1947.1
257.50	2067.8
257.75	1958.1
258.00	1969.3
258.25	1971.5
258.50	1919.6
258.75	2007.7
259.00	1893.2
259.25	2077.0
259.50	2191.4
259.75	2091.6
260.00	1925.7
260.25	2157.9
260.50	2034.7
260.75	2020.5
261.00	2145.4
261.25	2148.2
261.50	2252.1
261.75	2334.2
262.00	2196.5
262.25	2150.7
262.50	2369.8
262.75	2357.9
263.00	2256.3
263.25	2385.2
263.50	2520.2
263.75	2479.8
264.00	2594.6
264.25	2582.5
264.50	2537.2
264.75	2680.3
265.00	2608.4
265.25	2628.8
265.50	2742.0
265.75	2759.7
266.00	2921.1
266.25	2830.2
266.50	2908.6
266.75	2910.0
267.00	2899.9
267.25	3009.5
267.50	3054.2
267.75	3163.6
268.00	3166.0
268.25	3092.6
268.50	3176.6
268.75	3257.2
269.00	3321.1
269.25	3297.3
269.50	3505.6
269.75	3453.0
270.00	3540.9
270.25	3579.9
270.50	3624.7
270.75	3662.6
271.00	3781.2
271.25	3815.4
271.50	3767.9
271.75	3867.3
272.00	3972.0
272.25	4107.9
272.50	4153.9
272.75	4188.9
273.00	4272.4
273.25	4172.8
273.50	4362.6
273.75	4553.8
274.00	4437.2
274.25	4673.4
274.50	4740.4
274.75	4578.9
275.00	4836.1
275.25	4843.9
275.50	5108.4
275.75	5030.3
276.00	5107.0
276.25	5138.7
276.50	5275.8
276.75	5329.0
277.00	5399.5
277.25	5526.2
277.50	5588.8
277.75	5601.0
278.00	5705.4
278.25	5975.5
278.50	5949.7
278.75	5994.1
279.00	5971.1
279.25	6219.2
279.50	6318.2
279.75	6283.1
280.00	6446.5
280.25	6576.2
280.50	6537.6
280.75	6601.1
281.00	6828.6
281.25	6874.5
281.50	7097.2
281.75	7095.5
282.00	7314.4
282.25	7346.3
282.50	7381.7
282.75	7529.8
283.00	7714.3
283.25	7707.4
283.50	7855.3
283.75	7956.6
284.00	8052.2
284.25	8048.2
284.50	8300.1
284.75	8234.1
285.00	8444.9
285.25	8465.2
285.50	8563.1
285.75	8832.0
286.00	8850.2
286.25	9051.2
286.50	9035.7
286.75	9333.1
287.00	9365.3
287.25	9559.8
287.50	9485.4
287.75	9724.2
288.00	9722.7
288.25	9909.6
288.50	9970.9
288.75	10237
289.00	10159
289.25	10229
289.50	10453
289.75	10591
290.00	10716
290.25	10756
290.50	10687
290.75	10948
291.00	11079
291.25	11193
291.50	11421
291.75	11546
292.00	11570
292.25	11773
292.50	11901
292.75	11988
293.00	12049
293.25	12251
293.50	12439
293.75	12389
294.00	12861
294.25	12858
294.50	12998
294.75	13056
295.00	13103
295.25	13364
295.50	13490
295.75	13457
296.00	13720
296.25	14014
296.50	14309
296.75	14207
297.00	14418
297.25	14796
297.50	14835
297.75	15077
298.00	15119
298.25	15451
298.50	15522
298.75	15902
299.00	15992
299.25	16033
299.50	16370
299.75	16393
300.00	16714
300.25	16677
300.50	17051
300.75	16999
301.00	17332
301.25	17330
301.50	17648
301.75	17582
302.00	17943
302.25	18001
302.50	17830
302.75	18063
303.00	18135
303.25	18387
303.50	18527
303.75	18577
304.00	18552
304.25	18799
304.50	18689
304.75	18955
305.00	18754
305.25	19232
305.50	19349
305.75	19346
306.00	19561
306.25	19742
306.50	19910
306.75	20068
307.00	20002
307.25	20192
307.50	20508
307.75	20821
308.00	20886
308.25	21142
308.50	21297
308.75	21565
309.00	21661
309.25	21969
309.50	22295
309.75	22578
310.00	22834
310.25	22929
310.50	22964
310.75	23516
311.00	23473
311.25	23877
311.50	24254
311.75	24415
312.00	24816
312.25	25203
312.50	25242
312.75	25778
313.00	25950
313.25	26263
313.50	26429
313.75	26100
314.00	26718
314.25	27073
314.50	26898
314.75	26944
315.00	27301
315.25	27143
315.50	27165
315.75	27295
316.00	27421
316.25	27148
316.50	26988
316.75	27162
317.00	27149
317.25	27260
317.50	27063
317.75	27131
318.00	27105
318.25	26967
318.50	27063
318.75	26688
319.00	26628
319.25	26571
319.50	26576
319.75	26644
320.00	26289
320.25	26175
320.50	26544
320.75	26668
321.00	26794
321.25	26687
321.50	26616
321.75	26600
322.00	26644
322.25	26663
322.50	27133
322.75	27137
323.00	26933
323.25	27134
323.50	27081
323.75	27292
324.00	27687
324.25	27369
324.50	28027
324.75	27919
325.00	28418
325.25	28119
325.50	28415
325.75	29069
326.00	29538
326.25	29438
326.50	29884
326.75	30240
327.00	30426
327.25	30664
327.50	31157
327.75	31328
328.00	31073
328.25	31629
328.50	32030
328.75	32293
329.00	32773
329.25	32712
329.50	32940
329.75	32698
330.00	33000
330.25	32501
330.50	32340
330.75	32465
331.00	32351
331.25	31862
331.50	31931
331.75	31174
332.00	31046
332.25	30826
332.50	30522
332.75	29651
333.00	29264
333.25	29267
333.50	28542
333.75	28339
334.00	27894
334.25	27279
334.50	27037
334.75	26468
335.00	26346
335.25	25647
335.50	25437
335.75	25007
336.00	24583
336.25	24604
336.50	23696
336.75	23497
337.00	23162
337.25	23030
337.50	22793
337.75	22156
338.00	21935
338.25	21568
338.50	20988
338.75	20493
339.00	20658
339.25	20445
339.50	20440
339.75	20320
340.00	19917
340.25	20207
340.50	19938
340.75	19719
341.00	19445
341.25	19408
341.50	19499
341.75	19503
342.00	19435
342.25	19795
342.50	19524
342.75	19684
343.00	19518
343.25	19238
343.50	19533
343.75	19439
344.00	19821
344.25	19716
344.50	19671
344.75	20221
345.00	20011
345.25	20197
345.50	20251
345.75	20266
346.00	20481
346.25	20730
346.50	20776
346.75	20678
347.00	20786
347.25	20887
347.50	20800
347.75	20729
348.00	20531
348.25	20645
348.50	20503
348.75	20309
349.00	20292
349.25	19610
349.50	19407
349.75	19146
350.00	18837
350.25	18223
350.50	17832
350.75	17283
351.00	16745
351.25	16009
351.50	15363
351.75	14627
352.00	14083
352.25	13361
352.50	12606
352.75	11730
353.00	11091
353.25	10212
353.50	9602.1
353.75	8750.8
354.00	8137.8
354.25	7425.5
354.50	6762.7
354.75	6204.9
355.00	5703.7
355.25	5154.2
355.50	4685.8
355.75	4257.3
356.00	3863.5
356.25	3454.8
356.50	3149.0
356.75	2878.3
357.00	2511.4
357.25	2369.4
357.50	2091.4
357.75	1936.1
358.00	1771.0
358.25	1616.5
358.50	1461.5
358.75	1378.7
359.00	1162.4
359.25	1192.6
359.50	1072.8
359.75	910.53
360.00	860.72
360.25	912.65
360.50	810.51
360.75	773.38
361.00	822.97
361.25	596.79
361.50	646.33
361.75	531.59
362.00	495.78
362.25	551.55
362.50	565.67
362.75	536.12
363.00	491.32
363.25	494.13
363.50	398.95
363.75	451.89
364.00	354.93
364.25	376.99
364.50	340.39
364.75	378.08
365.00	366.46
365.25	424.16
365.50	382.05
365.75	315.37
366.00	265.94
366.25	417.83
366.50	349.64
366.75	244.13
367.00	340.46
367.25	310.78
367.50	281.15
367.75	302.08
368.00	315.16
368.25	351.30
368.50	256.52
368.75	186.39
369.00	202.50
369.25	286.60
369.50	270.85
369.75	263.49
370.00	286.64
370.25	213.99
370.50	164.01
370.75	155.01
371.00	196.39
371.25	202.16
371.50	118.58
371.75	214.93
372.00	123.22
372.25	58.851
372.50	173.95
372.75	140.92
373.00	95.134
373.25	163.88
373.50	144.34
373.75	103.69
374.00	72.861
374.25	162.71
374.50	134.06
374.75	99.161
375.00	54.908
375.25	89.073
375.50	136.68
375.75	33.914
376.00	128.92
376.25	42.114
376.50	0.23070
376.75	67.513
377.00	142.64
377.25	105.66
377.50	89.954
377.75	46.225
378.00	93.372
378.25	24.664
378.50	78.272
378.75	68.435
379.00	10.864
379.25	77.328
379.50	33.096
379.75	65.436
380.00	-8.8926
380.25	15.017
380.50	64.576
380.75	-37.458
381.00	65.856
381.25	14.178
381.50	27.894
381.75	24.602
382.00	49.790
382.25	42.492
382.50	-28.167
382.75	64.807
383.00	7.3406
383.25	-13.486
383.50	89.933
383.75	8.6200
384.00	114.51
384.25	114.83
384.50	94.023
384.75	10.612
385.00	53.838
385.25	61.619
385.50	64.430
385.75	8.6619
386.00	64.723
386.25	42.387
386.50	34.270
386.75	31.607
387.00	53.062
387.25	-48.742
387.50	52.664
387.75	41.716
388.00	-16.149
388.25	52.412
388.50	107.30
388.75	14.744
389.00	57.152
389.25	12.353
389.50	14.325
389.75	-8.1166
390.00	53.251
390.25	41.149
390.50	9.7315
390.75	-21.120
391.00	64.471
391.25	33.914
391.50	32.005
391.75	28.985
392.00	23.154
392.25	32.907
392.50	77.202
392.75	42.534
393.00	-56.586
393.25	18.100
393.50	35.969
393.75	-36.221
394.00	-1.7827
394.25	82.466
394.50	5.3272
394.75	83.180
395.00	-5.0965
395.25	42.198
395.50	-49.371
395.75	-29.593
396.00	58.515
396.25	-11.242
396.50	14.744
396.75	12.479
397.00	79.593
397.25	10.696
397.50	12.584
397.75	16.967
398.00	17.135
398.25	-47.756
398.50	-4.1317
398.75	28.083
399.00	14.891
399.25	-19.694
399.50	-11.850
399.75	20.847
400.00	11.745
