Wavelength (nm)	O08 abs e
639.00	2.0663e+05
639.25	2.0292e+05
639.50	2.0047e+05
639.75	1.9621e+05
640.00	1.9300e+05
640.25	1.8859e+05
640.50	1.8506e+05
640.75	1.8268e+05
641.00	1.7810e+05
641.25	1.7482e+05
641.50	1.7087e+05
641.75	1.6823e+05
642.00	1.6444e+05
642.25	1.6066e+05
642.50	1.5729e+05
642.75	1.5386e+05
643.00	1.5055e+05
643.25	1.4705e+05
643.50	1.4419e+05
643.75	1.4034e+05
644.00	1.3670e+05
644.25	1.3462e+05
644.50	1.3058e+05
644.75	1.2762e+05
645.00	1.2451e+05
645.25	1.2155e+05
645.50	1.1812e+05
645.75	1.1537e+05
646.00	1.1269e+05
646.25	1.0951e+05
646.50	1.0699e+05
646.75	1.0365e+05
647.00	1.0188e+05
647.25	98085
647.50	96583
647.75	93154
648.00	90893
648.25	88675
648.50	86845
648.75	84374
649.00	82460
649.25	80610
649.50	79016
649.75	76612
650.00	73976
650.25	72415
650.50	70286
650.75	68243
651.00	66646
651.25	63881
651.50	62154
651.75	60420
652.00	57992
652.25	56072
652.50	54680
652.75	51867
653.00	50631
653.25	49469
653.50	47950
653.75	45925
654.00	44156
654.25	42856
654.50	41472
654.75	40220
655.00	38837
655.25	37180
655.50	36202
655.75	34790
656.00	33888
656.25	32283
656.50	31667
656.75	30126
657.00	29281
657.25	27635
657.50	27232
657.75	25877
658.00	25019
658.25	24277
658.50	23700
658.75	22867
659.00	21891
659.25	20761
659.50	20505
659.75	19289
660.00	19317
660.25	17721
660.50	17760
660.75	16415
661.00	16017
661.25	15330
661.50	14565
661.75	15550
662.00	13575
662.25	13447
662.50	12825
662.75	12178
663.00	11943
663.25	11645
663.50	11300
663.75	11089
664.00	10117
664.25	9674.4
664.50	9688.7
664.75	9183.3
665.00	9014.8
665.25	8148.3
665.50	8276.2
665.75	7451.4
666.00	7690.0
666.25	7473.5
666.50	7375.6
666.75	6802.9
667.00	6514.4
667.25	6415.1
667.50	6119.4
667.75	6151.7
668.00	5851.0
668.25	5519.0
668.50	4933.2
668.75	5047.6
669.00	5126.7
669.25	4493.8
669.50	5059.5
669.75	4802.2
670.00	4693.3
670.25	4519.9
670.50	3908.9
670.75	3859.6
671.00	3632.0
671.25	4104.8
671.50	3277.7
671.75	3094.4
672.00	3055.0
672.25	3148.2
672.50	3577.3
672.75	2470.2
673.00	2687.1
673.25	2799.7
673.50	2620.9
673.75	2873.0
674.00	2281.8
674.25	2133.5
674.50	2977.1
674.75	1791.6
675.00	1864.1
675.25	1760.8
675.50	2144.2
675.75	1908.9
676.00	1578.8
676.25	1775.2
676.50	1863.7
676.75	1597.9
677.00	1794.7
677.25	1623.2
677.50	1601.1
677.75	1246.8
678.00	1056.0
678.25	1585.0
678.50	777.58
678.75	1303.0
679.00	826.89
679.25	1109.2
679.50	1125.1
679.75	1023.0
680.00	1333.8
680.25	1236.9
680.50	1509.8
680.75	1245.5
681.00	1129.1
681.25	1382.7
681.50	1444.6
681.75	846.94
682.00	608.12
682.25	1095.3
682.50	464.53
682.75	885.56
683.00	428.72
683.25	741.97
683.50	410.35
683.75	483.08
684.00	700.54
684.25	423.47
684.50	675.42
684.75	778.33
685.00	411.85
685.25	548.51
685.50	476.34
685.75	907.49
686.00	549.63
686.25	539.32
686.50	269.94
686.75	838.51
687.00	1079.0
687.25	441.66
687.50	597.62
687.75	293.56
688.00	201.35
688.25	503.89
688.50	340.62
688.75	643.18
689.00	190.91
689.25	447.28
689.50	235.64
689.75	445.41
690.00	527.51
690.25	498.83
690.50	662.67
690.75	336.30
691.00	695.48
691.25	346.05
691.50	527.33
691.75	168.53
692.00	778.52
692.25	-158.59
692.50	253.07
692.75	709.91
693.00	289.44
693.25	-71.797
693.50	-637.55
693.75	488.33
694.00	282.13
694.25	-238.82
694.50	-113.04
694.75	-287.75
695.00	676.36
695.25	516.27
695.50	94.667
695.75	-529.20
696.00	20.058
696.25	134.03
696.50	9.1855
696.75	222.14
697.00	-15.184
697.25	599.12
697.50	-56.800
697.75	-534.82
698.00	-44.990
698.25	515.52
698.50	91.855
698.75	-73.109
699.00	-407.35
699.25	332.93
699.50	-178.84
699.75	582.25
700.00	45.740
