Wavelength (nm)	T14 abs e
639.00	904.81
640.00	842.63
641.00	769.57
642.00	720.04
643.00	675.31
644.00	615.70
645.00	574.61
646.00	539.25
647.00	504.95
648.00	461.74
649.00	430.59
650.00	411.97
651.00	366.20
652.00	341.37
653.00	332.70
654.00	283.17
655.00	287.74
656.00	303.67
657.00	159.76
658.00	188.68
659.00	197.23
660.00	187.51
661.00	167.37
662.00	155.19
663.00	152.27
664.00	143.25
665.00	126.51
666.00	115.73
667.00	101.68
668.00	102.50
669.00	94.426
670.00	77.213
671.00	78.383
672.00	74.169
673.00	70.656
674.00	66.206
675.00	64.449
676.00	50.399
677.00	53.326
678.00	49.229
679.00	44.779
680.00	40.681
681.00	34.709
682.00	26.045
683.00	29.674
684.00	31.548
685.00	23.234
686.00	21.128
687.00	111.73
688.00	20.073
689.00	19.136
690.00	17.615
691.00	12.696
692.00	54.390
693.00	80.174
694.00	83.611
695.00	14.921
696.00	102.40
697.00	110.50
698.00	48.497
699.00	13.506
700.00	31.308
