Wavelength (nm)	O07 abs e
302.50	14666
302.75	14647
303.00	14722
303.25	14722
303.50	14778
303.75	14884
304.00	14923
304.25	14957
304.50	15129
304.75	15108
305.00	15216
305.25	15244
305.50	15357
305.75	15320
306.00	15429
306.25	15567
306.50	15580
306.75	15734
307.00	15854
307.25	15896
307.50	16065
307.75	16152
308.00	16285
308.25	16298
308.50	16471
308.75	16537
309.00	16596
309.25	16767
309.50	16890
309.75	16995
310.00	16930
310.25	17384
310.50	17422
310.75	17457
311.00	17468
311.25	17530
311.50	17759
311.75	17827
312.00	18161
312.25	18137
312.50	18170
312.75	18723
313.00	18518
313.25	18693
313.50	19077
313.75	19240
314.00	19388
314.25	19649
314.50	19347
314.75	19686
315.00	20053
315.25	20404
315.50	20348
315.75	20300
316.00	20569
316.25	21034
316.50	21374
316.75	21128
317.00	21430
317.25	21729
317.50	21611
317.75	22169
318.00	22365
318.25	22535
318.50	22550
318.75	22801
319.00	23150
319.25	23149
319.50	23335
319.75	23474
320.00	24043
320.25	23957
320.50	24315
320.75	24595
321.00	24833
321.25	24885
321.50	25183
321.75	25143
322.00	25379
322.25	26093
322.50	25920
322.75	26016
323.00	26627
323.25	26519
323.50	26855
323.75	27097
324.00	27243
324.25	27286
324.50	27701
324.75	27832
325.00	28233
325.25	27938
325.50	28526
325.75	28783
326.00	28817
326.25	29283
326.50	29493
326.75	29693
327.00	29515
327.25	30141
327.50	30420
327.75	30372
328.00	30771
328.25	30757
328.50	30877
328.75	31084
329.00	31899
329.25	32113
329.50	32061
329.75	32163
330.00	32464
330.25	32455
330.50	33102
330.75	32926
331.00	33427
331.25	33264
331.50	33774
331.75	34184
332.00	34108
332.25	34318
332.50	34522
332.75	34920
333.00	34935
333.25	35202
333.50	35420
333.75	35536
334.00	35781
334.25	36018
334.50	36110
334.75	36267
335.00	36499
335.25	36391
335.50	36610
335.75	36872
336.00	36529
336.25	37243
336.50	37481
336.75	37565
337.00	37893
337.25	37864
337.50	37753
337.75	37801
338.00	38094
338.25	38246
338.50	38530
338.75	38598
339.00	38544
339.25	38517
339.50	38550
339.75	38998
340.00	39325
340.25	39453
340.50	39358
340.75	39326
341.00	39277
341.25	39087
341.50	39175
341.75	39579
342.00	39590
342.25	39831
342.50	39656
342.75	39943
343.00	39594
343.25	39900
343.50	39704
343.75	39930
344.00	39693
344.25	39757
344.50	40002
344.75	39712
345.00	39812
345.25	39546
345.50	40100
345.75	39754
346.00	39788
346.25	39492
346.50	39732
346.75	39595
347.00	39243
347.25	39495
347.50	39527
347.75	39412
348.00	39017
348.25	39217
348.50	39099
348.75	39240
349.00	38851
349.25	38837
349.50	38399
349.75	38610
350.00	38098
350.25	38156
350.50	38244
350.75	38186
351.00	37959
351.25	37858
351.50	37573
351.75	37344
352.00	37070
352.25	37124
352.50	36807
352.75	36854
353.00	36796
353.25	36685
353.50	36305
353.75	36308
354.00	36060
354.25	35839
354.50	35714
354.75	35419
355.00	35270
355.25	35176
355.50	34455
355.75	34558
356.00	34313
356.25	34013
356.50	33663
356.75	33653
357.00	33419
357.25	33136
357.50	32682
357.75	32581
358.00	32408
358.25	32212
358.50	31999
358.75	31780
359.00	31653
359.25	31326
359.50	30981
359.75	30898
360.00	30423
360.25	30284
360.50	30196
360.75	29926
361.00	30002
361.25	29601
361.50	29214
361.75	28898
362.00	28588
362.25	28479
362.50	28073
362.75	28090
363.00	27781
363.25	27505
363.50	27377
363.75	27011
364.00	26851
364.25	26685
364.50	26405
364.75	26183
365.00	25612
365.25	25614
365.50	25410
365.75	25080
366.00	24891
366.25	24609
366.50	24396
366.75	24231
367.00	23974
367.25	23552
367.50	23578
367.75	23190
368.00	22911
368.25	22752
368.50	22520
368.75	22297
369.00	22062
369.25	21847
369.50	21517
369.75	21394
370.00	21150
370.25	20824
370.50	20645
370.75	20281
371.00	20296
371.25	19913
371.50	19739
371.75	19391
372.00	19252
372.25	19003
372.50	18727
372.75	18669
373.00	18470
373.25	18230
373.50	18117
373.75	17899
374.00	17546
374.25	17463
374.50	17347
374.75	17275
375.00	17182
375.25	17044
375.50	16858
375.75	16494
376.00	16251
376.25	15853
376.50	15585
376.75	15389
377.00	15196
377.25	15064
377.50	14969
377.75	14747
378.00	14452
378.25	14190
378.50	14060
378.75	13956
379.00	13686
379.25	13527
379.50	13452
379.75	13249
380.00	13111
380.25	12805
380.50	12727
380.75	12547
381.00	12341
381.25	12099
381.50	11939
381.75	11745
382.00	11614
382.25	11507
382.50	11342
382.75	11178
383.00	10968
383.25	10799
383.50	10707
383.75	10516
384.00	10388
384.25	10189
384.50	10052
384.75	9913.9
385.00	9753.6
385.25	9583.8
385.50	9537.8
385.75	9396.5
386.00	9239.8
386.25	9129.3
386.50	8991.0
386.75	8861.9
387.00	8689.5
387.25	8520.8
387.50	8445.6
387.75	8328.2
388.00	8215.2
388.25	8000.5
388.50	7879.6
388.75	7866.5
389.00	7761.3
389.25	7605.2
389.50	7490.4
389.75	7342.1
390.00	7243.3
390.25	7058.9
390.50	6994.3
390.75	6945.9
391.00	6708.8
391.25	6754.2
391.50	6631.3
391.75	6444.0
392.00	6332.4
392.25	6289.3
392.50	6230.4
392.75	6076.9
393.00	5960.1
393.25	5920.8
393.50	5868.3
393.75	5721.2
394.00	5706.3
394.25	5615.5
394.50	5418.5
394.75	5384.7
395.00	5184.9
395.25	5159.3
395.50	5117.6
395.75	5001.6
396.00	4915.1
396.25	4924.7
396.50	4743.2
396.75	4743.5
397.00	4586.8
397.25	4542.8
397.50	4444.9
397.75	4321.7
398.00	4327.2
398.25	4296.4
398.50	4186.2
398.75	4098.0
399.00	3975.6
399.25	4013.2
399.50	3915.3
399.75	3926.7
400.00	3772.9
400.25	3767.9
400.50	3655.5
400.75	3618.2
401.00	3530.2
401.25	3562.0
401.50	3518.0
401.75	3370.6
402.00	3335.3
402.25	3269.5
402.50	3189.6
402.75	3068.7
403.00	3166.9
403.25	3169.8
403.50	2970.3
403.75	2974.9
404.00	2890.2
404.25	2914.6
404.50	2735.5
404.75	2768.4
405.00	2643.7
405.25	2687.4
405.50	2723.8
405.75	2584.6
406.00	2481.5
406.25	2496.0
406.50	2406.6
406.75	2448.5
407.00	2296.8
407.25	2306.4
407.50	2219.3
407.75	2253.3
408.00	2147.3
408.25	2157.8
408.50	2138.6
408.75	2054.7
409.00	2090.8
409.25	1988.8
409.50	1951.0
409.75	1860.9
410.00	1838.5
410.25	1819.3
410.50	1726.4
410.75	1770.9
411.00	1746.5
411.25	1691.7
411.50	1697.8
411.75	1631.4
412.00	1630.5
412.25	1609.5
412.50	1498.8
412.75	1560.9
413.00	1450.5
413.25	1505.8
413.50	1412.6
413.75	1437.1
414.00	1373.6
414.25	1379.7
414.50	1326.4
414.75	1292.6
415.00	1325.8
415.25	1369.8
415.50	1196.2
415.75	1188.9
416.00	1149.3
416.25	1061.9
416.50	1149.0
416.75	1016.7
417.00	1092.7
417.25	1021.9
417.50	1111.7
417.75	1042.6
418.00	1068.3
418.25	1015.0
418.50	935.13
418.75	915.32
419.00	915.03
419.25	906.58
419.50	874.25
419.75	869.29
420.00	863.18
420.25	843.66
420.50	824.14
420.75	821.52
421.00	794.13
421.25	820.35
421.50	691.30
421.75	664.21
422.00	744.90
422.25	725.38
422.50	672.07
422.75	692.46
423.00	652.26
423.25	577.68
423.50	588.46
423.75	634.78
424.00	631.29
424.25	597.20
424.50	572.44
424.75	631.00
425.00	628.96
425.25	573.31
425.50	569.24
425.75	552.92
426.00	468.44
426.25	507.48
426.50	513.30
426.75	429.99
427.00	480.68
427.25	447.47
427.50	460.28
427.75	470.19
428.00	356.28
428.25	440.18
428.50	457.95
428.75	455.04
429.00	419.21
429.25	340.26
429.50	358.61
429.75	358.61
430.00	425.62
430.25	365.02
430.50	376.97
430.75	360.36
431.00	331.23
431.25	333.85
431.50	309.09
431.75	368.52
432.00	394.45
432.25	345.80
432.50	299.77
432.75	281.71
433.00	250.53
433.25	241.79
433.50	279.96
433.75	235.97
434.00	221.98
434.25	302.39
434.50	286.66
434.75	278.79
435.00	279.67
435.25	292.78
435.50	313.17
435.75	239.46
436.00	201.59
436.25	205.38
436.50	293.07
436.75	292.19
437.00	251.41
437.25	201.30
437.50	242.38
437.75	239.76
438.00	265.97
438.25	167.80
438.50	223.15
438.75	232.18
439.00	167.51
439.25	199.26
439.50	205.09
439.75	190.52
440.00	218.78
440.25	201.88
440.50	190.23
440.75	168.96
441.00	153.52
441.25	182.07
441.50	217.91
441.75	133.72
442.00	175.67
442.25	129.64
442.50	234.22
442.75	145.66
443.00	204.80
443.25	155.56
443.50	146.53
443.75	162.56
444.00	86.230
444.25	96.718
444.50	111.87
444.75	248.20
445.00	210.91
445.25	190.81
445.50	180.62
445.75	132.55
446.00	127.89
446.25	152.07
446.50	156.15
446.75	198.39
447.00	155.27
447.25	132.55
447.50	240.05
447.75	142.16
448.00	165.76
448.25	149.74
448.50	136.92
448.75	144.49
449.00	233.35
449.25	111.28
449.50	109.83
449.75	215.87
450.00	148.57
450.25	166.93
450.50	103.42
450.75	95.261
451.00	126.14
451.25	154.11
451.50	78.073
451.75	124.98
452.00	128.18
452.25	114.78
452.50	117.11
452.75	179.45
453.00	112.16
453.25	100.50
453.50	94.970
453.75	127.89
454.00	110.41
454.25	151.19
454.50	161.39
454.75	138.67
455.00	103.42
455.25	115.65
455.50	73.412
455.75	135.46
456.00	89.435
456.25	95.844
456.50	80.404
456.75	162.26
457.00	102.84
457.25	87.978
457.50	80.404
457.75	66.129
458.00	108.66
458.25	165.76
458.50	147.41
458.75	106.04
459.00	101.96
459.25	142.45
459.50	164.30
459.75	138.96
460.00	105.17
460.25	90.309
460.50	56.516
460.75	132.26
461.00	106.33
461.25	134.30
461.50	146.82
461.75	86.522
462.00	133.42
462.25	113.61
462.50	150.61
462.75	84.191
463.00	122.94
463.25	120.90
463.50	27.967
463.75	95.552
464.00	90.309
464.25	94.096
464.50	85.648
464.75	85.356
465.00	119.15
465.25	108.08
465.50	109.24
465.75	49.233
466.00	50.689
466.25	97.009
466.50	152.36
466.75	120.61
467.00	154.98
467.25	137.50
467.50	148.86
467.75	117.69
468.00	93.513
468.25	92.639
468.50	154.69
468.75	136.92
469.00	117.11
469.25	135.75
469.50	49.815
469.75	127.60
470.00	156.15
470.25	52.146
470.50	65.547
470.75	169.55
471.00	107.50
471.25	88.270
471.50	24.762
471.75	24.762
472.00	91.183
472.25	72.830
472.50	62.342
472.75	75.452
473.00	146.24
473.25	94.096
473.50	42.241
473.75	50.689
474.00	45.154
474.25	109.24
474.50	25.345
474.75	117.40
475.00	159.06
475.25	160.81
475.50	64.090
475.75	27.967
476.00	55.059
476.25	74.286
476.50	124.98
476.75	55.933
477.00	120.61
477.25	91.765
477.50	97.592
477.75	39.328
478.00	93.513
478.25	73.121
478.50	94.387
478.75	157.31
479.00	96.718
479.25	100.50
479.50	164.60
479.75	86.522
480.00	80.404
480.25	77.199
480.50	42.824
480.75	70.499
481.00	186.74
481.25	49.815
481.50	79.239
481.75	99.048
482.00	63.507
482.25	96.426
482.50	34.958
482.75	114.78
483.00	82.152
483.25	84.482
483.50	95.552
483.75	85.356
484.00	78.656
484.25	50.398
484.50	47.194
484.75	158.19
485.00	106.04
485.25	137.50
485.50	93.222
485.75	50.981
486.00	50.981
486.25	94.387
486.50	102.25
486.75	72.247
487.00	106.04
487.25	98.174
487.50	101.67
487.75	59.720
488.00	8.7396
488.25	130.51
488.50	76.908
488.75	115.94
489.00	65.255
489.25	85.065
489.50	95.261
489.75	73.995
490.00	115.65
490.25	103.71
490.50	59.138
490.75	122.94
491.00	80.113
491.25	71.082
491.50	160.23
491.75	45.446
492.00	38.745
492.25	44.572
492.50	17.479
492.75	87.687
493.00	44.280
493.25	57.972
493.50	110.70
493.75	72.830
494.00	108.08
494.25	10.487
494.50	69.042
494.75	32.628
495.00	53.311
495.25	146.53
495.50	24.762
495.75	100.21
496.00	66.421
496.25	43.989
496.50	134.30
496.75	106.62
497.00	97.883
497.25	46.028
497.50	65.547
497.75	95.552
498.00	112.74
498.25	107.50
498.50	98.757
498.75	57.390
499.00	102.84
499.25	62.342
499.50	53.894
499.75	79.821
500.00	70.790
