Wavelength (nm)	T15 abs e
555.00	4564.4
556.00	4958.2
557.00	5417.5
558.00	5702.2
559.00	5952.4
560.00	6081.1
561.00	6231.5
562.00	6232.7
563.00	6226.3
564.00	6199.3
565.00	6082.7
566.00	5893.7
567.00	5694.6
568.00	5409.0
569.00	5173.3
570.00	4882.1
571.00	4642.8
572.00	4407.2
573.00	4206.9
574.00	4039.6
575.00	3700.1
576.00	3471.7
577.00	3435.9
578.00	3234.4
579.00	3164.0
580.00	3184.1
581.00	3423.4
582.00	3397.3
583.00	3406.5
584.00	3486.1
585.00	3544.1
586.00	3628.5
587.00	3765.7
588.00	3756.4
589.00	3736.7
590.00	3832.0
591.00	3937.8
592.00	4192.8
593.00	4518.6
594.00	4671.4
595.00	4917.9
596.00	4948.9
597.00	5045.0
598.00	5267.0
599.00	5602.1
600.00	6209.8
601.00	7264.7
602.00	8964.4
603.00	11645
604.00	15158
605.00	20155
606.00	26158
607.00	32056
608.00	36794
609.00	39189
610.00	38753
611.00	35700
612.00	31053
613.00	25685
614.00	20501
615.00	15978
616.00	12213
617.00	9249.5
618.00	6976.8
619.00	5261.0
620.00	4029.5
621.00	3114.9
622.00	2415.1
623.00	1941.3
624.00	1510.2
625.00	1239.1
626.00	964.00
627.00	810.36
628.00	624.95
629.00	499.47
630.00	377.20
631.00	365.13
632.00	306.82
633.00	222.76
634.00	174.90
635.00	168.06
636.00	130.25
637.00	97.274
638.00	62.686
639.00	67.110
640.00	59.871
641.00	15.227
642.00	23.673
643.00	30.108
644.00	56.251
645.00	164.34
646.00	124.28
647.00	5.9767
648.00	60.675
649.00	59.871
650.00	39.761
651.00	32.924
652.00	4.3683
653.00	34.935
654.00	53.547
655.00	167.25
656.00	62.416
657.00	51.717
658.00	118.85
659.00	69.925
660.00	157.03
661.00	105.79
662.00	139.26
663.00	60.273
664.00	168.29
665.00	46.598
666.00	264.89
667.00	132.17
668.00	44.185
669.00	90.220
670.00	275.94
671.00	51.022
672.00	81.589
673.00	50.218
674.00	56.251
675.00	117.67
676.00	29.304
677.00	68.719
678.00	84.404
679.00	60.675
680.00	25.684
681.00	41.772
682.00	70.327
683.00	75.154
684.00	44.185
685.00	69.523
686.00	51.425
687.00	70.327
688.00	60.273
689.00	49.816
690.00	67.914
691.00	84.807
692.00	81.991
693.00	90.035
694.00	87.622
695.00	83.600
696.00	90.437
697.00	103.71
698.00	137.90
699.00	114.97
700.00	118.99
