Wavelength (nm)	A10 abs e
378.50	8.9510
378.75	3.7948
379.00	0.49350
379.25	5.8709
379.50	7.1472
379.75	4.5095
380.00	6.8149
380.25	8.5596
380.50	3.9310
380.75	5.3434
381.00	8.5256
381.25	8.6107
381.50	3.5225
381.75	7.6577
382.00	10.278
382.25	4.0160
382.50	7.9810
382.75	6.3984
383.00	5.3264
383.25	3.3183
383.50	1.9910
383.75	10.074
384.00	1.6677
384.25	6.5516
384.50	13.903
384.75	10.210
385.00	6.8749
385.25	4.3053
385.50	4.3223
385.75	7.3854
386.00	10.636
386.25	11.861
386.50	7.0451
386.75	6.3644
387.00	8.3894
387.25	10.210
387.50	9.8529
387.75	9.1552
388.00	6.8160
388.25	6.4495
388.50	3.4034
388.75	11.180
389.00	5.1392
389.25	5.8709
389.50	3.9480
389.75	6.4325
390.00	6.5516
390.25	7.5726
390.50	4.6797
390.75	7.4365
391.00	8.6447
391.25	5.3944
391.50	4.1862
391.75	5.9049
392.00	6.5516
392.25	6.5686
392.50	11.163
392.75	7.2153
393.00	3.8459
393.25	7.2663
393.50	6.0751
393.75	5.8199
394.00	6.5516
394.25	9.1212
394.50	7.0961
394.75	8.3894
395.00	0.34034
395.25	2.7738
395.50	10.176
395.75	6.9770
396.00	6.1432
396.25	8.4575
396.50	11.214
396.75	5.8028
397.00	6.1432
397.25	8.6957
397.50	7.2833
397.75	7.7768
398.00	9.1892
398.25	7.4365
398.50	3.1141
398.75	9.5296
399.00	5.7688
399.25	6.5176
399.50	6.1602
399.75	5.3604
400.00	4.8839
