Wavelength (nm)	B09 abs e
300.75	34469
301.00	34698
301.25	34970
301.50	35092
301.75	35222
302.00	35439
302.25	35558
302.50	35511
302.75	35700
303.00	35518
303.25	35535
303.50	35660
303.75	35374
304.00	35276
304.25	35117
304.50	35205
304.75	34908
305.00	34894
305.25	34817
305.50	34727
305.75	34752
306.00	34712
306.25	34573
306.50	34482
306.75	34491
307.00	34479
307.25	34368
307.50	34416
307.75	34539
308.00	34525
308.25	34554
308.50	34386
308.75	34361
309.00	34378
309.25	34304
309.50	34238
309.75	34479
310.00	33517
310.25	33665
310.50	33231
310.75	33596
311.00	33495
311.25	33183
311.50	33336
311.75	32311
312.00	32774
312.25	32707
312.50	32989
312.75	32596
313.00	32563
313.25	32244
313.50	32740
313.75	32637
314.00	32876
314.25	32766
314.50	32926
314.75	32981
315.00	33398
315.25	33399
315.50	33361
315.75	33229
316.00	33153
316.25	33600
316.50	33542
316.75	33220
317.00	33402
317.25	33007
317.50	32822
317.75	32439
318.00	32064
318.25	31473
318.50	31177
318.75	30866
319.00	30455
319.25	29598
319.50	29129
319.75	28702
320.00	28060
320.25	27370
320.50	26847
320.75	26272
321.00	25736
321.25	25289
321.50	24928
321.75	24449
322.00	24419
322.25	23901
322.50	23545
322.75	22981
323.00	22868
323.25	22478
323.50	22363
323.75	22125
324.00	21752
324.25	21618
324.50	21480
324.75	21227
325.00	20863
325.25	20670
325.50	20315
325.75	20381
326.00	20082
326.25	19907
326.50	19585
326.75	19316
327.00	18965
327.25	18616
327.50	18426
327.75	18030
328.00	17884
328.25	17682
328.50	17355
328.75	17280
329.00	16982
329.25	16912
329.50	16647
329.75	16515
330.00	16417
330.25	16265
330.50	16103
330.75	16057
331.00	16092
331.25	15950
331.50	16190
331.75	16081
332.00	15948
332.25	15904
332.50	15652
332.75	15876
333.00	15598
333.25	15496
333.50	15394
333.75	15152
334.00	14978
334.25	14745
334.50	14544
334.75	14351
335.00	14210
335.25	13999
335.50	13425
335.75	13122
336.00	12494
336.25	11958
336.50	11539
336.75	10912
337.00	10162
337.25	9470.6
337.50	8829.6
337.75	8200.3
338.00	7448.3
338.25	6905.4
338.50	6390.5
338.75	5789.1
339.00	5339.9
339.25	4681.7
339.50	4221.8
339.75	3961.8
340.00	3527.0
340.25	3140.9
340.50	2926.4
340.75	2689.4
341.00	2271.5
341.25	2063.5
341.50	1866.5
341.75	1690.3
342.00	1557.7
342.25	1403.2
342.50	1430.8
342.75	1313.9
343.00	1301.9
343.25	1143.5
343.50	962.59
343.75	1019.5
344.00	913.26
344.25	793.20
344.50	864.71
344.75	730.29
345.00	845.66
345.25	744.13
345.50	719.85
345.75	642.07
346.00	659.56
346.25	544.20
346.50	605.53
346.75	573.17
347.00	494.08
347.25	501.91
347.50	544.20
347.75	510.27
348.00	482.60
348.25	364.36
348.50	468.24
348.75	470.59
349.00	396.47
349.25	393.86
349.50	469.55
349.75	306.42
350.00	307.73
350.25	429.35
350.50	370.11
350.75	295.98
351.00	301.72
351.25	199.15
351.50	337.74
351.75	295.98
352.00	222.90
352.25	278.75
352.50	167.04
352.75	291.54
353.00	277.97
353.25	215.07
353.50	284.24
353.75	196.02
354.00	165.74
354.25	181.92
354.50	123.19
354.75	156.34
355.00	167.57
355.25	158.17
355.50	121.37
355.75	146.16
356.00	142.77
356.25	170.96
356.50	247.17
356.75	256.31
357.00	199.15
357.25	146.42
357.50	85.871
357.75	157.13
358.00	160.52
358.25	155.56
358.50	116.41
358.75	197.06
359.00	32.626
359.25	77.780
359.50	64.729
359.75	97.616
360.00	222.38
360.25	162.35
360.50	127.37
360.75	195.23
361.00	36.280
361.25	179.31
361.50	133.11
361.75	139.12
362.00	166.78
362.25	103.36
362.50	153.99
362.75	109.88
363.00	67.078
363.25	131.02
363.50	217.16
363.75	170.18
364.00	61.336
364.25	66.034
364.50	54.028
364.75	7.3082
365.00	20.619
365.25	216.90
365.50	65.251
365.75	97.355
366.00	32.104
366.25	178.27
366.50	76.736
366.75	116.41
367.00	6.7861
367.25	113.80
367.50	145.64
367.75	121.37
368.00	132.07
368.25	165.48
368.50	64.207
368.75	122.15
369.00	109.62
369.25	48.286
369.50	118.24
369.75	101.79
370.00	97.616
370.25	13.833
370.50	8.0912
370.75	56.638
371.00	180.62
371.25	71.777
371.50	86.915
371.75	126.85
372.00	112.23
372.25	41.500
372.50	32.104
372.75	80.651
373.00	16.182
373.25	126.07
373.50	176.18
373.75	24.274
374.00	91.613
374.25	125.02
374.50	72.038
374.75	52.201
375.00	104.40
375.25	227.07
375.50	105.45
375.75	124.76
376.00	20.097
376.25	76.475
376.50	102.31
376.75	98.660
377.00	145.64
377.25	102.31
377.50	121.11
377.75	45.937
378.00	96.572
378.25	115.10
378.50	96.833
378.75	30.538
379.00	82.739
379.25	5.7421
379.50	94.484
379.75	113.02
380.00	91.874
380.25	48.808
380.50	92.657
380.75	157.39
381.00	88.220
381.25	121.89
381.50	115.89
381.75	23.752
382.00	121.11
382.25	31.060
382.50	38.890
382.75	64.729
383.00	61.336
383.25	73.343
383.50	39.151
383.75	63.685
384.00	121.37
384.25	92.135
384.50	105.45
384.75	95.006
385.00	61.858
385.25	113.54
385.50	89.525
385.75	89.525
386.00	11.745
386.25	98.921
386.50	58.204
386.75	107.80
387.00	46.981
387.25	50.374
387.50	61.075
387.75	43.849
388.00	143.03
388.25	26.884
388.50	150.86
388.75	61.597
389.00	67.078
389.25	94.223
389.50	25.579
389.75	25.840
390.00	13.311
390.25	99.443
390.50	69.167
390.75	146.16
391.00	7.0472
391.25	118.24
391.50	55.072
391.75	30.799
392.00	69.950
392.25	66.556
392.50	110.67
392.75	31.060
393.00	43.849
393.25	88.742
393.50	116.93
393.75	92.918
394.00	25.840
394.25	46.198
394.50	82.478
394.75	93.179
395.00	58.987
395.25	15.921
395.50	11.745
395.75	139.38
396.00	65.251
396.25	110.67
396.50	4.4371
396.75	48.025
397.00	99.965
397.25	50.635
397.50	26.884
397.75	83.783
398.00	39.934
398.25	62.641
398.50	133.11
398.75	104.14
399.00	66.817
399.25	50.635
399.50	17.226
399.75	40.456
400.00	33.931
