Wavelength (nm)	T03 abs e
480.00	3405.5
481.00	3389.1
482.00	3360.1
483.00	3349.7
484.00	3378.8
485.00	3453.2
486.00	3543.6
487.00	3548.3
488.00	3715.5
489.00	4012.6
490.00	4302.3
491.00	4652.7
492.00	5030.2
493.00	5435.8
494.00	5919.2
495.00	6340.1
496.00	6850.6
497.00	7243.2
498.00	7639.6
499.00	8057.0
500.00	8380.7
501.00	8704.3
502.00	8981.8
503.00	9192.9
504.00	9392.2
505.00	9550.1
506.00	9636.1
507.00	9634.7
508.00	9556.8
509.00	9392.2
510.00	9131.6
511.00	8718.8
512.00	8294.3
513.00	7797.9
514.00	7316.2
515.00	6856.3
516.00	6392.4
517.00	5993.9
518.00	5613.3
519.00	5297.3
520.00	5047.6
521.00	4867.9
522.00	4711.6
523.00	4642.5
524.00	4645.1
525.00	4653.8
526.00	4791.9
527.00	4970.5
528.00	5227.0
529.00	5569.3
530.00	5944.2
531.00	6391.5
532.00	6834.1
533.00	7251.7
534.00	7622.4
535.00	7922.8
536.00	8083.6
537.00	8140.6
538.00	8081.3
539.00	7898.7
540.00	7575.7
541.00	7228.5
542.00	6775.1
543.00	6309.9
544.00	5802.6
545.00	5320.1
546.00	4889.1
547.00	4473.2
548.00	4154.2
549.00	3867.0
550.00	3666.9
551.00	3531.1
552.00	3416.2
553.00	3342.2
554.00	3315.7
555.00	3292.5
556.00	3285.7
557.00	3277.2
558.00	3274.1
559.00	3266.9
560.00	3256.3
561.00	3227.1
562.00	3203.4
563.00	3135.1
564.00	3072.8
565.00	3000.0
566.00	2913.2
567.00	2834.5
568.00	2718.1
569.00	2609.7
570.00	2508.5
571.00	2390.9
572.00	2291.5
573.00	2209.6
574.00	2143.9
575.00	2058.2
576.00	1996.9
577.00	1960.0
578.00	1909.9
579.00	1867.1
580.00	1865.2
581.00	1858.5
582.00	1845.2
583.00	1818.7
584.00	1866.2
585.00	1913.6
586.00	1922.9
587.00	1991.3
588.00	2062.1
589.00	2140.3
590.00	2256.9
591.00	2387.9
592.00	2577.4
593.00	2756.9
594.00	2946.5
595.00	3217.9
596.00	3493.3
597.00	3831.0
598.00	4224.7
599.00	4600.8
600.00	4984.0
601.00	5401.0
602.00	5823.4
603.00	6237.2
604.00	6597.9
605.00	6935.2
606.00	7225.6
607.00	7451.3
608.00	7627.8
609.00	7747.4
610.00	7813.1
611.00	7822.6
612.00	7769.7
613.00	7666.8
614.00	7529.6
615.00	7354.9
616.00	7145.1
617.00	6901.7
618.00	6659.1
619.00	6414.9
620.00	6137.1
621.00	5900.6
622.00	5634.4
623.00	5417.3
624.00	5216.6
625.00	5016.6
626.00	4862.2
627.00	4733.4
628.00	4625.7
629.00	4548.4
630.00	4501.1
631.00	4473.5
632.00	4486.3
633.00	4499.0
634.00	4552.0
635.00	4614.5
636.00	4683.5
637.00	4778.5
638.00	4881.1
639.00	4995.6
640.00	5135.8
641.00	5347.1
642.00	5576.3
643.00	5821.0
644.00	6123.5
645.00	6510.2
646.00	7007.5
647.00	7560.2
648.00	8261.1
649.00	9072.7
650.00	10004
651.00	11133
652.00	12452
653.00	13953
654.00	15527
655.00	18200
656.00	20412
657.00	20780
658.00	23974
659.00	27118
660.00	29955
661.00	32761
662.00	35436
663.00	38070
664.00	40333
665.00	42139
666.00	43569
667.00	44387
668.00	44500
669.00	44102
670.00	43017
671.00	41347
672.00	39186
673.00	36689
674.00	33872
675.00	30855
676.00	27834
677.00	24878
678.00	21976
679.00	19346
680.00	16928
681.00	14766
682.00	12866
683.00	11232
684.00	9825.8
685.00	8626.1
686.00	7669.6
687.00	6843.3
688.00	6168.3
689.00	5590.8
690.00	5119.4
691.00	4720.9
692.00	4386.0
693.00	4078.7
694.00	3813.9
695.00	3605.8
696.00	3388.2
697.00	3200.2
698.00	3023.6
699.00	2858.0
700.00	2715.2
701.00	2574.0
702.00	2432.1
703.00	2305.7
704.00	2176.5
705.00	2056.1
706.00	1946.1
707.00	1831.0
708.00	1727.4
709.00	1643.7
710.00	1536.5
711.00	1443.8
712.00	1381.8
713.00	1303.2
714.00	1236.2
715.00	1164.2
716.00	1093.8
717.00	1060.2
718.00	1006.4
719.00	960.88
720.00	905.46
721.00	870.60
722.00	825.99
723.00	794.77
724.00	757.30
725.00	724.72
726.00	691.19
727.00	657.89
728.00	638.37
729.00	617.12
730.00	590.94
731.00	566.38
732.00	540.72
733.00	525.80
734.00	502.76
735.00	478.92
736.00	466.93
737.00	451.41
738.00	444.14
739.00	427.89
740.00	412.48
741.00	401.35
742.00	395.19
743.00	376.55
744.00	370.44
745.00	366.12
746.00	348.83
747.00	337.39
748.00	327.95
749.00	323.96
750.00	307.64
751.00	291.77
752.00	290.32
753.00	278.40
754.00	273.57
755.00	262.17
756.00	254.42
757.00	242.69
758.00	226.97
759.00	223.78
760.00	212.87
761.00	210.91
762.00	203.48
763.00	207.43
764.00	198.88
765.00	179.72
766.00	185.03
767.00	186.82
768.00	179.09
769.00	160.89
770.00	153.91
771.00	156.83
772.00	154.74
773.00	149.52
774.00	137.27
775.00	141.16
776.00	136.84
777.00	130.64
778.00	122.71
779.00	112.67
780.00	115.64
781.00	104.64
782.00	98.699
783.00	110.29
784.00	101.21
785.00	97.031
786.00	86.134
787.00	87.626
788.00	81.621
789.00	71.707
790.00	74.338
791.00	76.803
792.00	66.546
793.00	60.802
794.00	53.411
795.00	51.313
796.00	49.985
797.00	49.271
798.00	41.919
799.00	43.057
800.00	34.672
