Wavelength (nm)	F03 abs e
305.25	18.417
305.50	15.396
305.75	17.056
306.00	16.904
306.25	14.846
306.50	16.300
306.75	15.700
307.00	15.880
307.25	16.197
307.50	15.804
307.75	12.186
308.00	15.831
308.25	17.732
308.50	12.474
308.75	16.486
309.00	14.107
309.25	13.209
309.50	14.754
309.75	12.834
310.00	12.177
310.25	13.309
310.50	19.386
310.75	12.418
311.00	9.1680
311.25	14.534
311.50	16.940
311.75	16.787
312.00	15.934
312.25	17.594
312.50	18.658
312.75	17.105
313.00	20.647
313.25	15.618
313.50	12.976
313.75	5.8818
314.00	19.325
314.25	12.139
314.50	15.348
314.75	6.0740
315.00	7.5045
315.25	14.763
315.50	11.616
315.75	22.386
316.00	11.012
316.25	11.491
316.50	12.279
316.75	15.970
317.00	5.7664
317.25	10.650
317.50	15.316
317.75	9.4041
318.00	14.139
318.25	9.9132
318.50	7.9937
318.75	3.7565
319.00	10.648
319.25	17.643
319.50	19.039
319.75	13.334
320.00	11.081
320.25	16.780
320.50	19.541
320.75	14.581
321.00	14.991
321.25	14.448
321.50	16.739
321.75	11.550
322.00	16.491
322.25	10.751
322.50	4.2306
322.75	14.599
323.00	9.8567
323.25	10.232
323.50	14.898
323.75	7.1957
324.00	15.327
324.25	12.076
324.50	10.983
324.75	12.597
325.00	7.7629
325.25	14.964
325.50	12.081
325.75	13.340
326.00	8.5288
326.25	10.935
326.50	9.4624
326.75	9.1261
327.00	13.861
327.25	14.397
327.50	9.0121
327.75	13.299
328.00	7.2496
328.25	7.0854
328.50	9.4682
328.75	9.9924
329.00	13.339
329.25	3.6521
329.50	6.7577
329.75	14.980
330.00	12.808
330.25	6.6552
330.50	9.9100
330.75	3.4241
331.00	7.8147
331.25	5.7345
331.50	10.274
331.75	11.326
332.00	7.1235
332.25	6.6495
332.50	13.576
332.75	9.5680
333.00	10.540
333.25	8.9183
333.50	10.452
333.75	7.7409
334.00	6.1541
334.25	11.669
334.50	6.0551
334.75	7.8069
335.00	9.3981
335.25	7.5015
335.50	10.825
335.75	4.5228
336.00	7.3187
336.25	3.8273
336.50	5.1431
336.75	10.658
337.00	9.3236
337.25	7.4843
337.50	10.303
337.75	8.4983
338.00	9.7223
338.25	9.1336
338.50	10.254
338.75	2.7474
339.00	6.0940
339.25	4.3694
339.50	10.171
339.75	7.9534
340.00	13.549
340.25	10.436
340.50	11.580
340.75	8.4897
341.00	6.3178
341.25	3.3656
341.50	8.8117
341.75	7.6264
342.00	6.1887
342.25	9.8795
342.50	4.3676
342.75	3.2179
343.00	11.877
343.25	5.3218
343.50	7.8767
343.75	7.7240
344.00	6.5502
344.25	9.7017
344.50	4.6729
344.75	9.5683
345.00	5.6639
345.25	6.6126
345.50	9.9132
345.75	2.0850
346.00	8.3687
346.25	7.0228
346.50	6.8700
346.75	7.3483
347.00	6.2892
347.25	8.2590
347.50	8.6341
347.75	9.4680
348.00	2.3282
348.25	5.9730
348.50	6.7267
348.75	5.3463
349.00	7.5685
349.25	9.5154
349.50	5.4503
349.75	4.7239
350.00	3.5809
