Wavelength (nm)	T09 abs e
615.00	901.15
616.00	904.54
617.00	903.04
618.00	923.65
619.00	952.80
620.00	1026.4
621.00	1127.4
622.00	1319.7
623.00	1617.2
624.00	2012.2
625.00	2513.4
626.00	3039.6
627.00	3541.4
628.00	3953.0
629.00	4233.3
630.00	4425.8
631.00	4610.8
632.00	4918.9
633.00	5550.7
634.00	6808.0
635.00	8953.4
636.00	12097
637.00	16108
638.00	20425
639.00	24156
640.00	26508
641.00	27000
642.00	25538
643.00	22688
644.00	18992
645.00	15132
646.00	11614
647.00	8688.2
648.00	6435.4
649.00	4755.6
650.00	3582.6
651.00	2771.3
652.00	2213.0
653.00	1808.2
654.00	1504.7
655.00	1221.4
656.00	1112.4
657.00	839.19
658.00	625.99
659.00	533.87
660.00	417.55
661.00	332.00
662.00	256.48
663.00	206.18
664.00	163.54
665.00	136.97
666.00	118.26
667.00	97.044
668.00	89.384
669.00	77.317
670.00	66.675
671.00	65.590
672.00	58.743
673.00	53.048
674.00	45.250
675.00	41.732
676.00	40.509
677.00	39.763
678.00	39.085
679.00	27.900
680.00	27.832
681.00	29.391
682.00	31.357
683.00	25.595
684.00	20.511
685.00	25.392
686.00	19.901
687.00	22.884
688.00	17.393
689.00	14.749
690.00	16.647
691.00	14.410
692.00	14.071
693.00	12.444
694.00	10.614
695.00	20.017
696.00	7.5634
697.00	14.071
698.00	13.529
699.00	7.4956
700.00	7.2923
