Wavelength (nm)	S10 abs e
403.13	9694.8
403.31	9531.2
403.50	9526.5
403.69	9703.8
403.88	9620.3
404.06	9350.0
404.25	9439.9
404.44	9415.1
404.63	9380.8
404.81	9324.3
405.00	9370.5
405.19	9396.7
405.38	9268.2
405.56	9044.1
405.75	9108.0
405.94	9282.7
406.13	9042.0
406.31	9065.1
406.50	8965.3
406.69	9069.0
406.88	8999.6
407.06	9016.3
407.25	9138.4
407.44	8770.0
407.63	9030.0
407.81	8894.6
408.00	8853.1
408.19	8768.7
408.38	8722.0
408.56	8732.3
408.75	8675.3
408.94	8520.7
409.13	8658.6
409.31	8510.8
409.50	8626.1
409.69	8534.0
409.88	8587.5
410.06	8525.0
410.25	8459.0
410.44	8422.6
410.63	8379.3
410.81	8375.9
411.00	8385.3
411.19	8374.6
411.38	8232.9
411.56	8146.3
411.75	8129.6
411.94	8073.1
412.13	8199.4
412.31	8110.8
412.50	8104.3
412.69	8072.6
412.88	8050.4
413.06	8124.5
413.25	7826.8
413.44	7958.3
413.63	7960.8
413.81	7999.4
414.00	7941.1
414.19	8012.3
414.38	7931.7
414.56	7730.4
414.75	7633.2
414.94	7748.0
415.13	7733.8
415.31	7678.1
415.50	7646.4
415.69	7569.8
415.88	7702.1
416.06	7424.6
416.25	7529.9
416.44	7541.9
416.63	7423.3
416.81	7563.8
417.00	7405.3
417.19	7370.2
417.38	7374.4
417.56	7231.4
417.75	7313.2
417.94	7288.3
418.13	7206.1
418.31	7221.1
418.50	7071.2
418.69	7162.0
418.88	6981.2
419.06	6988.1
419.25	6955.1
419.44	6894.3
419.63	6934.1
419.81	7069.5
420.00	6829.6
420.19	6782.9
420.38	6736.2
420.56	6839.4
420.75	6751.6
420.94	6744.3
421.13	6779.0
421.31	6683.5
421.50	6611.6
421.69	6693.8
421.88	6753.3
422.06	6467.6
422.25	6534.5
422.44	6577.3
422.63	6373.4
422.81	6427.8
423.00	6295.0
423.19	6303.1
423.38	6429.9
423.56	6329.3
423.75	6125.8
423.94	6379.8
424.13	6305.7
424.31	6192.2
424.50	6160.5
424.69	6147.2
424.88	6202.9
425.06	6077.8
425.25	6103.5
425.44	5976.7
425.63	5986.6
425.81	6005.4
426.00	5961.7
426.19	6092.8
426.38	5926.6
426.56	5925.3
426.75	5695.7
426.94	5935.6
427.13	5766.0
427.31	5674.3
427.50	5703.5
427.69	5719.3
427.88	5578.8
428.06	5549.7
428.25	5656.8
428.44	5563.8
428.63	5656.8
428.81	5603.7
429.00	5487.6
429.19	5494.4
429.38	5486.3
429.56	5383.5
429.75	5441.3
429.94	5425.9
430.13	5345.4
430.31	5261.8
430.50	5212.1
430.69	5248.1
430.88	5225.4
431.06	5322.2
431.25	5243.0
431.44	5141.0
431.63	5149.6
431.81	5117.5
432.00	5094.3
432.19	5032.7
432.38	5076.8
432.56	5008.7
432.75	4937.1
432.94	5004.8
433.13	4983.0
433.31	4887.0
433.50	4881.5
433.69	4804.4
433.88	4871.2
434.06	4902.4
434.25	4824.9
434.44	4675.0
434.63	4675.4
434.81	4617.2
435.00	4762.8
435.19	4567.5
435.38	4609.9
435.56	4538.3
435.75	4506.2
435.94	4522.5
436.13	4563.6
436.31	4463.4
436.50	4569.2
436.69	4486.9
436.88	4307.9
437.06	4445.0
437.25	4259.1
437.44	4289.5
437.63	4213.7
437.81	4166.1
438.00	4146.4
438.19	4210.2
438.38	4324.2
438.56	4262.9
438.75	4274.5
438.94	4208.9
439.13	4027.3
439.31	3979.8
439.50	3990.1
439.69	3980.2
439.88	3991.8
440.06	4019.2
440.25	3951.9
440.44	3873.6
440.63	3811.4
440.81	3829.4
441.00	3792.2
441.19	3781.5
441.38	3841.0
441.56	3862.4
441.75	3757.0
441.94	3716.8
442.13	3805.0
442.31	3716.8
442.50	3770.7
442.69	3676.9
442.88	3673.5
443.06	3622.5
443.25	3576.3
443.44	3628.1
443.63	3502.6
443.81	3525.7
444.00	3597.7
444.19	3472.2
444.38	3481.2
444.56	3452.9
444.75	3489.3
444.94	3536.9
445.13	3419.1
445.31	3533.0
445.50	3330.8
445.69	3431.9
445.88	3280.3
446.06	3249.0
446.25	3354.8
446.44	3347.1
446.63	3230.6
446.81	3238.7
447.00	3266.2
447.19	3285.0
447.38	3190.3
447.56	3261.9
447.75	3270.4
447.94	3197.6
448.13	3274.3
448.31	3108.1
448.50	3134.2
448.69	3010.4
448.88	3076.4
449.06	3088.8
449.25	3102.1
449.44	3100.4
449.63	3181.3
449.81	3077.7
450.00	3033.1
450.19	3100.8
450.38	3015.1
450.56	2999.7
450.75	2954.7
450.94	3022.0
451.13	3010.9
451.31	2965.9
451.50	2901.6
451.69	2912.3
451.88	2963.3
452.06	2890.5
452.25	2800.5
452.44	2812.5
452.63	2835.7
452.81	2872.1
453.00	2858.8
453.19	2795.0
453.38	2847.7
453.56	2784.7
453.75	2842.9
453.94	2846.4
454.13	2781.7
454.31	2717.9
454.50	2750.0
454.69	2727.7
454.88	2704.6
455.06	2702.9
455.25	2707.2
455.44	2669.9
455.63	2707.2
455.81	2725.6
456.00	2619.8
456.19	2680.2
456.38	2684.9
456.56	2521.3
456.75	2695.2
456.94	2632.2
457.13	2522.5
457.31	2524.3
457.50	2651.9
457.69	2534.5
457.88	2448.9
458.06	2499.0
458.25	2493.8
458.44	2507.6
458.63	2448.9
458.81	2445.0
459.00	2563.7
459.19	2531.5
459.38	2505.0
459.56	2564.1
459.75	2429.6
459.94	2334.9
460.13	2365.3
460.31	2403.0
460.50	2350.3
460.69	2368.8
460.88	2346.5
461.06	2263.0
461.25	2329.8
461.44	2278.0
461.63	2383.3
461.81	2336.6
462.00	2373.9
462.19	2349.1
462.38	2390.6
462.56	2231.3
462.75	2391.9
462.94	2246.7
463.13	2250.1
463.31	2257.8
463.50	2235.5
463.69	2234.7
463.88	2286.1
464.06	2271.1
464.25	2251.0
464.44	2254.4
464.63	2197.4
464.81	2245.0
465.00	2234.3
465.19	2293.4
465.38	2151.6
465.56	2165.7
465.75	2108.3
465.94	2152.4
466.13	2129.3
466.31	2143.9
466.50	2056.5
466.69	2118.2
466.88	2192.3
467.06	2119.9
467.25	2090.3
467.44	2121.2
467.63	2202.1
467.81	2126.7
468.00	2068.9
468.19	2187.6
468.38	2082.2
468.56	2056.9
468.75	2106.2
468.94	2167.9
469.13	2049.6
469.31	2022.7
469.50	2061.2
469.69	2015.4
469.88	2155.4
470.06	2053.9
470.25	2077.1
470.44	2041.9
470.63	2065.5
470.81	2059.9
471.00	2017.9
471.19	2000.8
471.38	2054.4
471.56	2073.2
471.75	1987.1
471.94	2000.8
472.13	2132.3
472.31	2068.5
472.50	2086.5
472.69	2096.8
472.88	2108.8
473.06	2107.0
473.25	2115.6
473.44	2153.3
473.63	2116.5
473.81	2101.9
474.00	2057.8
474.19	2108.8
474.38	2106.6
474.56	2051.4
474.75	2066.8
474.94	2283.1
475.13	2186.3
475.31	2155.4
475.50	2118.2
475.69	2100.2
475.88	2155.0
476.06	2207.3
476.25	2120.8
476.44	2137.0
476.63	2136.2
476.81	2179.4
477.00	2268.1
477.19	2248.8
477.38	2264.2
477.56	2279.2
477.75	2298.9
477.94	2287.4
478.13	2373.0
478.31	2265.1
478.50	2310.5
478.69	2266.4
478.88	2215.0
479.06	2324.2
479.25	2317.4
479.44	2379.5
479.63	2303.7
479.81	2367.9
480.00	2372.2
480.19	2336.2
480.38	2391.5
480.56	2459.6
480.75	2357.2
480.94	2393.6
481.13	2489.6
481.31	2467.7
481.50	2437.7
481.69	2444.6
481.88	2420.6
482.06	2526.0
482.25	2556.0
482.44	2459.1
482.63	2607.8
482.81	2614.6
483.00	2621.1
483.19	2614.6
483.38	2543.1
483.56	2657.5
483.75	2649.8
483.94	2643.3
484.13	2689.2
484.31	2649.8
484.50	2687.9
484.69	2672.9
484.88	2632.2
485.06	2796.3
485.25	2842.9
485.44	2722.6
485.63	2775.3
485.81	2834.4
486.00	2831.0
486.19	2841.2
486.38	2779.1
486.56	2834.0
486.75	2888.4
486.94	2998.9
487.13	2807.8
487.31	2949.6
487.50	2912.3
487.69	2925.6
487.88	2884.1
488.06	2968.5
488.25	2966.7
488.44	2990.7
488.63	2972.3
488.81	2949.2
489.00	2993.7
489.19	3128.2
489.38	3000.6
489.56	3167.6
489.75	3073.8
489.94	3084.1
490.13	3124.4
490.31	3130.8
490.50	3209.6
490.69	3232.3
490.88	3144.1
491.06	3210.9
491.25	3258.9
491.44	3291.0
491.63	3306.0
491.81	3229.3
492.00	3322.7
492.19	3334.7
492.38	3386.5
492.56	3363.8
492.75	3372.8
492.94	3435.8
493.13	3386.9
493.31	3458.9
493.50	3630.3
493.69	3524.4
493.88	3549.3
494.06	3562.6
494.25	3626.4
494.44	3621.3
494.63	3666.2
494.81	3704.8
495.00	3697.1
495.19	3624.3
495.38	3757.0
495.56	3709.9
495.75	3717.2
495.94	3826.9
496.13	3890.7
496.31	3802.4
496.50	3788.3
496.69	3861.6
496.88	3985.8
497.06	3923.7
497.25	4001.6
497.44	3990.5
497.63	4144.7
497.81	4155.4
498.00	4131.4
498.19	4053.9
498.38	4119.4
498.56	4097.1
498.75	4282.6
498.94	4314.8
499.13	4305.8
499.31	4394.0
499.50	4351.2
499.69	4402.6
499.88	4440.3
500.06	4536.6
500.25	4493.8
500.44	4513.1
500.63	4637.7
500.81	4652.3
501.00	4651.9
501.19	4794.1
501.38	4761.1
501.56	4827.1
501.75	4814.6
501.94	4920.4
502.13	4986.4
502.31	5023.7
502.50	5082.4
502.69	5097.8
502.88	5202.7
503.06	5343.6
503.25	5291.8
503.44	5401.0
503.63	5476.4
503.81	5598.1
504.00	5640.5
504.19	5682.5
504.38	5759.1
504.56	5860.7
504.75	5982.7
504.94	6037.1
505.13	6108.7
505.31	6244.0
505.50	6287.7
505.69	6342.1
505.88	6530.6
506.06	6564.0
506.25	6731.5
506.44	6692.9
506.63	6887.0
506.81	6923.4
507.00	6994.5
507.19	7247.7
507.38	7341.0
507.56	7447.7
507.75	7412.1
507.94	7662.7
508.13	7782.7
508.31	7901.3
508.50	8027.2
508.69	8117.6
508.88	8321.1
509.06	8365.2
509.25	8543.4
509.44	8682.2
509.63	8859.1
509.81	8959.3
510.00	9054.9
510.19	9188.1
510.38	9496.9
510.56	9490.5
510.75	9654.5
510.94	9733.8
511.13	9789.9
511.31	9978.8
511.50	10100
511.69	10221
511.88	10327
512.06	10542
512.25	10543
512.44	10598
512.63	10863
512.81	10949
513.00	10976
513.19	11091
513.37	11069
513.56	11241
513.75	11549
513.94	11462
514.13	11667
514.31	11599
514.50	11875
514.69	11971
514.87	12082
515.06	12163
515.25	12169
515.44	12126
515.62	12279
515.81	12330
516.00	12497
516.19	12455
516.38	12556
516.56	12710
516.75	12713
516.94	12644
517.12	12881
517.31	12909
517.50	12996
517.69	12981
517.87	13073
518.06	13001
518.25	13214
518.44	13306
518.62	13295
518.81	13299
519.00	13394
519.19	13423
519.37	13562
519.56	13511
519.75	13602
519.94	13707
520.12	13668
520.31	13789
520.50	13798
520.69	13848
520.88	13937
521.06	14007
521.25	14139
521.44	14151
521.63	14203
521.81	14209
522.00	14333
522.19	14339
522.37	14312
522.56	14432
522.75	14604
522.94	14555
523.13	14759
523.31	14718
523.50	14777
523.69	14904
523.88	14809
524.06	14935
524.25	14978
524.44	15063
524.62	15141
524.81	15245
525.00	15217
525.19	15415
525.38	15231
525.56	15489
525.75	15540
525.94	15461
526.12	15540
526.31	15488
526.50	15614
526.69	15741
526.87	15786
527.06	15798
527.25	15895
527.44	15990
527.62	15919
527.81	15914
528.00	15963
528.19	16005
528.37	16075
528.56	16260
528.75	16197
528.94	16351
529.12	16319
529.31	16495
529.50	16383
529.69	16526
529.87	16483
530.06	16516
530.25	16578
530.44	16691
530.63	16742
530.81	16740
531.00	16730
531.19	16775
531.38	16743
531.56	16838
531.75	16825
531.94	17006
532.12	16893
532.31	17053
532.50	16970
532.69	17036
532.88	17058
533.06	17154
533.25	17208
533.44	17264
533.62	17326
533.81	17207
534.00	17394
534.19	17278
534.37	17501
534.56	17483
534.75	17446
534.94	17540
535.13	17587
535.31	17526
535.50	17667
535.69	17714
535.87	17833
536.06	17761
536.25	17851
536.44	17932
536.62	17944
536.81	18084
537.00	18094
537.19	18198
537.37	18249
537.56	18401
537.75	18322
537.94	18476
538.12	18565
538.31	18605
538.50	18892
538.69	18956
538.87	19067
539.06	19135
539.25	19332
539.44	19436
539.63	19491
539.81	19688
540.00	19849
540.19	19980
540.38	20137
540.56	20348
540.75	20594
540.94	20598
541.12	20867
541.31	20984
541.50	21391
541.69	21592
541.88	21701
542.06	22065
542.25	22308
542.44	22631
542.63	22887
542.81	23173
543.00	23482
543.19	23795
543.37	24190
543.56	24361
543.75	24788
543.94	25115
544.13	25441
544.31	25846
544.50	26302
544.69	26641
544.87	27002
545.06	27414
545.25	27933
545.44	28348
545.62	28786
545.81	29171
546.00	29681
546.19	30312
546.37	30776
546.56	31221
546.75	31657
546.94	32053
547.12	32618
547.31	33244
547.50	33754
547.69	34272
547.87	34723
548.06	35287
548.25	35874
548.44	36617
548.62	37039
548.81	37516
549.00	37994
549.19	38697
549.38	39359
549.56	39848
549.75	40388
549.94	41195
550.13	41560
550.31	42262
550.50	42929
550.69	43263
550.87	44075
551.06	44732
551.25	45259
551.44	45759
551.63	46350
551.81	46751
552.00	47378
552.19	47647
552.37	48291
552.56	48576
552.75	49067
552.94	49081
553.12	49666
553.31	50038
553.50	50301
553.69	50266
553.88	50324
554.06	50484
554.25	50537
554.44	50369
554.62	50489
554.81	50322
555.00	50083
555.19	49882
555.37	49778
555.56	49313
555.75	49085
555.94	48802
556.12	48426
556.31	47927
556.50	47586
556.69	47452
556.87	46895
557.06	46311
557.25	45794
557.44	45088
557.62	44715
557.81	44170
558.00	43639
558.19	43180
558.38	42411
558.56	41829
558.75	41169
558.94	40716
559.13	39908
559.31	39393
559.50	38801
559.69	38252
559.87	37666
560.06	36914
560.25	36186
560.44	35561
560.63	35045
560.81	34468
561.00	33858
561.19	33367
561.38	32628
561.56	32213
561.75	31527
561.94	30976
562.12	30494
562.31	30070
562.50	29651
562.69	29098
562.88	28637
563.06	27987
563.25	27600
563.44	27198
563.62	26777
563.81	26361
564.00	26052
564.19	25736
564.37	25270
564.56	24945
564.75	24591
564.94	24386
565.12	24057
565.31	23841
565.50	23532
565.69	23326
565.87	22987
566.06	22784
566.25	22612
566.44	22260
566.62	22253
566.81	22145
567.00	21874
567.19	21837
567.37	21487
567.56	21301
567.75	21206
567.94	21161
568.13	21106
568.31	20993
568.50	20859
568.69	20851
568.88	20759
569.06	20562
569.25	20508
569.44	20357
569.62	20278
569.81	20071
570.00	19887
570.19	19832
570.38	19531
570.56	19517
570.75	19352
570.94	19238
571.12	19243
571.31	19117
571.50	18926
571.69	18655
571.87	18735
572.06	18492
572.25	18556
572.44	18165
572.63	18201
572.81	18035
573.00	17836
573.19	17818
573.37	17680
573.56	17483
573.75	17325
573.94	17187
574.12	17046
574.31	16850
574.50	16823
574.69	16610
574.87	16553
575.06	16410
575.25	16197
575.44	16143
575.62	16015
575.81	15783
576.00	15751
576.19	15581
576.37	15454
576.56	15352
576.75	15284
576.94	15123
577.13	15005
577.31	14915
577.50	14706
577.69	14703
577.88	14622
578.06	14520
578.25	14375
578.44	14275
578.62	14162
578.81	14101
579.00	14013
579.19	13958
579.38	13819
579.56	13821
579.75	13690
579.94	13582
580.13	13525
580.31	13445
580.50	13360
580.69	13294
580.87	13210
581.06	13148
581.25	13150
581.44	13039
581.63	12905
581.81	12953
582.00	12985
582.19	12734
582.37	12782
582.56	12683
582.75	12536
582.94	12565
583.12	12494
583.31	12441
583.50	12433
583.69	12454
583.87	12321
584.06	12210
584.25	12252
584.44	12146
584.62	12148
584.81	12098
585.00	12072
585.19	11989
585.37	12004
585.56	12037
585.75	11944
585.94	11938
586.12	11801
586.31	11798
586.50	11716
586.69	11645
586.88	11610
587.06	11607
587.25	11697
587.44	11544
587.63	11609
587.81	11457
588.00	11510
588.19	11415
588.37	11409
588.56	11345
588.75	11316
588.94	11284
589.13	11278
589.31	11233
589.50	11229
589.69	11180
589.87	11167
590.06	11185
590.25	11242
590.44	11193
590.62	11146
590.81	11207
591.00	11139
591.19	11133
591.38	11155
591.56	11160
591.75	11139
591.94	11122
592.12	11180
592.31	11103
592.50	11188
592.69	11037
592.87	11044
593.06	11210
593.25	11128
593.44	11254
593.62	11252
593.81	11065
594.00	11140
594.19	11070
594.37	11106
594.56	11150
594.75	11133
594.94	11140
595.12	11118
595.31	11015
595.50	11098
595.69	10948
595.88	10981
596.06	10885
596.25	10798
596.44	10836
596.63	10856
596.81	10762
597.00	10751
597.19	10670
597.37	10564
597.56	10503
597.75	10425
597.94	10417
598.13	10375
598.31	10282
598.50	10214
598.69	10269
598.88	10133
599.06	10177
599.25	10042
599.44	10053
599.62	9858.0
599.81	9795.0
600.00	9767.6
600.19	9732.1
600.38	9524.7
600.56	9569.7
600.75	9601.9
600.94	9553.4
601.12	9467.8
601.31	9590.7
601.50	9487.1
601.69	9401.0
601.87	9322.6
602.06	9319.6
602.25	9333.7
602.44	9233.5
602.62	9268.2
602.81	9259.2
603.00	9360.3
603.19	9341.4
603.37	9464.8
603.56	9365.0
603.75	9283.6
603.94	9526.0
604.12	9434.4
604.31	9427.1
604.50	9523.5
604.69	9583.4
604.87	9674.2
605.06	9714.9
605.25	9731.2
605.44	9847.7
605.63	9994.6
605.81	10067
606.00	10033
606.19	10279
606.38	10274
606.56	10422
606.75	10596
606.94	10705
607.12	10921
607.31	11065
607.50	11126
607.69	11304
607.88	11448
608.06	11636
608.25	11679
608.44	11953
608.62	11956
608.81	12348
609.00	12428
609.19	12474
609.37	12781
609.56	12856
609.75	13019
609.94	13283
610.13	13436
610.31	13811
610.50	14059
610.69	14369
610.87	14796
611.06	15052
611.25	15343
611.44	15896
611.62	16290
611.81	16563
612.00	17098
612.19	17369
612.37	18165
612.56	18552
612.75	19146
612.94	19588
613.12	20203
613.31	20777
613.50	21499
613.69	22173
613.87	22796
614.06	23678
614.25	24382
614.44	25239
614.63	26151
614.81	26975
615.00	27777
615.19	28909
615.38	29780
615.56	31030
615.75	31824
615.94	32964
616.12	34253
616.31	35367
616.50	36583
616.69	37802
616.88	38938
617.06	40415
617.25	41753
617.44	42980
617.63	44234
617.81	45498
618.00	47056
618.19	48218
618.37	49656
618.56	50971
618.75	52399
618.94	53716
619.13	55021
619.31	56429
619.50	57378
619.69	58801
619.87	59695
620.06	60950
620.25	62379
620.44	63060
620.62	64470
620.81	64915
621.00	65945
621.19	66731
621.37	67344
621.56	68526
621.75	68540
621.94	69318
622.12	69774
622.31	70365
622.50	70549
622.69	70844
622.87	71188
623.06	72028
623.25	71928
623.44	71998
623.62	72112
623.81	72186
624.00	72493
624.19	72332
624.38	72600
624.56	72022
624.75	71927
624.94	71704
625.13	71101
625.31	70928
625.50	70656
625.69	70125
625.87	68799
626.06	68887
626.25	68410
626.44	67428
626.63	66719
626.81	65932
627.00	64863
627.19	63797
627.37	62573
627.56	61528
627.75	60904
627.94	59436
628.12	58138
628.31	57372
628.50	55935
628.69	54630
628.88	53511
629.06	52222
629.25	51095
629.44	49663
629.62	48606
629.81	47170
630.00	45866
630.19	44792
630.37	43547
630.56	42002
630.75	40992
630.94	39979
631.12	38793
631.31	37454
631.50	36386
631.69	35303
631.87	33983
632.06	32722
632.25	31529
632.44	30280
632.62	29168
632.81	27883
633.00	26734
633.19	25558
633.38	24752
633.56	23674
633.75	22893
633.94	21910
634.13	21007
634.31	20483
634.50	19647
634.69	18954
634.87	18451
635.06	17708
635.25	17065
635.44	16563
635.63	16123
635.81	15430
636.00	14931
636.19	14676
636.38	14087
636.56	13747
636.75	13136
636.94	12872
637.12	12425
637.31	12149
637.50	11666
637.69	11377
637.88	11062
638.06	10680
638.25	10187
638.44	10112
638.62	9664.4
638.81	9542.3
639.00	9252.7
639.19	9021.4
639.37	8670.2
639.56	8471.4
639.75	8213.6
639.94	8014.8
