Wavelength (nm)	J16 abs e
507.00	41016
508.00	41399
509.00	41608
510.00	41657
511.00	41784
512.00	41739
513.00	42000
514.00	41947
515.00	41732
516.00	41672
517.00	41278
518.00	41029
519.00	40842
520.00	40564
521.00	40265
522.00	39862
523.00	39388
524.00	38969
525.00	38612
526.00	38179
527.00	37855
528.00	37522
529.00	37103
530.00	36709
531.00	36233
532.00	35805
533.00	35430
534.00	35048
535.00	34663
536.00	34206
537.00	33725
538.00	33301
539.00	32881
540.00	32418
541.00	31965
542.00	31391
543.00	30848
544.00	30238
545.00	29644
546.00	29086
547.00	28410
548.00	27767
549.00	27059
550.00	26277
551.00	25561
552.00	24770
553.00	23967
554.00	23173
555.00	22294
556.00	21461
557.00	20589
558.00	19754
559.00	18907
560.00	18034
561.00	17186
562.00	16338
563.00	15493
564.00	14688
565.00	13900
566.00	13116
567.00	12303
568.00	11577
569.00	10850
570.00	10194
571.00	9550.4
572.00	8965.3
573.00	8357.1
574.00	7766.7
575.00	7259.7
576.00	6756.1
577.00	6245.0
578.00	5819.6
579.00	5408.8
580.00	4979.2
581.00	4587.3
582.00	4277.0
583.00	3988.6
584.00	3626.9
585.00	3336.5
586.00	3093.5
587.00	2823.9
588.00	2593.1
589.00	2400.8
590.00	2196.6
591.00	2004.0
592.00	1825.2
593.00	1660.0
594.00	1524.0
595.00	1395.6
596.00	1281.3
597.00	1167.2
598.00	1057.8
599.00	963.34
600.00	873.64
601.00	799.02
602.00	732.75
603.00	665.87
604.00	608.03
605.00	550.65
606.00	498.02
607.00	449.05
608.00	420.34
609.00	379.43
610.00	348.78
611.00	315.71
612.00	291.92
613.00	256.59
614.00	236.57
615.00	222.23
616.00	207.17
617.00	181.83
618.00	166.25
619.00	154.65
620.00	139.11
621.00	132.12
622.00	120.15
623.00	116.71
624.00	105.88
625.00	94.865
626.00	96.607
627.00	85.772
628.00	80.548
629.00	80.140
630.00	75.006
631.00	68.469
632.00	81.384
633.00	84.958
634.00	94.209
635.00	93.169
636.00	89.029
637.00	76.160
638.00	69.329
639.00	67.225
640.00	60.915
641.00	45.760
642.00	36.057
643.00	30.606
644.00	26.399
645.00	31.963
646.00	31.941
647.00	27.417
648.00	32.642
649.00	15.090
650.00	19.591
651.00	28.616
652.00	25.540
653.00	28.344
654.00	31.081
655.00	29.181
656.00	19.975
657.00	31.194
658.00	35.356
659.00	20.179
660.00	16.334
661.00	17.601
662.00	12.150
663.00	23.165
664.00	29.204
665.00	28.865
666.00	33.230
667.00	10.250
668.00	14.999
669.00	17.895
670.00	21.129
671.00	26.851
672.00	18.505
673.00	18.505
674.00	18.799
675.00	11.788
676.00	5.9068
677.00	22.056
678.00	22.644
679.00	16.922
680.00	24.160
681.00	11.584
682.00	19.478
683.00	20.880
684.00	27.259
685.00	17.148
686.00	20.450
687.00	15.474
688.00	17.759
689.00	25.291
690.00	23.436
691.00	17.646
692.00	10.295
693.00	21.853
694.00	17.962
695.00	18.799
696.00	18.596
697.00	16.832
698.00	19.817
699.00	18.053
700.00	17.736
