Wavelength (nm)	L11 abs e
440.00	1037.5
441.00	1042.8
442.00	1045.7
443.00	1056.5
444.00	1064.6
445.00	1076.5
446.00	1091.4
447.00	1107.2
448.00	1128.7
449.00	1146.1
450.00	1172.5
451.00	1192.1
452.00	1225.5
453.00	1247.3
454.00	1271.1
455.00	1293.7
456.00	1334.0
457.00	1365.8
458.00	1401.3
459.00	1427.9
460.00	1465.1
461.00	1513.9
462.00	1541.3
463.00	1577.9
464.00	1623.2
465.00	1663.6
466.00	1702.8
467.00	1752.3
468.00	1793.7
469.00	1834.7
470.00	1890.9
471.00	1942.0
472.00	1985.3
473.00	2044.9
474.00	2088.7
475.00	2144.6
476.00	2193.3
477.00	2250.4
478.00	2311.2
479.00	2375.5
480.00	2425.5
481.00	2479.1
482.00	2532.8
483.00	2600.3
484.00	2662.0
485.00	2754.8
486.00	2796.2
487.00	2845.3
488.00	2918.0
489.00	3001.1
490.00	3065.3
491.00	3147.6
492.00	3228.5
493.00	3301.7
494.00	3357.5
495.00	3442.8
496.00	3523.0
497.00	3603.6
498.00	3692.5
499.00	3767.1
500.00	3856.2
501.00	3938.9
502.00	4026.5
503.00	4114.9
504.00	4193.9
505.00	4289.0
506.00	4382.5
507.00	4464.3
508.00	4575.0
509.00	4669.9
510.00	4772.4
511.00	4870.1
512.00	4983.4
513.00	5092.3
514.00	5179.9
515.00	5290.6
516.00	5412.0
517.00	5514.6
518.00	5627.1
519.00	5730.3
520.00	5850.0
521.00	5969.8
522.00	6079.5
523.00	6210.2
524.00	6340.6
525.00	6459.0
526.00	6594.0
527.00	6724.3
528.00	6853.6
529.00	6986.4
530.00	7132.5
531.00	7280.7
532.00	7400.0
533.00	7558.7
534.00	7714.4
535.00	7839.0
536.00	7978.0
537.00	8143.8
538.00	8314.0
539.00	8456.1
540.00	8615.3
541.00	8766.9
542.00	8939.9
543.00	9110.5
544.00	9244.1
545.00	9403.6
546.00	9581.6
547.00	9747.4
548.00	9913.9
549.00	10063
550.00	10274
551.00	10406
552.00	10584
553.00	10785
554.00	10929
555.00	11126
556.00	11298
557.00	11462
558.00	11648
559.00	11803
560.00	12005
561.00	12163
562.00	12345
563.00	12570
564.00	12729
565.00	12892
566.00	13084
567.00	13263
568.00	13475
569.00	13669
570.00	13839
571.00	14027
572.00	14215
573.00	14424
574.00	14620
575.00	14786
576.00	14970
577.00	15193
578.00	15364
579.00	15560
580.00	15737
581.00	15924
582.00	16092
583.00	16242
584.00	16428
585.00	16605
586.00	16749
587.00	16885
588.00	17036
589.00	17120
590.00	17256
591.00	17334
592.00	17465
593.00	17524
594.00	17568
595.00	17587
596.00	17595
597.00	17600
598.00	17595
599.00	17551
600.00	17495
601.00	17402
602.00	17270
603.00	17153
604.00	16992
605.00	16816
606.00	16622
607.00	16396
608.00	16168
609.00	15913
610.00	15579
611.00	15324
612.00	15021
613.00	14663
614.00	14315
615.00	13971
616.00	13618
617.00	13229
618.00	12852
619.00	12441
620.00	12017
621.00	11665
622.00	11205
623.00	10809
624.00	10421
625.00	10001
626.00	9594.5
627.00	9197.6
628.00	8819.6
629.00	8404.2
630.00	8035.9
631.00	7663.8
632.00	7276.9
633.00	6925.0
634.00	6579.5
635.00	6242.8
636.00	5920.6
637.00	5620.3
638.00	5309.7
639.00	5030.2
640.00	4763.7
641.00	4504.5
642.00	4262.0
643.00	3998.7
644.00	3770.0
645.00	3541.8
646.00	3334.6
647.00	3126.3
648.00	2906.5
649.00	2730.5
650.00	2570.7
651.00	2390.9
652.00	2250.4
653.00	2092.4
654.00	1976.4
655.00	1774.0
656.00	1674.5
657.00	1669.1
658.00	1530.3
659.00	1397.1
660.00	1310.4
661.00	1218.3
662.00	1136.1
663.00	1055.5
664.00	988.33
665.00	904.76
666.00	847.22
667.00	794.67
668.00	738.25
669.00	681.48
670.00	636.78
671.00	591.75
672.00	545.71
673.00	508.65
674.00	478.37
675.00	435.92
676.00	404.22
677.00	378.07
678.00	350.37
679.00	324.69
680.00	306.78
681.00	285.24
682.00	264.88
683.00	245.70
684.00	224.80
685.00	215.25
686.00	195.39
687.00	186.05
688.00	171.91
689.00	161.48
690.00	147.30
691.00	143.48
692.00	130.97
693.00	120.77
694.00	106.61
695.00	104.29
696.00	96.102
697.00	94.413
698.00	87.611
699.00	83.738
700.00	75.352
701.00	72.038
702.00	67.893
703.00	67.133
704.00	57.058
705.00	56.962
706.00	54.529
707.00	51.992
708.00	50.384
709.00	46.246
710.00	40.445
711.00	44.926
712.00	43.766
713.00	36.771
714.00	31.306
715.00	32.306
716.00	31.914
717.00	31.826
718.00	25.128
719.00	24.992
720.00	24.552
721.00	23.903
722.00	22.159
723.00	25.864
724.00	21.335
725.00	18.294
726.00	11.764
727.00	17.686
728.00	20.935
729.00	17.373
730.00	17.061
731.00	13.436
732.00	15.389
733.00	12.580
734.00	7.4263
735.00	16.373
736.00	12.316
737.00	16.365
738.00	20.863
739.00	14.725
740.00	22.463
741.00	14.829
742.00	10.579
743.00	6.9702
744.00	11.468
745.00	11.348
746.00	15.909
747.00	13.108
748.00	16.901
749.00	12.604
750.00	8.5147
751.00	12.572
752.00	15.557
753.00	8.4987
754.00	7.8184
755.00	8.9868
756.00	4.9295
757.00	11.187
758.00	13.252
759.00	8.4906
760.00	13.780
761.00	10.731
762.00	10.459
763.00	11.684
764.00	17.421
765.00	12.468
766.00	8.3706
767.00	12.868
768.00	6.6581
769.00	5.6258
770.00	3.2090
771.00	10.403
772.00	11.316
773.00	9.1469
774.00	6.7301
775.00	9.5710
776.00	12.916
777.00	3.9612
778.00	10.731
779.00	11.588
780.00	11.380
781.00	11.644
782.00	11.964
783.00	8.0745
784.00	9.5070
785.00	1.0963
786.00	2.0566
787.00	13.940
788.00	5.2576
789.00	3.4731
790.00	7.6984
791.00	16.501
792.00	17.798
793.00	13.756
794.00	12.484
795.00	8.7067
796.00	14.132
797.00	5.1856
798.00	4.4814
799.00	9.2429
800.00	7.5704
