Wavelength (nm)	R06 abs e
424.50	3149.6
424.75	3122.0
425.00	3097.9
425.25	3146.1
425.50	3122.2
425.75	3136.0
426.00	3077.1
426.25	3058.0
426.50	3117.4
426.75	3109.5
427.00	3035.6
427.25	3095.9
427.50	3018.3
427.75	3059.5
428.00	3075.5
428.25	3076.8
428.50	3106.4
428.75	3062.4
429.00	3021.8
429.25	3065.7
429.50	3089.1
429.75	3027.1
430.00	3017.7
430.25	3031.5
430.50	3004.1
430.75	3023.6
431.00	3012.0
431.25	3027.8
431.50	3012.2
431.75	2997.5
432.00	2977.6
432.25	3035.9
432.50	3038.5
432.75	3018.5
433.00	3008.9
433.25	3012.0
433.50	2994.2
433.75	2963.3
434.00	3010.7
434.25	3039.8
434.50	2992.0
434.75	3013.3
435.00	3032.1
435.25	3040.5
435.50	3021.2
435.75	2970.1
436.00	3049.9
436.25	3026.7
436.50	2968.8
436.75	3001.0
437.00	3016.6
437.25	2986.6
437.50	3057.1
437.75	3044.8
438.00	3056.0
438.25	3028.2
438.50	3041.1
438.75	3002.8
439.00	3061.9
439.25	3040.9
439.50	3064.3
439.75	3010.2
440.00	3039.4
440.25	3069.6
440.50	3074.2
440.75	3052.3
441.00	3039.1
441.25	3055.6
441.50	3028.2
441.75	3050.8
442.00	3027.5
442.25	3062.4
442.50	3079.7
442.75	3078.2
443.00	3079.5
443.25	3088.0
443.50	3137.8
443.75	3083.2
444.00	3121.1
444.25	3095.9
444.50	3077.7
444.75	3192.1
445.00	3110.4
445.25	3141.3
445.50	3138.9
445.75	3100.5
446.00	3156.2
446.25	3174.4
446.50	3162.5
446.75	3144.3
447.00	3189.3
447.25	3207.7
447.50	3219.5
447.75	3213.1
448.00	3205.5
448.25	3215.3
448.50	3204.6
448.75	3237.7
449.00	3223.2
449.25	3253.7
449.50	3298.8
449.75	3235.3
450.00	3239.7
450.25	3281.5
450.50	3288.5
450.75	3316.1
451.00	3342.0
451.25	3314.6
451.50	3369.4
451.75	3376.4
452.00	3354.0
452.25	3310.9
452.50	3288.1
452.75	3363.7
453.00	3391.3
453.25	3389.1
453.50	3371.8
453.75	3394.6
454.00	3373.5
454.25	3418.0
454.50	3386.5
454.75	3402.2
455.00	3357.3
455.25	3426.4
455.50	3414.3
455.75	3476.3
456.00	3426.8
456.25	3452.9
456.50	3524.3
456.75	3518.6
457.00	3511.2
457.25	3466.7
457.50	3524.7
457.75	3529.8
458.00	3512.9
458.25	3583.9
458.50	3561.8
458.75	3569.2
459.00	3602.5
459.25	3625.8
459.50	3609.3
459.75	3620.9
460.00	3629.5
460.25	3602.3
460.50	3672.4
460.75	3651.8
461.00	3668.1
461.25	3639.6
461.50	3697.9
461.75	3713.6
462.00	3693.9
462.25	3781.6
462.50	3710.1
462.75	3757.9
463.00	3739.7
463.25	3783.5
463.50	3774.1
463.75	3815.5
464.00	3838.1
464.25	3832.2
464.50	3876.2
464.75	3842.3
465.00	3859.8
465.25	3848.8
465.50	3950.1
465.75	3909.1
466.00	3949.4
466.25	3959.7
466.50	3925.8
466.75	3938.5
467.00	3996.8
467.25	4018.0
467.50	4041.7
467.75	4039.0
468.00	4062.1
468.25	4062.5
468.50	4114.4
468.75	4118.8
469.00	4097.8
469.25	4124.7
469.50	4146.9
469.75	4193.3
470.00	4122.1
470.25	4155.6
470.50	4211.5
470.75	4234.5
471.00	4237.4
471.25	4255.8
471.50	4295.0
471.75	4293.5
472.00	4342.5
472.25	4302.7
472.50	4310.6
472.75	4381.5
473.00	4419.2
473.25	4395.8
473.50	4381.8
473.75	4479.7
474.00	4481.9
474.25	4448.6
474.50	4506.0
474.75	4509.1
475.00	4505.6
475.25	4534.9
475.50	4595.4
475.75	4518.9
476.00	4572.9
476.25	4618.7
476.50	4588.4
476.75	4654.4
477.00	4659.0
477.25	4706.1
477.50	4675.8
477.75	4681.3
478.00	4700.8
478.25	4707.2
478.50	4722.1
478.75	4738.3
479.00	4752.5
479.25	4806.7
479.50	4818.3
479.75	4828.1
480.00	4865.4
480.25	4863.0
480.50	4839.1
480.75	4870.4
481.00	4895.6
481.25	4863.6
481.50	4913.8
481.75	4953.0
482.00	5010.0
482.25	4973.0
482.50	5021.2
482.75	4998.4
483.00	5028.9
483.25	4997.1
483.50	5000.4
483.75	5070.5
484.00	5017.9
484.25	5055.8
484.50	5075.5
484.75	5076.4
485.00	5120.5
485.25	5108.4
485.50	5109.3
485.75	5132.5
486.00	5172.4
486.25	5188.6
486.50	5191.7
486.75	5204.6
487.00	5218.9
487.25	5218.0
487.50	5221.3
487.75	5219.1
488.00	5271.0
488.25	5253.0
488.50	5269.0
488.75	5294.5
489.00	5233.8
489.25	5279.8
489.50	5311.1
489.75	5395.9
490.00	5352.3
490.25	5381.2
490.50	5357.3
490.75	5417.6
491.00	5391.7
491.25	5425.3
491.50	5430.3
491.75	5503.3
492.00	5515.1
492.25	5481.4
492.50	5569.2
492.75	5562.5
493.00	5567.5
493.25	5592.3
493.50	5564.6
493.75	5609.6
494.00	5608.5
494.25	5642.4
494.50	5628.0
494.75	5631.9
495.00	5695.9
495.25	5718.5
495.50	5702.9
495.75	5757.9
496.00	5763.0
496.25	5755.5
496.50	5762.7
496.75	5805.3
497.00	5819.1
497.25	5857.2
497.50	5859.6
497.75	5910.0
498.00	5915.7
498.25	5947.7
498.50	5945.7
498.75	5944.6
499.00	6028.3
499.25	6029.9
499.50	6073.0
499.75	6111.8
500.00	6158.1
500.25	6170.1
500.50	6243.1
500.75	6230.1
501.00	6238.5
501.25	6286.9
501.50	6282.1
501.75	6350.2
502.00	6316.9
502.25	6403.0
502.50	6434.2
502.75	6447.1
503.00	6444.0
503.25	6453.4
503.50	6584.7
503.75	6586.7
504.00	6649.6
504.25	6599.6
504.50	6601.4
504.75	6633.1
505.00	6712.9
505.25	6705.0
505.50	6671.5
505.75	6854.2
506.00	6787.0
506.25	6903.1
506.50	6838.0
506.75	6827.7
507.00	6935.8
507.25	6980.5
507.50	6998.0
507.75	6957.2
508.00	7039.4
508.25	7084.3
508.50	7040.3
508.75	7104.7
509.00	7141.3
509.25	7224.8
509.50	7172.6
509.75	7214.9
510.00	7191.9
510.25	7300.2
510.50	7293.8
510.75	7299.3
511.00	7337.6
511.25	7369.2
511.50	7389.4
511.75	7372.3
512.00	7435.4
512.25	7445.7
512.50	7456.0
512.75	7449.0
513.00	7505.7
513.25	7528.3
513.50	7471.3
513.75	7556.1
514.00	7555.7
514.25	7533.8
514.50	7601.7
514.75	7600.4
515.00	7610.9
515.25	7641.1
515.50	7626.9
515.75	7669.2
516.00	7665.0
516.25	7608.5
516.50	7635.7
516.75	7670.5
517.00	7688.9
517.25	7676.4
517.50	7736.2
517.75	7697.5
518.00	7666.1
518.25	7702.7
518.50	7692.2
518.75	7706.0
519.00	7655.8
519.25	7725.5
519.50	7711.3
519.75	7784.9
520.00	7733.8
520.25	7738.0
520.50	7743.5
520.75	7701.6
521.00	7740.0
521.25	7678.0
521.50	7690.2
521.75	7718.1
522.00	7674.7
522.25	7713.5
522.50	7702.9
522.75	7678.0
523.00	7727.7
523.25	7726.6
523.50	7657.8
523.75	7690.0
524.00	7692.0
524.25	7643.1
524.50	7662.6
524.75	7664.6
525.00	7693.1
525.25	7669.6
525.50	7642.9
525.75	7684.7
526.00	7700.1
526.25	7662.4
526.50	7656.0
526.75	7665.5
527.00	7628.9
527.25	7654.3
527.50	7704.5
527.75	7664.4
528.00	7693.3
528.25	7700.3
528.50	7709.3
528.75	7671.6
529.00	7654.7
529.25	7662.6
529.50	7728.4
529.75	7719.6
530.00	7655.4
530.25	7735.6
530.50	7690.2
530.75	7718.3
531.00	7615.9
531.25	7711.7
531.50	7672.3
531.75	7722.0
532.00	7703.4
532.25	7691.5
532.50	7728.4
532.75	7738.7
533.00	7714.3
533.25	7755.1
533.50	7680.1
533.75	7761.2
534.00	7739.5
534.25	7772.2
534.50	7758.6
534.75	7840.1
535.00	7762.8
535.25	7752.5
535.50	7823.7
535.75	7814.9
536.00	7891.0
536.25	7815.8
536.50	7911.8
536.75	7883.7
537.00	7920.3
537.25	7856.3
537.50	7925.1
537.75	7930.4
538.00	7983.0
538.25	7976.6
538.50	8004.0
538.75	8024.8
539.00	8023.1
539.25	8052.0
539.50	8108.8
539.75	8019.6
540.00	8097.4
540.25	8137.3
540.50	8199.5
540.75	8162.5
541.00	8226.0
541.25	8207.8
541.50	8241.1
541.75	8293.1
542.00	8201.5
542.25	8260.8
542.50	8291.7
542.75	8358.6
543.00	8326.6
543.25	8383.6
543.50	8404.4
543.75	8435.3
544.00	8465.1
544.25	8450.6
544.50	8446.2
544.75	8505.4
545.00	8475.4
545.25	8569.8
545.50	8531.5
545.75	8571.4
546.00	8612.6
546.25	8598.3
546.50	8565.9
546.75	8562.4
547.00	8648.3
547.25	8600.7
547.50	8605.5
547.75	8672.6
548.00	8667.3
548.25	8675.9
548.50	8689.3
548.75	8715.8
549.00	8658.6
549.25	8667.3
549.50	8733.1
549.75	8769.9
550.00	8739.4
550.25	8692.5
550.50	8730.4
550.75	8670.4
551.00	8661.0
551.25	8647.4
551.50	8673.9
551.75	8684.2
552.00	8684.4
552.25	8634.5
552.50	8669.5
552.75	8659.7
553.00	8591.5
553.25	8554.9
553.50	8500.6
553.75	8596.6
554.00	8586.0
554.25	8481.7
554.50	8505.4
554.75	8479.3
555.00	8452.6
555.25	8395.2
555.50	8346.1
555.75	8359.5
556.00	8351.6
556.25	8283.2
556.50	8253.4
556.75	8201.5
557.00	8134.6
557.25	8100.2
557.50	8089.5
557.75	7952.1
558.00	8057.9
558.25	7921.4
558.50	7941.4
558.75	7867.1
559.00	7775.7
559.25	7840.6
559.50	7657.4
559.75	7706.4
560.00	7590.1
560.25	7649.7
560.50	7540.6
560.75	7500.0
561.00	7454.0
561.25	7290.1
561.50	7356.3
561.75	7286.4
562.00	7174.6
562.25	7120.0
562.50	7163.4
562.75	7090.5
563.00	7009.4
563.25	6937.1
563.50	6802.1
563.75	6888.2
564.00	6712.9
564.25	6645.8
564.50	6592.2
564.75	6556.4
565.00	6553.8
565.25	6372.1
565.50	6401.7
565.75	6280.1
566.00	6259.5
566.25	6140.5
566.50	6111.2
566.75	5969.8
567.00	5923.4
567.25	5930.4
567.50	5855.2
567.75	5757.0
568.00	5738.9
568.25	5667.9
568.50	5597.5
568.75	5492.1
569.00	5413.4
569.25	5338.1
569.50	5307.6
569.75	5158.4
570.00	5104.2
570.25	5026.0
570.50	5078.2
570.75	4936.6
571.00	4859.9
571.25	4838.7
571.50	4776.0
571.75	4722.7
572.00	4597.4
572.25	4546.1
572.50	4487.6
572.75	4441.4
573.00	4340.8
573.25	4225.7
573.50	4193.8
573.75	4184.8
574.00	4185.9
574.25	4082.0
574.50	4045.6
574.75	4022.8
575.00	3970.5
575.25	3854.3
575.50	3785.9
575.75	3759.2
576.00	3663.2
576.25	3645.7
576.50	3585.4
576.75	3519.5
577.00	3481.8
577.25	3440.8
577.50	3344.2
577.75	3278.2
578.00	3243.8
578.25	3145.2
578.50	3141.0
578.75	3042.7
579.00	3009.1
579.25	2989.4
579.50	2956.1
579.75	2875.5
580.00	2782.8
580.25	2818.7
580.50	2730.8
580.75	2653.0
581.00	2652.8
581.25	2587.5
581.50	2563.8
581.75	2480.4
582.00	2467.2
582.25	2426.9
582.50	2322.6
582.75	2357.4
583.00	2316.4
583.25	2257.1
583.50	2211.3
583.75	2179.9
584.00	2092.9
584.25	2054.1
584.50	2025.9
584.75	2050.6
585.00	1990.8
585.25	1950.5
585.50	1887.2
585.75	1883.2
586.00	1858.7
586.25	1817.7
586.50	1748.5
586.75	1724.1
587.00	1733.3
587.25	1671.8
587.50	1681.0
587.75	1619.4
588.00	1557.8
588.25	1506.1
588.50	1537.4
588.75	1474.8
589.00	1433.8
589.25	1490.3
589.50	1398.3
589.75	1433.3
590.00	1399.2
590.25	1364.5
590.50	1356.0
590.75	1297.7
591.00	1292.2
591.25	1198.4
591.50	1214.0
591.75	1182.4
592.00	1208.3
592.25	1147.8
592.50	1132.9
592.75	1136.6
593.00	1092.8
593.25	1088.0
593.50	972.95
593.75	1037.4
594.00	1025.3
594.25	1013.7
594.50	958.05
594.75	926.49
595.00	945.77
595.25	924.96
595.50	896.25
595.75	820.87
596.00	840.81
596.25	857.68
596.50	803.78
596.75	785.15
597.00	801.37
597.25	829.85
597.50	711.74
597.75	758.64
598.00	730.59
598.25	773.98
598.50	708.67
598.75	669.01
599.00	744.17
599.25	699.03
599.50	709.33
599.75	661.78
600.00	644.25
600.25	643.15
600.50	607.22
600.75	620.14
601.00	506.85
601.25	566.46
601.50	584.43
601.75	585.30
602.00	526.14
602.25	555.28
602.50	551.56
602.75	510.58
603.00	514.74
603.25	509.04
603.50	487.57
603.75	445.28
604.00	468.29
604.25	500.72
604.50	441.99
604.75	437.39
605.00	485.16
605.25	465.88
605.50	396.19
605.75	398.82
606.00	464.78
606.25	397.29
606.50	384.58
606.75	410.00
607.00	409.78
607.25	358.72
607.50	373.40
607.75	365.73
608.00	378.88
608.25	357.19
608.50	309.63
608.75	369.02
609.00	324.53
609.25	327.38
609.50	344.91
609.75	323.66
610.00	363.10
610.25	335.27
610.50	353.90
610.75	300.87
611.00	252.66
611.25	293.20
611.50	248.72
611.75	264.05
612.00	236.66
612.25	301.75
612.50	301.31
612.75	293.20
613.00	275.89
613.25	214.97
613.50	274.35
613.75	293.20
614.00	258.36
614.25	270.19
614.50	291.23
614.75	239.73
615.00	220.67
615.25	251.56
615.50	220.45
615.75	239.95
616.00	214.97
616.25	227.46
616.50	243.24
616.75	238.20
617.00	262.74
617.25	178.81
617.50	220.23
617.75	179.47
618.00	225.05
618.25	249.59
618.50	173.77
618.75	220.23
619.00	184.07
619.25	234.03
619.50	170.48
619.75	221.32
620.00	174.87
620.25	173.99
620.50	200.51
620.75	145.94
621.00	166.54
621.25	81.955
621.50	150.11
621.75	195.25
622.00	163.91
622.25	168.07
622.50	142.44
622.75	188.02
623.00	140.90
623.25	207.52
623.50	148.57
623.75	207.52
624.00	119.87
624.25	148.57
624.50	144.85
624.75	117.67
625.00	203.57
625.25	96.199
625.50	150.54
625.75	147.04
626.00	144.41
626.25	146.82
626.50	143.53
626.75	154.05
627.00	139.59
627.25	149.45
627.50	129.07
627.75	103.87
628.00	163.69
628.25	150.76
628.50	127.53
628.75	127.53
629.00	154.71
629.25	89.625
629.50	118.11
629.75	106.06
630.00	103.87
630.25	122.28
630.50	102.55
630.75	132.58
631.00	145.72
631.25	136.08
631.50	118.11
631.75	118.99
632.00	162.60
632.25	131.92
632.50	114.17
632.75	106.50
633.00	129.95
633.25	105.62
633.50	106.06
633.75	80.641
634.00	133.01
634.25	110.66
634.50	92.474
634.75	86.996
635.00	140.46
635.25	99.924
635.50	87.872
635.75	112.85
636.00	127.10
636.25	90.940
636.50	68.150
636.75	117.24
637.00	74.943
637.25	112.41
637.50	64.863
637.75	85.023
638.00	119.65
638.25	110.88
638.50	66.835
638.75	54.783
639.00	129.29
639.25	63.987
639.50	143.75
639.75	44.922
640.00	53.249
640.25	56.098
640.50	73.628
640.75	83.489
641.00	72.971
641.25	99.267
641.50	36.595
641.75	94.665
642.00	58.727
642.25	88.310
642.50	140.46
642.75	138.93
643.00	130.60
643.25	125.56
643.50	107.16
643.75	98.610
644.00	19.941
644.25	84.585
644.50	92.912
644.75	136.30
645.00	88.529
645.25	55.221
645.50	66.835
645.75	52.373
646.00	102.77
646.25	85.681
646.50	133.89
646.75	66.835
647.00	82.613
647.25	36.376
647.50	66.616
647.75	99.924
648.00	110.88
648.25	86.557
648.50	44.484
648.75	102.99
649.00	125.12
649.25	99.267
649.50	102.55
649.75	38.567
650.00	95.103
650.25	81.079
650.50	79.983
650.75	51.934
651.00	61.357
651.25	118.99
651.50	79.326
651.75	79.107
652.00	83.709
652.25	80.860
652.50	50.620
652.75	74.067
653.00	108.69
653.25	71.218
653.50	69.684
653.75	76.258
654.00	39.225
654.25	33.308
654.50	41.635
654.75	81.079
655.00	50.839
655.25	21.037
655.50	66.178
655.75	106.28
656.00	20.818
656.25	55.879
656.50	52.373
656.75	74.067
657.00	117.24
657.25	54.783
657.50	63.548
657.75	132.58
658.00	13.148
658.25	94.884
658.50	38.129
658.75	79.545
659.00	27.611
659.25	67.931
659.50	51.934
659.75	42.073
660.00	45.580
660.25	44.265
660.50	65.740
660.75	33.527
661.00	63.548
661.25	67.931
661.50	94.446
661.75	69.027
662.00	57.194
662.25	26.077
662.50	36.376
662.75	53.687
663.00	52.373
663.25	75.601
663.50	28.487
663.75	72.971
664.00	51.934
664.25	26.077
664.50	40.320
664.75	48.428
665.00	97.733
665.25	89.625
665.50	73.848
665.75	40.978
666.00	38.567
666.25	65.301
666.50	76.915
666.75	71.437
667.00	102.12
667.25	94.884
667.50	82.394
667.75	55.002
668.00	65.959
668.25	77.792
668.50	60.481
668.75	70.999
669.00	80.202
669.25	64.863
669.50	53.687
669.75	86.996
670.00	25.638
670.25	85.681
670.50	75.162
670.75	18.626
671.00	77.354
671.25	86.338
671.50	101.68
671.75	69.903
672.00	14.901
672.25	41.197
672.50	9.6418
672.75	30.898
673.00	77.354
673.25	49.524
673.50	110.44
673.75	86.119
674.00	81.298
674.25	34.404
674.50	68.808
674.75	92.255
675.00	75.162
675.25	37.691
675.50	75.162
675.75	77.354
676.00	77.135
676.25	80.422
676.50	14.682
676.75	25.200
677.00	84.804
677.25	43.607
677.50	92.693
677.75	53.249
678.00	60.700
678.25	66.835
678.50	84.804
678.75	66.835
679.00	68.150
679.25	76.696
679.50	48.866
679.75	58.727
680.00	28.925
680.25	79.764
680.50	75.382
680.75	29.802
681.00	74.505
681.25	57.632
681.50	131.26
681.75	69.246
682.00	56.098
682.25	25.638
682.50	70.122
682.75	64.425
683.00	69.684
683.25	105.62
683.50	127.32
683.75	108.25
684.00	20.598
684.25	56.317
684.50	57.194
684.75	57.851
685.00	92.912
685.25	91.378
685.50	80.202
685.75	49.743
686.00	145.07
686.25	69.684
686.50	106.50
686.75	92.255
687.00	71.656
687.25	87.215
687.50	34.185
687.75	72.752
688.00	53.249
688.25	115.04
688.50	92.474
688.75	62.891
689.00	82.394
689.25	21.913
689.50	91.816
689.75	20.379
690.00	77.792
690.25	54.783
690.50	61.795
690.75	98.171
691.00	57.194
691.25	83.709
691.50	86.776
691.75	82.613
692.00	36.376
692.25	43.388
692.50	58.508
692.75	59.166
693.00	74.943
693.25	37.910
693.50	79.983
693.75	67.054
694.00	98.390
694.25	30.898
694.50	53.030
694.75	43.826
695.00	40.101
695.25	57.851
695.50	50.839
695.75	89.625
696.00	29.802
696.25	40.320
696.50	78.668
696.75	51.934
697.00	71.875
697.25	33.527
697.50	71.875
697.75	84.147
698.00	73.848
698.25	52.373
698.50	30.240
698.75	49.086
699.00	43.388
699.25	49.086
699.50	68.588
699.75	81.298
700.00	99.486
