Wavelength (nm)	J02 abs e
390.00	14599
391.00	14827
392.00	15040
393.00	15227
394.00	15425
395.00	15621
396.00	15789
397.00	16004
398.00	16153
399.00	16305
400.00	16450
401.00	16605
402.00	16752
403.00	16893
404.00	17006
405.00	17110
406.00	17215
407.00	17349
408.00	17450
409.00	17559
410.00	17651
411.00	17730
412.00	17803
413.00	17851
414.00	17929
415.00	17987
416.00	18073
417.00	18131
418.00	18186
419.00	18205
420.00	18273
421.00	18292
422.00	18327
423.00	18354
424.00	18362
425.00	18405
426.00	18432
427.00	18454
428.00	18467
429.00	18466
430.00	18500
431.00	18467
432.00	18455
433.00	18444
434.00	18465
435.00	18476
436.00	18463
437.00	18438
438.00	18414
439.00	18395
440.00	18336
441.00	18326
442.00	18303
443.00	18239
444.00	18216
445.00	18139
446.00	18073
447.00	17998
448.00	17907
449.00	17825
450.00	17752
451.00	17663
452.00	17526
453.00	17378
454.00	17303
455.00	17188
456.00	17056
457.00	16842
458.00	16660
459.00	16517
460.00	16340
461.00	16136
462.00	15940
463.00	15740
464.00	15507
465.00	15275
466.00	15043
467.00	14797
468.00	14567
469.00	14297
470.00	14001
471.00	13718
472.00	13437
473.00	13163
474.00	12871
475.00	12586
476.00	12288
477.00	11996
478.00	11673
479.00	11343
480.00	11027
481.00	10730
482.00	10384
483.00	10062
484.00	9760.5
485.00	9353.3
486.00	9111.4
487.00	8870.3
488.00	8541.8
489.00	8189.1
490.00	7874.2
491.00	7552.2
492.00	7251.5
493.00	6928.9
494.00	6652.0
495.00	6363.5
496.00	6071.1
497.00	5816.4
498.00	5536.0
499.00	5268.9
500.00	5025.4
501.00	4768.6
502.00	4536.5
503.00	4291.6
504.00	4074.6
505.00	3855.8
506.00	3640.1
507.00	3442.0
508.00	3231.7
509.00	3053.8
510.00	2877.4
511.00	2708.7
512.00	2546.8
513.00	2405.0
514.00	2245.1
515.00	2105.9
516.00	1976.6
517.00	1854.0
518.00	1727.9
519.00	1619.7
520.00	1503.8
521.00	1406.9
522.00	1321.1
523.00	1230.4
524.00	1134.0
525.00	1059.4
526.00	995.47
527.00	928.34
528.00	873.63
529.00	809.06
530.00	755.08
531.00	693.17
532.00	641.52
533.00	599.26
534.00	562.97
535.00	517.79
536.00	486.98
537.00	438.24
538.00	425.97
539.00	401.39
540.00	366.15
541.00	342.53
542.00	330.16
543.00	309.91
544.00	292.54
545.00	265.55
546.00	254.54
547.00	243.19
548.00	231.47
549.00	218.04
550.00	210.17
551.00	201.76
552.00	192.23
553.00	179.59
554.00	169.40
555.00	158.92
556.00	159.66
557.00	148.02
558.00	147.31
559.00	140.17
560.00	133.36
561.00	126.85
562.00	117.20
563.00	120.58
564.00	120.82
565.00	104.94
566.00	105.24
567.00	97.892
568.00	95.266
569.00	93.291
570.00	82.686
571.00	79.596
572.00	77.058
573.00	78.260
574.00	71.275
575.00	63.638
576.00	61.089
577.00	61.498
578.00	56.212
579.00	55.108
580.00	53.000
581.00	51.621
582.00	46.280
583.00	37.098
584.00	43.852
585.00	45.794
586.00	38.555
587.00	38.411
588.00	37.330
589.00	36.646
590.00	34.681
591.00	40.111
592.00	39.504
593.00	36.282
594.00	31.614
595.00	32.585
596.00	30.311
597.00	37.804
598.00	31.492
599.00	32.849
600.00	28.932
601.00	31.238
602.00	31.051
603.00	33.181
604.00	32.033
605.00	32.783
606.00	30.256
607.00	32.574
608.00	29.980
609.00	31.735
610.00	30.918
611.00	25.500
612.00	32.750
613.00	33.302
614.00	28.722
615.00	28.193
616.00	28.612
617.00	30.046
618.00	34.913
619.00	30.146
620.00	33.754
621.00	33.379
622.00	30.687
623.00	32.563
624.00	29.351
625.00	31.371
626.00	32.849
627.00	32.000
628.00	33.158
629.00	36.900
630.00	32.419
631.00	37.672
632.00	36.524
633.00	42.329
634.00	46.423
635.00	51.069
636.00	47.803
637.00	44.944
638.00	44.282
639.00	39.901
640.00	38.555
641.00	42.859
642.00	34.681
643.00	31.106
644.00	36.833
645.00	34.714
646.00	39.107
647.00	30.223
648.00	27.541
649.00	22.255
650.00	32.000
