Wavelength (nm)	O11 abs e
764.00	184.26
765.00	227.45
766.00	193.75
767.00	177.74
768.00	97.516
769.00	66.624
770.00	274.17
771.00	74.992
772.00	201.39
773.00	261.88
774.00	212.93
775.00	156.34
776.00	338.58
777.00	220.37
778.00	330.76
779.00	194.13
780.00	244.20
781.00	65.871
782.00	223.54
783.00	161.74
784.00	217.58
785.00	245.32
786.00	107.38
787.00	143.31
788.00	251.09
789.00	175.88
790.00	212.55
791.00	198.59
792.00	209.20
793.00	120.60
794.00	74.434
795.00	66.238
796.00	120.04
797.00	229.49
798.00	96.027
799.00	215.53
800.00	179.98
