Wavelength (nm)	L07 abs e
374.00	1093.5
375.00	1061.7
376.00	1038.5
377.00	1012.0
378.00	989.47
379.00	964.00
380.00	948.99
381.00	934.70
382.00	916.98
383.00	902.75
384.00	890.48
385.00	879.63
386.00	868.29
387.00	848.93
388.00	842.16
389.00	829.59
390.00	819.13
391.00	814.31
392.00	807.10
393.00	791.17
394.00	781.00
395.00	775.41
396.00	765.06
397.00	756.91
398.00	746.43
399.00	740.30
400.00	734.90
401.00	725.06
402.00	708.40
403.00	703.32
404.00	692.04
405.00	684.25
406.00	671.45
407.00	664.81
408.00	646.43
409.00	640.90
410.00	627.47
411.00	611.70
412.00	601.58
413.00	586.52
414.00	578.35
415.00	569.17
416.00	555.41
417.00	542.17
418.00	534.08
419.00	520.63
420.00	509.69
421.00	493.07
422.00	484.29
423.00	474.67
424.00	458.03
425.00	448.63
426.00	440.72
427.00	423.76
428.00	418.64
429.00	405.77
430.00	391.85
431.00	384.19
432.00	373.19
433.00	364.40
434.00	352.20
435.00	346.44
436.00	334.66
437.00	329.16
438.00	322.12
439.00	316.38
440.00	309.72
441.00	297.74
442.00	293.09
443.00	286.18
444.00	290.47
445.00	286.41
446.00	284.92
447.00	280.71
448.00	279.25
449.00	277.58
450.00	279.60
451.00	277.52
452.00	277.55
453.00	281.75
454.00	289.06
455.00	284.68
456.00	291.30
457.00	292.76
458.00	295.76
459.00	311.19
460.00	317.38
461.00	320.38
462.00	333.59
463.00	347.25
464.00	351.50
465.00	363.09
466.00	375.78
467.00	390.91
468.00	406.99
469.00	423.61
470.00	440.14
471.00	461.89
472.00	478.69
473.00	501.07
474.00	520.62
475.00	554.97
476.00	570.49
477.00	604.66
478.00	626.01
479.00	661.06
480.00	693.61
481.00	727.99
482.00	758.07
483.00	791.45
484.00	828.01
485.00	883.45
486.00	916.55
487.00	949.70
488.00	1006.5
489.00	1065.8
490.00	1120.4
491.00	1174.0
492.00	1238.9
493.00	1294.1
494.00	1355.9
495.00	1429.5
496.00	1488.4
497.00	1553.9
498.00	1636.7
499.00	1718.9
500.00	1803.2
501.00	1882.3
502.00	1976.4
503.00	2074.8
504.00	2167.5
505.00	2273.3
506.00	2364.3
507.00	2473.4
508.00	2585.2
509.00	2695.5
510.00	2816.7
511.00	2929.7
512.00	3071.6
513.00	3178.8
514.00	3311.0
515.00	3424.4
516.00	3567.1
517.00	3709.1
518.00	3828.2
519.00	3980.1
520.00	4088.2
521.00	4221.6
522.00	4362.3
523.00	4484.1
524.00	4621.7
525.00	4755.5
526.00	4904.5
527.00	5054.3
528.00	5206.5
529.00	5339.1
530.00	5491.4
531.00	5631.6
532.00	5788.7
533.00	5966.4
534.00	6109.8
535.00	6270.0
536.00	6423.6
537.00	6570.3
538.00	6744.1
539.00	6901.8
540.00	7073.4
541.00	7239.8
542.00	7398.3
543.00	7572.8
544.00	7729.6
545.00	7902.4
546.00	8071.8
547.00	8258.5
548.00	8408.8
549.00	8564.7
550.00	8736.5
551.00	8901.5
552.00	9060.5
553.00	9195.5
554.00	9371.3
555.00	9508.7
556.00	9663.0
557.00	9818.1
558.00	9945.5
559.00	10079
560.00	10220
561.00	10357
562.00	10453
563.00	10620
564.00	10747
565.00	10845
566.00	10955
567.00	11069
568.00	11173
569.00	11283
570.00	11368
571.00	11443
572.00	11533
573.00	11609
574.00	11696
575.00	11760
576.00	11809
577.00	11888
578.00	11929
579.00	11980
580.00	12033
581.00	12080
582.00	12105
583.00	12136
584.00	12172
585.00	12192
586.00	12205
587.00	12236
588.00	12230
589.00	12237
590.00	12250
591.00	12239
592.00	12229
593.00	12227
594.00	12212
595.00	12185
596.00	12178
597.00	12150
598.00	12114
599.00	12087
600.00	12063
601.00	12017
602.00	11985
603.00	11932
604.00	11882
605.00	11819
606.00	11776
607.00	11699
608.00	11648
609.00	11570
610.00	11487
611.00	11419
612.00	11335
613.00	11253
614.00	11151
615.00	11056
616.00	10960
617.00	10877
618.00	10771
619.00	10650
620.00	10538
621.00	10436
622.00	10288
623.00	10177
624.00	10068
625.00	9934.5
626.00	9800.5
627.00	9665.9
628.00	9524.8
629.00	9389.8
630.00	9258.3
631.00	9115.5
632.00	8967.1
633.00	8826.8
634.00	8674.9
635.00	8536.2
636.00	8391.5
637.00	8232.9
638.00	8083.2
639.00	7934.5
640.00	7805.7
641.00	7622.2
642.00	7500.4
643.00	7344.3
644.00	7203.3
645.00	7039.2
646.00	6918.4
647.00	6787.1
648.00	6648.3
649.00	6532.7
650.00	6405.8
651.00	6258.6
652.00	6129.4
653.00	5986.5
654.00	5869.8
655.00	5695.7
656.00	5606.2
657.00	5606.6
658.00	5475.2
659.00	5328.9
660.00	5208.4
661.00	5101.9
662.00	4998.2
663.00	4922.4
664.00	4835.7
665.00	4749.4
666.00	4682.2
667.00	4574.9
668.00	4515.4
669.00	4427.7
670.00	4356.2
671.00	4288.1
672.00	4212.3
673.00	4157.2
674.00	4103.2
675.00	4043.6
676.00	3989.6
677.00	3926.8
678.00	3883.4
679.00	3819.4
680.00	3774.3
681.00	3729.5
682.00	3685.3
683.00	3635.7
684.00	3589.2
685.00	3543.0
686.00	3496.4
687.00	3453.1
688.00	3405.9
689.00	3356.6
690.00	3312.3
691.00	3265.3
692.00	3223.5
693.00	3171.2
694.00	3117.8
695.00	3066.5
696.00	3019.9
697.00	2962.3
698.00	2912.4
699.00	2855.3
700.00	2797.1
701.00	2729.2
702.00	2678.4
703.00	2614.4
704.00	2560.3
705.00	2501.5
706.00	2441.7
707.00	2376.0
708.00	2335.2
709.00	2271.8
710.00	2216.0
711.00	2159.8
712.00	2109.9
713.00	2047.8
714.00	1995.6
715.00	1950.7
716.00	1909.8
717.00	1852.9
718.00	1803.3
719.00	1754.6
720.00	1710.7
721.00	1671.0
722.00	1635.9
723.00	1595.0
724.00	1553.0
725.00	1516.0
726.00	1482.2
727.00	1450.6
728.00	1415.9
729.00	1382.6
730.00	1349.6
731.00	1322.3
732.00	1288.1
733.00	1265.9
734.00	1239.4
735.00	1208.7
736.00	1180.8
737.00	1158.1
738.00	1141.8
739.00	1118.8
740.00	1093.1
741.00	1073.8
742.00	1049.6
743.00	1027.0
744.00	1014.0
745.00	996.77
746.00	973.64
747.00	953.99
748.00	942.83
749.00	928.72
750.00	913.00
751.00	894.43
752.00	874.94
753.00	865.59
754.00	845.29
755.00	832.91
756.00	826.58
757.00	808.28
758.00	793.77
759.00	785.51
760.00	772.57
761.00	758.56
762.00	755.18
763.00	743.34
764.00	731.74
765.00	715.28
766.00	703.55
767.00	693.42
768.00	687.47
769.00	676.93
770.00	667.69
771.00	659.04
772.00	649.32
773.00	645.60
774.00	633.83
775.00	626.76
776.00	624.36
777.00	614.55
778.00	597.57
779.00	598.11
780.00	588.36
781.00	583.20
782.00	577.55
783.00	563.02
784.00	557.36
785.00	553.37
786.00	545.54
787.00	539.20
788.00	530.36
789.00	525.64
790.00	519.92
791.00	514.62
792.00	505.77
793.00	502.50
794.00	497.31
795.00	493.80
796.00	486.10
797.00	472.91
798.00	471.92
799.00	473.91
800.00	467.48
801.00	456.16
802.00	443.83
803.00	448.81
804.00	449.01
805.00	436.99
806.00	431.37
807.00	436.45
808.00	420.53
809.00	418.10
810.00	415.99
811.00	414.57
812.00	408.50
813.00	409.02
814.00	402.46
815.00	391.16
816.00	390.24
817.00	386.84
818.00	376.07
819.00	380.93
820.00	372.56
821.00	376.61
822.00	375.12
823.00	363.72
824.00	360.71
825.00	358.54
826.00	350.05
827.00	355.77
828.00	349.68
829.00	344.91
830.00	345.47
831.00	337.31
832.00	336.58
833.00	330.46
834.00	333.70
835.00	327.55
836.00	317.99
837.00	317.60
838.00	316.05
839.00	304.98
840.00	304.25
841.00	301.97
842.00	297.22
843.00	299.34
844.00	294.45
845.00	290.83
846.00	284.74
847.00	282.55
848.00	283.83
849.00	273.02
850.00	275.90
851.00	270.62
852.00	266.24
853.00	267.69
854.00	274.81
855.00	261.27
856.00	264.38
857.00	262.47
858.00	247.19
859.00	248.68
860.00	256.52
861.00	253.69
862.00	249.19
863.00	251.58
864.00	248.47
865.00	241.41
866.00	234.16
867.00	232.96
868.00	238.83
869.00	222.61
870.00	233.22
871.00	226.02
872.00	223.99
873.00	215.72
874.00	222.03
875.00	221.73
876.00	224.92
877.00	207.58
878.00	204.50
879.00	206.25
880.00	214.66
881.00	206.14
882.00	210.67
883.00	198.82
884.00	195.70
885.00	197.42
886.00	194.94
887.00	194.53
888.00	183.66
889.00	184.22
890.00	188.03
891.00	185.40
892.00	185.80
893.00	177.59
894.00	177.53
895.00	178.81
896.00	175.13
897.00	160.47
898.00	166.85
899.00	162.15
900.00	159.03
901.00	166.78
902.00	160.80
903.00	164.98
904.00	161.48
905.00	165.39
906.00	160.25
907.00	161.94
908.00	148.54
909.00	156.90
910.00	155.52
911.00	143.35
912.00	145.22
913.00	149.70
914.00	149.63
915.00	143.45
916.00	137.35
917.00	134.37
918.00	141.12
919.00	147.86
920.00	135.13
921.00	137.72
922.00	135.50
923.00	143.83
924.00	128.99
925.00	132.36
926.00	123.40
927.00	131.87
928.00	133.39
929.00	118.27
930.00	122.01
931.00	117.18
932.00	127.26
933.00	133.52
934.00	120.97
935.00	125.29
936.00	112.59
937.00	96.841
938.00	92.177
939.00	105.16
940.00	112.16
941.00	103.48
942.00	87.109
943.00	107.55
944.00	94.133
945.00	113.55
946.00	114.55
947.00	90.986
948.00	78.850
949.00	119.05
950.00	116.87
951.00	104.87
952.00	69.819
953.00	73.681
954.00	84.250
955.00	70.021
956.00	80.020
957.00	89.506
958.00	64.607
959.00	99.606
960.00	70.122
961.00	82.431
962.00	81.991
963.00	83.268
964.00	72.981
965.00	107.46
966.00	88.914
967.00	46.118
968.00	120.30
969.00	79.803
970.00	81.752
971.00	96.364
972.00	114.13
973.00	87.203
974.00	71.638
975.00	55.352
976.00	35.340
977.00	107.97
978.00	63.517
979.00	64.766
980.00	35.795
981.00	42.003
982.00	59.582
983.00	91.953
984.00	58.658
985.00	82.048
986.00	21.320
987.00	13.011
988.00	27.522
989.00	39.888
990.00	45.750
991.00	51.179
992.00	61.286
993.00	90.632
994.00	87.715
995.00	66.549
996.00	77.255
997.00	15.480
998.00	23.818
999.00	67.913
1000.0	48.912
