Wavelength (nm)	T04 abs e
677.00	27891
678.00	25162
679.00	22637
680.00	20263
681.00	18067
682.00	16096
683.00	14324
684.00	12788
685.00	11435
686.00	10299
687.00	9260.7
688.00	8404.9
689.00	7648.9
690.00	7007.7
691.00	6446.6
692.00	5961.2
693.00	5530.8
694.00	5150.7
695.00	4820.7
696.00	4515.6
697.00	4280.8
698.00	4037.6
699.00	3787.1
700.00	3589.3
701.00	3392.5
702.00	3218.7
703.00	3036.3
704.00	2863.8
705.00	2707.9
706.00	2541.7
707.00	2408.2
708.00	2228.2
709.00	2086.7
710.00	1938.6
711.00	1802.7
712.00	1658.9
713.00	1554.6
714.00	1440.9
715.00	1322.5
716.00	1216.3
717.00	1119.5
718.00	1047.5
719.00	973.19
720.00	883.03
721.00	819.91
722.00	769.54
723.00	712.80
724.00	662.43
725.00	620.29
726.00	581.22
727.00	538.26
728.00	500.22
729.00	478.22
730.00	454.68
731.00	419.12
732.00	388.48
733.00	390.85
734.00	370.80
735.00	344.28
736.00	327.22
737.00	304.90
738.00	279.72
739.00	289.29
740.00	265.95
741.00	242.92
742.00	232.03
743.00	226.78
744.00	218.87
745.00	207.25
746.00	190.09
747.00	186.80
748.00	187.00
749.00	171.89
750.00	167.06
751.00	164.49
752.00	150.92
753.00	149.58
754.00	135.81
755.00	125.32
756.00	122.24
757.00	126.87
758.00	116.48
759.00	110.21
760.00	115.35
761.00	113.71
762.00	86.261
763.00	90.065
764.00	93.251
765.00	92.224
766.00	71.047
767.00	43.703
768.00	67.243
769.00	76.393
770.00	61.179
771.00	64.674
772.00	43.601
773.00	27.670
774.00	34.658
775.00	36.817
776.00	35.994
777.00	28.284
778.00	31.572
779.00	35.686
780.00	37.947
781.00	15.532
782.00	31.065
783.00	31.884
784.00	21.084
785.00	13.581
786.00	18.723
787.00	25.406
788.00	8.7525
789.00	18.206
790.00	4.3331
791.00	7.9333
792.00	20.577
793.00	-7.2866
794.00	8.6555
795.00	14.508
796.00	4.1283
797.00	-2.8672
798.00	1.3474
799.00	-0.90543
800.00	1.2504
