Wavelength (nm)	C02 abs e
321.75	3106.6
322.00	3180.1
322.25	3247.5
322.50	3319.7
322.75	3309.4
323.00	3406.9
323.25	3440.5
323.50	3403.1
323.75	3380.2
324.00	3370.2
324.25	3350.6
324.50	3318.3
324.75	3232.0
325.00	3202.3
325.25	3105.8
325.50	3051.2
325.75	3018.0
326.00	2998.4
326.25	2877.3
326.50	2852.4
326.75	2782.3
327.00	2749.2
327.25	2759.5
327.50	2643.6
327.75	2626.2
328.00	2611.6
328.25	2603.4
328.50	2564.0
328.75	2569.0
329.00	2605.7
329.25	2591.4
329.50	2641.5
329.75	2619.0
330.00	2629.6
330.25	2686.4
330.50	2676.0
330.75	2728.4
331.00	2773.6
331.25	2861.7
331.50	2888.8
331.75	2986.2
332.00	3016.0
332.25	3128.2
332.50	3280.4
332.75	3437.2
333.00	3554.0
333.25	3750.3
333.50	3891.4
333.75	4070.2
334.00	4186.5
334.25	4356.7
334.50	4385.5
334.75	4453.8
335.00	4517.4
335.25	4612.5
335.50	4693.1
335.75	4782.7
336.00	4856.1
336.25	4934.4
336.50	5027.8
336.75	5113.6
337.00	5270.0
337.25	5386.5
337.50	5563.0
337.75	5769.7
338.00	5919.9
338.25	6046.4
338.50	6299.1
338.75	6345.2
339.00	6426.0
339.25	6563.2
339.50	6479.6
339.75	6508.4
340.00	6389.1
340.25	6284.9
340.50	6098.6
340.75	5910.4
341.00	5731.5
341.25	5560.6
341.50	5394.9
341.75	5127.6
342.00	4949.4
342.25	4769.3
342.50	4589.4
342.75	4390.2
343.00	4304.2
343.25	4098.1
343.50	4021.7
343.75	3878.9
344.00	3772.1
344.25	3675.3
344.50	3647.6
344.75	3550.8
345.00	3533.3
345.25	3512.9
345.50	3525.7
345.75	3489.1
346.00	3471.3
346.25	3518.8
346.50	3484.1
346.75	3528.7
347.00	3554.6
347.25	3558.8
347.50	3576.7
347.75	3602.4
348.00	3659.4
348.25	3719.5
348.50	3823.5
348.75	3994.4
349.00	4105.5
349.25	4348.3
349.50	4486.4
349.75	4800.1
350.00	4996.3
350.25	5243.1
350.50	5506.9
350.75	5805.1
351.00	5922.7
351.25	6149.8
351.50	6275.4
351.75	6402.3
352.00	6535.8
352.25	6517.3
352.50	6611.9
352.75	6666.1
353.00	6710.6
353.25	6832.9
353.50	6982.5
353.75	7130.8
354.00	7321.7
354.25	7563.2
354.50	7848.4
354.75	8200.8
355.00	8543.4
355.25	8902.7
355.50	9257.4
355.75	9549.2
356.00	9635.6
356.25	9700.0
356.50	9571.9
356.75	9459.7
357.00	9227.1
357.25	8901.9
357.50	8565.4
357.75	8294.0
358.00	7832.5
358.25	7398.8
358.50	7020.9
358.75	6592.9
359.00	6202.1
359.25	5824.2
359.50	5470.7
359.75	5153.9
360.00	4886.1
360.25	4563.2
360.50	4336.6
360.75	4096.2
361.00	3889.8
361.25	3671.7
361.50	3470.6
361.75	3315.3
362.00	3129.0
362.25	3019.7
362.50	2915.2
362.75	2795.5
363.00	2723.1
363.25	2639.4
363.50	2583.3
363.75	2538.1
364.00	2487.2
364.25	2486.6
364.50	2445.7
364.75	2428.6
365.00	2397.6
365.25	2385.7
365.50	2352.4
365.75	2342.2
366.00	2321.2
366.25	2320.8
366.50	2353.5
366.75	2375.8
367.00	2457.1
367.25	2589.8
367.50	2669.4
367.75	2879.0
368.00	3070.6
368.25	3254.3
368.50	3486.0
368.75	3743.8
369.00	4003.4
369.25	4199.4
369.50	4392.5
369.75	4553.3
370.00	4661.2
370.25	4748.2
370.50	4762.8
370.75	4812.1
371.00	4790.7
371.25	4762.9
371.50	4712.7
371.75	4717.2
372.00	4744.5
372.25	4844.4
372.50	5011.8
372.75	5218.0
373.00	5521.4
373.25	5868.9
373.50	6238.9
373.75	6628.8
374.00	7033.7
374.25	7412.3
374.50	7608.9
374.75	7778.6
375.00	7985.6
375.25	8203.1
375.50	8428.2
375.75	8592.7
376.00	8838.2
376.25	8898.1
376.50	8796.5
376.75	8399.4
377.00	7981.0
377.25	7531.3
377.50	6978.4
377.75	6363.2
378.00	5776.3
378.25	5177.0
378.50	4653.3
378.75	4109.0
379.00	3642.2
379.25	3216.8
379.50	2839.3
379.75	2530.7
380.00	2237.1
380.25	1983.1
380.50	1789.9
380.75	1656.7
381.00	1491.1
381.25	1373.5
381.50	1242.7
381.75	1172.9
382.00	1076.8
382.25	1017.7
382.50	919.29
382.75	849.94
383.00	770.06
383.25	711.39
383.50	692.60
383.75	612.33
384.00	554.88
384.25	530.17
384.50	494.17
384.75	429.44
385.00	375.48
385.25	360.09
385.50	343.27
385.75	316.89
386.00	307.42
386.25	279.68
386.50	239.96
386.75	258.23
387.00	253.98
387.25	225.71
387.50	208.73
387.75	224.42
388.00	206.69
388.25	189.79
388.50	169.09
388.75	188.95
389.00	172.58
389.25	167.58
389.50	149.24
389.75	147.72
390.00	136.81
390.25	130.29
390.50	144.61
390.75	112.55
391.00	107.25
391.25	127.11
391.50	114.60
391.75	104.67
392.00	104.90
392.25	103.84
392.50	96.939
392.75	90.649
393.00	88.754
393.25	86.025
393.50	100.05
393.75	100.50
394.00	80.795
394.25	62.529
394.50	87.314
394.75	68.820
395.00	62.984
395.25	55.253
395.50	55.481
395.75	47.219
396.00	70.563
396.25	43.202
396.50	44.415
396.75	53.889
397.00	56.390
397.25	68.972
397.50	44.642
397.75	57.830
398.00	27.210
398.25	55.860
398.50	61.089
398.75	35.092
399.00	34.486
399.25	42.217
399.50	32.591
399.75	15.613
400.00	25.391
400.25	31.985
400.50	39.716
400.75	36.229
401.00	52.525
401.25	34.334
401.50	26.528
401.75	57.224
402.00	27.058
402.25	48.508
402.50	15.992
402.75	28.726
403.00	17.811
403.25	45.324
403.50	28.650
403.75	25.239
404.00	22.207
404.25	32.364
404.50	21.753
404.75	21.828
405.00	30.999
405.25	25.997
405.50	21.753
405.75	42.368
406.00	13.870
406.25	40.246
406.50	18.721
406.75	42.368
407.00	18.797
407.25	21.146
407.50	7.4277
407.75	10.838
408.00	39.412
408.25	11.293
408.50	31.682
408.75	21.904
409.00	15.007
409.25	20.919
409.50	-3.6381
409.75	31.909
410.00	16.750
410.25	37.442
410.50	17.811
410.75	25.239
411.00	19.934
411.25	18.721
411.50	21.298
411.75	37.669
412.00	21.298
412.25	8.3744
412.50	21.298
412.75	23.723
413.00	18.948
413.25	29.938
413.50	12.430
413.75	13.112
414.00	33.273
414.25	17.584
414.50	38.806
414.75	30.999
415.00	7.2003
415.25	17.205
415.50	13.340
415.75	28.422
416.00	29.862
416.25	-5.0781
416.50	8.2614
416.75	23.193
417.00	10.384
417.25	14.476
417.50	17.357
417.75	16.978
418.00	11.672
418.25	19.403
418.50	22.359
418.75	16.447
419.00	28.498
419.25	12.961
419.50	25.845
419.75	16.826
420.00	20.237
420.25	26.907
420.50	9.3983
420.75	16.296
421.00	2.3496
421.25	12.809
421.50	22.511
421.75	29.711
422.00	20.540
422.25	18.721
422.50	15.992
422.75	23.117
423.00	26.528
423.25	29.029
423.50	19.630
423.75	27.513
424.00	16.902
424.25	-4.1686
424.50	36.911
424.75	6.2908
425.00	19.024
425.25	18.872
425.50	24.026
425.75	21.298
426.00	21.980
426.25	21.222
426.50	19.630
426.75	32.743
427.00	4.3960
427.25	19.176
427.50	17.660
427.75	17.736
428.00	23.647
428.25	15.538
428.50	22.662
428.75	9.8531
429.00	21.449
429.25	8.6404
429.50	9.0952
429.75	11.369
430.00	9.7773
430.25	20.540
430.50	1.2127
430.75	19.176
431.00	17.660
431.25	31.075
431.50	17.508
431.75	10.232
432.00	20.085
432.25	0.60634
432.50	8.6404
432.75	11.521
433.00	2.3496
433.25	11.142
433.50	25.163
433.75	4.0928
434.00	13.340
434.25	11.975
434.50	2.3496
434.75	22.132
435.00	5.5329
435.25	32.894
435.50	15.234
435.75	16.144
436.00	28.271
436.25	35.092
436.50	21.601
436.75	17.811
437.00	20.388
437.25	24.026
437.50	31.454
437.75	0.83372
438.00	23.572
438.25	22.662
438.50	3.8654
438.75	10.914
439.00	15.765
439.25	22.965
439.50	9.2468
439.75	21.449
440.00	20.919
440.25	14.855
440.50	-0.98531
440.75	17.357
441.00	26.603
441.25	20.995
441.50	10.156
441.75	15.917
442.00	7.7309
442.25	11.369
442.50	20.843
442.75	8.5646
443.00	9.6257
443.25	18.115
443.50	26.224
443.75	27.361
444.00	2.0464
444.25	20.919
444.50	6.2908
444.75	18.569
445.00	17.887
445.25	8.1857
445.50	3.0317
445.75	19.934
446.00	8.7920
446.25	15.007
446.50	22.890
446.75	16.068
447.00	14.780
447.25	10.308
447.50	11.066
447.75	-5.7603
448.00	11.900
448.25	17.281
448.50	14.476
448.75	14.704
449.00	14.476
449.25	17.432
449.50	5.9877
449.75	6.6698
450.00	24.557
