Wavelength (nm)	L08 abs e
504.00	6772.9
505.00	6994.2
506.00	7210.9
507.00	7398.1
508.00	7636.9
509.00	7852.4
510.00	8081.8
511.00	8310.0
512.00	8498.1
513.00	8767.1
514.00	8981.6
515.00	9210.6
516.00	9486.3
517.00	9706.1
518.00	9984.0
519.00	10188
520.00	10450
521.00	10706
522.00	10988
523.00	11256
524.00	11532
525.00	11824
526.00	12106
527.00	12382
528.00	12729
529.00	13089
530.00	13413
531.00	13761
532.00	14064
533.00	14532
534.00	14976
535.00	15359
536.00	15776
537.00	16157
538.00	16612
539.00	17055
540.00	17495
541.00	17970
542.00	18446
543.00	18917
544.00	19377
545.00	19739
546.00	20154
547.00	20512
548.00	20807
549.00	21073
550.00	21249
551.00	21433
552.00	21460
553.00	21375
554.00	21501
555.00	21319
556.00	21110
557.00	20760
558.00	20332
559.00	19828
560.00	19270
561.00	18737
562.00	18064
563.00	17337
564.00	16597
565.00	15917
566.00	15075
567.00	14286
568.00	13482
569.00	12665
570.00	11922
571.00	11140
572.00	10446
573.00	9705.7
574.00	8998.8
575.00	8374.7
576.00	7728.0
577.00	7097.9
578.00	6574.2
579.00	6063.5
580.00	5533.4
581.00	5055.0
582.00	4674.9
583.00	4311.9
584.00	3882.9
585.00	3539.0
586.00	3260.0
587.00	2947.4
588.00	2677.8
589.00	2453.1
590.00	2221.8
591.00	2015.3
592.00	1817.4
593.00	1644.0
594.00	1502.0
595.00	1363.4
596.00	1236.9
597.00	1121.4
598.00	1010.0
599.00	917.60
600.00	828.05
601.00	752.18
602.00	681.09
603.00	617.54
604.00	562.86
605.00	512.41
606.00	460.73
607.00	419.78
608.00	381.60
609.00	348.71
610.00	318.78
611.00	288.37
612.00	263.40
613.00	239.36
614.00	219.83
615.00	197.29
616.00	176.84
617.00	165.72
618.00	152.60
619.00	143.13
620.00	129.78
621.00	113.28
622.00	112.34
623.00	101.95
624.00	93.222
625.00	87.465
626.00	85.689
627.00	83.217
628.00	75.426
629.00	69.860
630.00	69.430
631.00	67.072
632.00	61.067
633.00	63.692
634.00	63.950
635.00	58.279
636.00	56.245
637.00	52.560
638.00	44.836
639.00	49.839
640.00	37.141
641.00	39.489
642.00	42.296
643.00	42.783
644.00	39.022
645.00	31.594
646.00	32.491
647.00	18.161
648.00	32.100
649.00	21.913
650.00	28.882
651.00	18.285
652.00	32.873
653.00	25.445
654.00	15.201
655.00	31.231
656.00	27.154
657.00	38.277
658.00	40.578
659.00	33.646
660.00	25.168
661.00	22.801
662.00	25.359
663.00	17.674
664.00	24.118
665.00	36.081
666.00	34.926
667.00	28.615
668.00	35.403
669.00	29.341
670.00	24.405
671.00	27.928
672.00	19.259
673.00	24.147
674.00	28.443
675.00	24.491
676.00	21.980
677.00	20.032
678.00	23.049
679.00	27.192
680.00	26.457
681.00	27.718
682.00	23.221
683.00	23.946
684.00	20.146
685.00	17.998
686.00	17.597
687.00	24.701
688.00	28.195
689.00	25.951
690.00	30.066
691.00	25.283
692.00	27.422
693.00	21.855
694.00	19.574
695.00	15.564
696.00	21.073
697.00	21.197
698.00	20.891
699.00	26.123
700.00	23.020
