Wavelength (nm)	J08 abs e
579.00	150.32
580.00	146.51
581.00	151.01
582.00	45.977
583.00	71.635
584.00	128.36
585.00	72.044
586.00	53.260
587.00	83.860
588.00	55.359
589.00	33.826
590.00	56.771
591.00	55.434
592.00	73.642
593.00	44.026
594.00	44.583
595.00	26.988
596.00	25.799
597.00	54.709
598.00	65.541
599.00	26.189
600.00	44.063
601.00	29.664
602.00	31.187
603.00	31.466
604.00	10.787
605.00	31.856
606.00	21.359
607.00	22.641
608.00	22.288
609.00	34.234
610.00	36.761
611.00	36.148
612.00	21.544
613.00	31.392
614.00	20.337
615.00	24.034
616.00	19.965
617.00	36.520
618.00	16.231
619.00	50.176
620.00	29.794
621.00	17.383
622.00	54.207
623.00	41.573
624.00	20.783
625.00	23.347
626.00	24.146
627.00	29.998
628.00	25.372
629.00	45.754
630.00	32.934
631.00	37.913
632.00	39.455
633.00	43.636
634.00	54.096
635.00	60.357
636.00	66.284
637.00	52.925
638.00	60.060
639.00	34.922
640.00	43.283
641.00	26.635
642.00	38.359
643.00	26.115
644.00	13.109
645.00	27.787
646.00	17.587
647.00	40.867
648.00	34.959
649.00	31.949
650.00	24.470
