Wavelength (nm)	L10 abs e
484.00	6679.1
485.00	6915.6
486.00	7048.7
487.00	7187.5
488.00	7419.7
489.00	7639.0
490.00	7811.3
491.00	8047.0
492.00	8280.1
493.00	8488.0
494.00	8697.8
495.00	8940.6
496.00	9190.5
497.00	9426.3
498.00	9689.9
499.00	9958.2
500.00	10194
501.00	10473
502.00	10750
503.00	10979
504.00	11299
505.00	11611
506.00	11883
507.00	12154
508.00	12512
509.00	12827
510.00	13121
511.00	13508
512.00	13851
513.00	14151
514.00	14516
515.00	14910
516.00	15267
517.00	15688
518.00	16057
519.00	16495
520.00	16853
521.00	17251
522.00	17688
523.00	18093
524.00	18412
525.00	18919
526.00	19379
527.00	19783
528.00	20229
529.00	20624
530.00	21086
531.00	21491
532.00	21958
533.00	22385
534.00	22769
535.00	23251
536.00	23627
537.00	24130
538.00	24639
539.00	24997
540.00	25390
541.00	25908
542.00	26371
543.00	26813
544.00	27326
545.00	27713
546.00	28216
547.00	28787
548.00	29334
549.00	29903
550.00	30482
551.00	31188
552.00	31839
553.00	32520
554.00	33222
555.00	34047
556.00	34873
557.00	35724
558.00	36527
559.00	37394
560.00	38235
561.00	39082
562.00	39957
563.00	40845
564.00	41703
565.00	42466
566.00	43132
567.00	44126
568.00	44788
569.00	45321
570.00	45806
571.00	46078
572.00	46195
573.00	46302
574.00	46158
575.00	45883
576.00	45372
577.00	44619
578.00	43869
579.00	42934
580.00	41642
581.00	40188
582.00	38941
583.00	37482
584.00	35466
585.00	33740
586.00	32158
587.00	30088
588.00	28261
589.00	26586
590.00	24663
591.00	22877
592.00	21049
593.00	19399
594.00	17914
595.00	16439
596.00	15151
597.00	13749
598.00	12479
599.00	11356
600.00	10322
601.00	9363.3
602.00	8492.7
603.00	7646.4
604.00	6968.9
605.00	6281.8
606.00	5658.6
607.00	5114.6
608.00	4603.6
609.00	4170.4
610.00	3721.7
611.00	3381.1
612.00	3037.2
613.00	2728.7
614.00	2463.3
615.00	2221.5
616.00	2005.6
617.00	1815.7
618.00	1635.1
619.00	1478.1
620.00	1319.6
621.00	1204.3
622.00	1090.3
623.00	982.00
624.00	894.83
625.00	805.05
626.00	741.65
627.00	667.25
628.00	613.46
629.00	544.13
630.00	497.78
631.00	460.44
632.00	421.25
633.00	392.25
634.00	369.06
635.00	346.38
636.00	312.83
637.00	278.76
638.00	260.04
639.00	242.60
640.00	218.72
641.00	223.56
642.00	178.71
643.00	157.87
644.00	164.18
645.00	155.11
646.00	126.74
647.00	132.58
648.00	87.322
649.00	129.71
650.00	95.025
651.00	75.125
652.00	92.093
653.00	90.061
654.00	68.835
655.00	61.859
656.00	59.955
657.00	85.439
658.00	81.780
659.00	64.042
660.00	78.763
661.00	45.982
662.00	37.830
663.00	77.607
664.00	47.245
665.00	45.833
666.00	81.823
667.00	79.961
668.00	38.429
669.00	72.900
670.00	52.937
671.00	44.485
672.00	26.254
673.00	31.732
674.00	52.937
675.00	23.473
676.00	55.911
677.00	44.378
678.00	39.970
679.00	29.250
680.00	37.659
681.00	56.424
682.00	42.923
683.00	36.953
684.00	34.856
685.00	32.866
686.00	53.728
687.00	42.623
688.00	48.336
689.00	52.744
690.00	32.695
691.00	34.578
692.00	33.979
693.00	34.300
694.00	47.994
695.00	37.702
696.00	32.267
697.00	37.338
698.00	32.502
699.00	27.517
700.00	26.147
