Wavelength (nm)	L09 abs e
402.00	702.21
403.00	703.40
404.00	696.49
405.00	700.82
406.00	716.27
407.00	719.95
408.00	756.29
409.00	763.75
410.00	786.93
411.00	801.34
412.00	827.36
413.00	835.69
414.00	852.91
415.00	883.35
416.00	909.22
417.00	947.31
418.00	964.45
419.00	986.42
420.00	1012.3
421.00	1049.6
422.00	1076.7
423.00	1109.4
424.00	1144.5
425.00	1183.3
426.00	1217.7
427.00	1266.8
428.00	1305.4
429.00	1342.2
430.00	1400.6
431.00	1433.4
432.00	1484.0
433.00	1549.8
434.00	1587.7
435.00	1638.1
436.00	1699.0
437.00	1745.6
438.00	1812.9
439.00	1877.0
440.00	1927.0
441.00	2004.3
442.00	2062.2
443.00	2132.8
444.00	2197.2
445.00	2261.5
446.00	2332.0
447.00	2417.7
448.00	2495.0
449.00	2565.8
450.00	2651.1
451.00	2754.3
452.00	2830.7
453.00	2916.7
454.00	3019.0
455.00	3113.4
456.00	3218.4
457.00	3316.8
458.00	3416.6
459.00	3517.4
460.00	3624.4
461.00	3749.7
462.00	3855.3
463.00	3999.3
464.00	4120.9
465.00	4230.9
466.00	4357.3
467.00	4488.6
468.00	4623.1
469.00	4767.4
470.00	4923.6
471.00	5078.7
472.00	5203.4
473.00	5396.9
474.00	5527.7
475.00	5687.7
476.00	5832.8
477.00	6009.7
478.00	6197.6
479.00	6365.4
480.00	6561.3
481.00	6730.3
482.00	6916.4
483.00	7115.4
484.00	7294.6
485.00	7601.8
486.00	7745.7
487.00	7870.8
488.00	8121.1
489.00	8388.5
490.00	8617.8
491.00	8869.7
492.00	9122.7
493.00	9393.8
494.00	9614.7
495.00	9868.4
496.00	10188
497.00	10442
498.00	10740
499.00	11034
500.00	11276
501.00	11667
502.00	11937
503.00	12282
504.00	12605
505.00	12952
506.00	13277
507.00	13587
508.00	14012
509.00	14355
510.00	14651
511.00	15042
512.00	15418
513.00	15795
514.00	16249
515.00	16625
516.00	16984
517.00	17406
518.00	17816
519.00	18203
520.00	18605
521.00	18963
522.00	19393
523.00	19841
524.00	20229
525.00	20598
526.00	21073
527.00	21511
528.00	21893
529.00	22396
530.00	22806
531.00	23193
532.00	23779
533.00	24244
534.00	24781
535.00	25345
536.00	25868
537.00	26443
538.00	27142
539.00	27795
540.00	28418
541.00	29052
542.00	29760
543.00	30575
544.00	31335
545.00	32083
546.00	32730
547.00	33609
548.00	34460
549.00	35291
550.00	35913
551.00	36762
552.00	37531
553.00	38142
554.00	38748
555.00	39077
556.00	39581
557.00	39897
558.00	40000
559.00	39924
560.00	39998
561.00	39635
562.00	39130
563.00	38508
564.00	37672
565.00	36475
566.00	35251
567.00	34065
568.00	32689
569.00	31040
570.00	29592
571.00	27912
572.00	26320
573.00	24598
574.00	22862
575.00	21278
576.00	19642
577.00	17968
578.00	16593
579.00	15191
580.00	13781
581.00	12478
582.00	11461
583.00	10484
584.00	9287.4
585.00	8393.6
586.00	7667.5
587.00	6816.2
588.00	6146.1
589.00	5577.8
590.00	4978.1
591.00	4468.2
592.00	3974.6
593.00	3564.8
594.00	3215.8
595.00	2877.9
596.00	2613.5
597.00	2336.0
598.00	2079.9
599.00	1864.3
600.00	1686.8
601.00	1505.9
602.00	1356.8
603.00	1218.1
604.00	1112.4
605.00	995.48
606.00	900.03
607.00	811.08
608.00	739.04
609.00	666.71
610.00	603.80
611.00	548.80
612.00	503.29
613.00	451.76
614.00	414.32
615.00	375.30
616.00	343.27
617.00	314.14
618.00	288.54
619.00	266.63
620.00	246.70
621.00	237.85
622.00	218.09
623.00	193.32
624.00	181.59
625.00	163.39
626.00	154.15
627.00	163.59
628.00	143.87
629.00	139.16
630.00	132.76
631.00	119.19
632.00	117.13
633.00	121.90
634.00	122.40
635.00	115.04
636.00	102.29
637.00	106.97
638.00	103.50
639.00	108.62
640.00	93.365
641.00	73.420
642.00	79.635
643.00	50.765
644.00	54.290
645.00	89.933
646.00	63.345
647.00	68.336
648.00	60.598
649.00	57.055
650.00	86.370
651.00	73.494
652.00	43.844
653.00	37.072
654.00	55.032
655.00	54.605
656.00	46.738
657.00	35.643
658.00	46.237
659.00	49.911
660.00	50.802
661.00	53.362
662.00	48.909
663.00	37.387
664.00	52.843
665.00	54.142
666.00	24.826
667.00	33.936
668.00	46.571
669.00	16.736
670.00	33.101
671.00	40.189
672.00	39.929
673.00	34.641
674.00	32.155
675.00	24.251
676.00	40.560
677.00	43.324
678.00	33.880
679.00	25.642
680.00	32.006
681.00	37.294
682.00	25.401
683.00	39.075
684.00	33.917
685.00	42.155
686.00	39.595
687.00	29.427
688.00	29.817
689.00	29.316
690.00	21.690
691.00	25.679
692.00	25.234
693.00	37.164
694.00	37.610
695.00	31.876
696.00	18.907
697.00	26.533
698.00	27.572
699.00	21.319
700.00	15.530
