Wavelength (nm)	D01 abs e
289.75	17046
290.00	16639
290.25	16213
290.50	16236
290.75	16147
291.00	15810
291.25	15718
291.50	15925
291.75	15948
292.00	15896
292.25	16198
292.50	16616
292.75	16848
293.00	17096
293.25	17692
293.50	18200
293.75	18820
294.00	19277
294.25	19738
294.50	20397
294.75	21045
295.00	21686
295.25	22300
295.50	22711
295.75	23353
296.00	23535
296.25	23869
296.50	24107
296.75	23863
297.00	23438
297.25	22968
297.50	21799
297.75	20634
298.00	19381
298.25	17978
298.50	16332
298.75	14924
299.00	13055
299.25	11706
299.50	10199
299.75	8809.1
300.00	7633.2
300.25	6691.4
300.50	5683.2
300.75	4831.7
301.00	4191.9
301.25	3453.8
301.50	2987.6
301.75	2474.1
302.00	2178.9
302.25	1858.9
302.50	1567.1
302.75	1328.9
303.00	1209.6
303.25	1055.5
303.50	971.32
303.75	815.60
304.00	797.43
304.25	694.66
304.50	792.98
304.75	675.06
305.00	715.40
305.25	534.16
305.50	626.71
305.75	556.49
306.00	539.22
306.25	478.34
306.50	518.88
306.75	670.52
307.00	464.58
307.25	378.56
307.50	450.31
307.75	403.94
308.00	447.11
308.25	560.43
308.50	471.50
308.75	462.14
309.00	431.23
309.25	424.45
309.50	466.91
309.75	318.05
310.00	317.30
310.25	412.83
310.50	359.54
310.75	292.95
311.00	276.37
311.25	348.89
311.50	405.04
311.75	213.34
312.00	327.31
312.25	309.99
312.50	390.34
312.75	329.94
313.00	219.60
313.25	210.01
313.50	242.45
313.75	389.12
314.00	390.75
314.25	232.17
314.50	324.25
314.75	304.76
315.00	312.09
315.25	374.77
315.50	340.42
315.75	183.59
316.00	260.08
316.25	296.47
316.50	271.25
316.75	300.52
317.00	217.10
317.25	360.90
317.50	245.88
317.75	285.36
318.00	210.12
318.25	279.53
318.50	388.79
318.75	351.04
319.00	285.30
319.25	442.77
319.50	287.58
319.75	221.94
320.00	253.36
320.25	174.99
320.50	240.79
320.75	173.82
321.00	268.21
321.25	146.22
321.50	309.01
321.75	360.72
322.00	241.58
322.25	46.875
322.50	392.39
322.75	189.80
323.00	303.74
323.25	128.50
323.50	142.37
323.75	219.21
324.00	166.39
324.25	231.24
324.50	286.05
324.75	307.28
325.00	206.66
325.25	126.74
325.50	255.87
325.75	167.99
326.00	100.92
326.25	199.18
326.50	226.59
326.75	199.45
327.00	272.71
327.25	249.11
327.50	239.08
327.75	119.16
328.00	205.28
328.25	195.85
328.50	302.75
328.75	-6.7794
329.00	165.13
329.25	172.37
329.50	165.48
329.75	133.79
330.00	379.61
330.25	201.06
330.50	122.03
330.75	-35.214
331.00	176.69
331.25	194.43
331.50	232.77
331.75	210.49
332.00	100.28
332.25	174.79
332.50	123.02
332.75	221.09
333.00	104.29
333.25	178.14
333.50	248.51
333.75	191.51
334.00	232.63
334.25	202.74
334.50	140.82
334.75	43.311
335.00	142.06
335.25	252.31
335.50	153.70
335.75	171.50
336.00	139.97
336.25	120.46
336.50	118.33
336.75	368.92
337.00	100.08
337.25	159.16
337.50	181.07
337.75	153.82
338.00	26.517
338.25	49.025
338.50	171.02
338.75	229.16
339.00	138.96
339.25	62.468
339.50	32.231
339.75	130.20
340.00	232.96
340.25	66.923
340.50	178.05
340.75	162.76
341.00	-10.150
341.25	100.70
341.50	183.53
341.75	79.416
342.00	213.71
342.25	72.056
342.50	170.47
342.75	242.80
343.00	115.70
343.25	342.17
343.50	294.46
343.75	151.51
344.00	131.40
344.25	40.425
344.50	183.24
344.75	227.87
345.00	138.57
345.25	124.22
345.50	135.76
345.75	-77.498
346.00	165.48
346.25	263.97
346.50	202.03
346.75	191.51
347.00	67.717
347.25	97.178
347.50	47.630
347.75	204.51
348.00	138.09
348.25	199.41
348.50	149.13
348.75	210.20
349.00	89.159
349.25	54.507
349.50	91.251
349.75	-66.380
350.00	29.035
350.25	-34.401
350.50	62.700
350.75	14.101
351.00	-27.040
351.25	16.271
351.50	37.597
351.75	97.333
352.00	-63.804
352.25	-108.88
352.50	13.385
352.75	49.180
353.00	-32.793
353.25	9.8205
353.50	-11.428
353.75	-28.125
354.00	73.954
354.25	39.669
354.50	-77.053
354.75	65.276
355.00	-6.2177
355.25	-28.067
355.50	6.5470
355.75	23.534
356.00	55.630
356.25	-26.207
356.50	74.206
356.75	52.976
357.00	-18.711
357.25	12.280
357.50	-27.524
357.75	49.180
358.00	-0.46487
358.25	-51.911
358.50	23.554
358.75	-22.237
359.00	55.630
359.25	56.521
359.50	-6.7988
359.75	-21.907
360.00	6.2564
360.25	18.149
360.50	-22.779
360.75	-24.677
361.00	0.60046
361.25	-21.132
361.50	31.011
361.75	67.155
362.00	48.812
362.25	46.197
362.50	-4.4744
362.75	-35.466
363.00	54.662
363.25	61.770
363.50	35.234
363.75	10.343
364.00	26.556
364.25	-30.759
364.50	3.9321
364.75	15.070
365.00	8.7164
365.25	-21.539
365.50	-41.761
365.75	-11.370
366.00	-35.311
366.25	55.611
366.50	11.525
366.75	31.883
367.00	30.779
367.25	42.788
367.50	39.146
367.75	-43.388
368.00	-6.9344
368.25	-37.500
368.50	135.49
368.75	24.503
369.00	44.938
369.25	49.315
369.50	-5.1717
369.75	18.827
370.00	-43.485
370.25	87.067
370.50	82.980
370.75	15.225
371.00	65.102
371.25	38.139
371.50	-13.694
371.75	44.260
372.00	60.337
372.25	80.326
372.50	81.857
372.75	-6.4501
373.00	50.497
373.25	14.682
373.50	44.996
373.75	19.118
374.00	95.880
374.25	41.761
374.50	81.876
374.75	7.6898
375.00	33.490
375.25	47.514
375.50	-97.953
375.75	14.043
376.00	99.193
376.25	41.451
376.50	11.157
376.75	-7.7673
377.00	58.671
377.25	39.146
377.50	12.571
377.75	-19.331
378.00	90.457
378.25	56.753
378.50	8.3096
378.75	-12.474
379.00	27.854
379.25	78.138
379.50	11.699
379.75	114.01
380.00	-29.965
380.25	17.142
380.50	-5.8497
380.75	102.83
381.00	-13.520
381.25	79.668
381.50	14.682
381.75	29.771
382.00	2.5956
382.25	51.504
382.50	13.714
382.75	64.346
383.00	9.2006
383.25	70.487
383.50	-51.097
383.75	28.377
384.00	19.641
384.25	50.361
384.50	-18.518
384.75	3.7771
385.00	65.528
385.25	33.025
385.50	94.757
385.75	49.683
386.00	35.447
386.25	82.883
386.50	4.8424
386.75	15.670
387.00	4.7650
387.25	83.348
387.50	5.4235
387.75	19.157
388.00	-11.506
388.25	56.037
388.50	-9.2781
388.75	-26.517
389.00	-11.680
389.25	49.722
389.50	4.1839
389.75	57.761
390.00	23.476
390.25	-50.071
390.50	40.483
390.75	-28.474
391.00	39.553
391.25	21.055
391.50	62.719
391.75	13.578
392.00	21.249
392.25	61.673
392.50	71.300
392.75	76.821
393.00	53.654
393.25	-50.729
393.50	49.742
393.75	-70.758
394.00	12.958
394.25	73.799
394.50	44.764
394.75	-51.136
395.00	56.347
395.25	2.8667
395.50	21.636
395.75	-4.5519
396.00	-5.1524
396.25	-1.0847
396.50	-1.8401
396.75	21.191
397.00	8.7745
397.25	22.508
397.50	45.693
397.75	-3.2735
398.00	58.962
398.25	-20.222
398.50	-6.0240
398.75	57.335
399.00	63.184
399.25	61.499
399.50	35.795
399.75	35.660
400.00	28.415
