Wavelength (nm)	F04 abs e
280.75	21.041
281.00	49.328
281.25	34.412
281.50	34.486
281.75	24.302
282.00	53.540
282.25	28.530
282.50	65.511
282.75	51.917
283.00	40.084
283.25	53.408
283.50	39.492
283.75	30.264
284.00	32.726
284.25	61.991
284.50	44.296
284.75	47.710
285.00	36.706
285.25	-5.2483
285.50	48.181
285.75	24.191
286.00	42.214
286.25	42.282
286.50	48.339
286.75	24.450
287.00	48.075
287.25	46.896
287.50	46.606
287.75	10.380
288.00	63.709
288.25	42.615
288.50	44.983
288.75	42.303
289.00	35.253
289.25	46.521
289.50	26.088
289.75	39.222
290.00	53.228
290.25	46.357
290.50	15.962
290.75	26.194
291.00	71.230
291.25	26.876
291.50	30.855
291.75	40.173
292.00	3.7896
292.25	22.632
292.50	40.517
292.75	35.554
293.00	55.913
293.25	54.248
293.50	48.751
293.75	49.328
294.00	13.948
294.25	57.097
294.50	31.902
294.75	62.218
295.00	62.488
295.25	39.634
295.50	46.288
295.75	11.057
296.00	63.777
296.25	20.586
296.50	23.076
296.75	34.946
297.00	-3.7473
297.25	39.227
297.50	29.180
297.75	36.907
298.00	28.683
298.25	27.938
298.50	39.259
298.75	33.366
299.00	61.526
299.25	55.855
299.50	44.719
299.75	46.563
300.00	39.666
