Wavelength (nm)	F07 abs e
289.00	6495.6
289.25	6349.0
289.50	6271.4
289.75	6097.7
290.00	5899.0
290.25	5717.2
290.50	5603.0
290.75	5522.8
291.00	5333.9
291.25	5226.0
291.50	5045.9
291.75	4999.4
292.00	4827.4
292.25	4720.2
292.50	4583.9
292.75	4410.2
293.00	4369.8
293.25	4277.7
293.50	4052.2
293.75	3844.7
294.00	3800.9
294.25	3724.9
294.50	3559.1
294.75	3543.9
295.00	3427.8
295.25	3364.7
295.50	3296.0
295.75	3191.9
296.00	3038.9
296.25	2992.1
296.50	2804.2
296.75	2737.1
297.00	2677.6
297.25	2574.5
297.50	2438.0
297.75	2372.7
298.00	2294.6
298.25	2243.9
298.50	2101.2
298.75	2017.9
299.00	1871.5
299.25	1794.7
299.50	1592.9
299.75	1618.2
300.00	1557.0
300.25	1569.1
300.50	1511.4
300.75	1334.0
301.00	1314.5
301.25	1177.0
301.50	1121.1
301.75	1157.3
302.00	1061.9
302.25	1002.2
302.50	890.40
302.75	916.40
303.00	799.19
303.25	770.56
303.50	800.06
303.75	700.40
304.00	676.07
304.25	623.05
304.50	633.87
304.75	522.10
305.00	461.60
305.25	434.51
305.50	489.29
305.75	398.12
306.00	417.54
306.25	408.36
306.50	387.68
306.75	361.06
307.00	308.02
307.25	329.15
307.50	313.62
307.75	247.49
308.00	343.50
308.25	288.92
308.50	273.68
308.75	234.90
309.00	172.24
309.25	182.27
309.50	256.88
309.75	281.67
310.00	117.49
310.25	111.42
310.50	157.33
310.75	144.08
311.00	160.91
311.25	173.53
311.50	122.13
311.75	155.09
312.00	161.28
312.25	113.62
312.50	174.32
312.75	136.51
313.00	101.21
313.25	100.52
313.50	128.37
313.75	133.27
314.00	84.732
314.25	112.64
314.50	125.97
314.75	115.34
315.00	61.952
315.25	45.656
315.50	86.626
315.75	140.50
316.00	152.43
316.25	48.121
316.50	95.769
316.75	149.10
317.00	71.107
317.25	111.32
317.50	95.478
317.75	80.336
318.00	69.480
318.25	39.379
318.50	128.58
318.75	86.723
319.00	97.955
319.25	68.898
319.50	65.437
319.75	85.934
320.00	95.551
320.25	68.327
320.50	160.00
320.75	98.987
321.00	100.86
321.25	89.771
321.50	110.17
321.75	70.452
322.00	60.580
322.25	153.80
322.50	138.78
322.75	26.580
323.00	136.73
323.25	68.545
323.50	78.332
323.75	50.744
324.00	62.293
324.25	78.345
324.50	25.548
324.75	51.194
325.00	83.529
325.25	68.400
325.50	44.114
325.75	81.040
326.00	77.300
326.25	74.070
326.50	60.046
326.75	58.139
327.00	102.44
327.25	21.978
327.50	97.093
327.75	34.983
328.00	24.528
328.25	65.910
328.50	65.522
328.75	113.08
329.00	48.061
329.25	44.734
329.50	29.786
329.75	33.186
330.00	32.263
330.25	43.531
330.50	13.964
330.75	115.60
331.00	34.024
331.25	63.494
331.50	4.4321
331.75	72.103
332.00	118.86
332.25	94.919
332.50	9.5077
332.75	13.952
333.00	60.191
333.25	57.496
333.50	32.215
333.75	48.911
334.00	101.08
334.25	38.492
334.50	116.92
334.75	65.352
335.00	54.630
335.25	169.38
335.50	66.093
335.75	61.575
336.00	19.477
336.25	124.49
336.50	24.892
336.75	109.10
337.00	101.42
337.25	82.121
337.50	105.56
337.75	104.57
338.00	98.400
338.25	96.425
338.50	70.452
338.75	99.643
339.00	22.148
339.25	14.011
339.50	17.291
339.75	26.981
340.00	119.79
340.25	100.18
340.50	104.29
340.75	55.638
341.00	16.769
341.25	45.571
341.50	92.916
341.75	92.928
342.00	81.720
342.25	39.670
342.50	27.491
342.75	37.181
343.00	112.82
343.25	19.040
343.50	33.684
343.75	87.755
344.00	20.230
344.25	79.158
344.50	81.890
344.75	22.513
345.00	2.1857
345.25	50.841
345.50	81.465
345.75	95.369
346.00	93.814
346.25	1.8093
346.50	63.664
346.75	46.798
347.00	109.03
347.25	60.349
347.50	38.966
347.75	71.812
348.00	30.357
348.25	29.567
348.50	107.62
348.75	72.188
349.00	71.168
349.25	126.15
349.50	41.819
349.75	36.586
350.00	71.192
