Wavelength (nm)	F05 abs e
285.25	4523.0
285.50	4509.2
285.75	4514.5
286.00	4523.3
286.25	4558.2
286.50	4579.4
286.75	4581.3
287.00	4594.2
287.25	4615.5
287.50	4627.4
287.75	4599.0
288.00	4584.2
288.25	4514.1
288.50	4457.2
288.75	4390.7
289.00	4289.5
289.25	4170.9
289.50	4046.1
289.75	3903.0
290.00	3771.5
290.25	3601.9
290.50	3477.1
290.75	3308.3
291.00	3159.6
291.25	3021.5
291.50	2878.3
291.75	2746.8
292.00	2610.1
292.25	2482.9
292.50	2359.4
292.75	2244.9
293.00	2130.9
293.25	2026.0
293.50	1926.4
293.75	1837.3
294.00	1748.3
294.25	1663.7
294.50	1614.4
294.75	1580.3
295.00	1532.7
295.25	1449.8
295.50	1384.4
295.75	1314.5
296.00	1237.5
296.25	1179.0
296.50	1114.2
296.75	1054.6
297.00	1001.9
297.25	947.72
297.50	901.38
297.75	860.15
298.00	816.37
298.25	763.23
298.50	723.21
298.75	682.71
299.00	646.14
299.25	606.50
299.50	568.83
299.75	547.73
300.00	507.44
300.25	485.62
300.50	453.71
300.75	438.52
301.00	406.13
301.25	378.99
301.50	360.83
301.75	331.17
302.00	316.60
302.25	295.26
302.50	273.19
302.75	265.74
303.00	248.89
303.25	234.11
303.50	219.81
303.75	197.89
304.00	195.99
304.25	176.93
304.50	166.60
304.75	151.06
305.00	150.41
305.25	140.77
305.50	135.80
305.75	128.34
306.00	113.57
306.25	112.56
306.50	104.00
306.75	96.992
307.00	91.329
307.25	89.741
307.50	76.620
307.75	73.305
308.00	67.263
308.25	70.681
308.50	66.537
308.75	61.324
309.00	63.913
309.25	43.886
309.50	51.586
309.75	72.442
310.00	61.634
310.25	81.661
310.50	70.923
310.75	60.011
311.00	58.389
311.25	45.095
311.50	20.856
311.75	46.994
312.00	26.587
312.25	40.226
312.50	37.878
312.75	40.917
313.00	0.069058
313.25	19.751
313.50	-0.20717
313.75	21.788
314.00	55.661
314.25	16.056
314.50	6.5950
314.75	32.319
315.00	8.9430
315.25	33.631
315.50	6.1116
315.75	3.1767
316.00	8.4941
316.25	9.5645
316.50	13.397
316.75	15.020
317.00	14.951
317.25	15.400
317.50	8.9085
317.75	0.13812
318.00	32.423
318.25	16.919
318.50	14.640
318.75	14.709
319.00	18.231
319.25	45.509
319.50	14.364
319.75	2.6242
320.00	-3.3148
320.25	1.1395
320.50	19.095
320.75	-6.9749
321.00	0.58699
321.25	16.850
321.50	4.3507
321.75	17.921
322.00	-3.2112
322.25	-17.644
322.50	-5.2829
322.75	-1.2085
323.00	3.0386
323.25	11.464
323.50	12.983
323.75	2.0717
324.00	-7.2511
324.25	4.9722
324.50	-6.6986
324.75	17.817
325.00	-19.474
325.25	14.088
325.50	-5.1794
325.75	-11.187
326.00	-1.4157
326.25	5.1448
326.50	21.028
326.75	1.5193
327.00	12.085
327.25	21.753
327.50	12.051
327.75	-14.295
328.00	6.3188
328.25	4.2125
328.50	34.978
328.75	12.154
329.00	9.1847
329.25	6.5605
329.50	-13.466
329.75	-1.0704
330.00	-3.6255
330.25	-1.6229
330.50	-10.704
330.75	2.3825
331.00	-11.291
331.25	20.027
331.50	-5.8354
331.75	4.5578
332.00	-8.8049
332.25	-0.65605
332.50	7.4928
332.75	6.3188
333.00	-5.9735
333.25	10.428
333.50	-10.048
333.75	-2.1753
334.00	12.810
334.25	-7.9071
334.50	13.363
334.75	10.497
335.00	-3.3148
335.25	2.0027
335.50	-1.9336
335.75	16.125
336.00	-6.0771
336.25	-9.3919
336.50	-5.6282
336.75	2.6933
337.00	6.1807
337.25	3.2803
337.50	-6.1462
337.75	7.0439
338.00	6.2843
338.25	-5.5592
338.50	-1.7265
338.75	-10.946
339.00	-4.3161
339.25	-5.8699
339.50	-6.3533
339.75	-9.3228
340.00	3.6601
340.25	4.2125
340.50	-3.6946
340.75	-9.0811
341.00	-3.3838
341.25	3.2112
341.50	-0.17265
341.75	-12.810
342.00	-8.8394
342.25	-15.711
342.50	-2.7623
342.75	6.0426
343.00	2.3825
343.25	-1.8300
343.50	-3.3838
343.75	-2.9004
344.00	-19.820
344.25	4.3852
344.50	11.947
344.75	2.4170
345.00	2.2099
345.25	4.2125
345.50	1.1395
345.75	-2.8314
346.00	-11.843
346.25	0.20717
346.50	2.4861
346.75	-2.1408
347.00	10.635
347.25	-5.3520
347.50	2.9350
347.75	-5.6282
348.00	1.6574
348.25	-0.34529
348.50	-4.1090
348.75	-0.34529
349.00	-6.3879
349.25	-13.743
349.50	-3.1076
349.75	6.1462
350.00	6.5605
