Wavelength (nm)	T08 abs e
496.00	5301.4
497.00	5644.6
498.00	6074.7
499.00	6727.4
500.00	7371.0
501.00	8055.5
502.00	8763.0
503.00	9322.5
504.00	9816.5
505.00	10255
506.00	10861
507.00	11173
508.00	11533
509.00	11911
510.00	12311
511.00	12747
512.00	13239
513.00	13742
514.00	14274
515.00	14541
516.00	14925
517.00	15271
518.00	15263
519.00	15364
520.00	15248
521.00	14976
522.00	14544
523.00	13886
524.00	13202
525.00	12475
526.00	11506
527.00	10607
528.00	9732.5
529.00	9045.3
530.00	8304.9
531.00	7686.4
532.00	7417.0
533.00	7003.5
534.00	6879.5
535.00	6967.3
536.00	7056.5
537.00	7419.9
538.00	8058.0
539.00	8631.1
540.00	9477.3
541.00	10048
542.00	10568
543.00	10962
544.00	11191
545.00	11057
546.00	10925
547.00	10541
548.00	10046
549.00	9551.7
550.00	9115.0
551.00	8422.4
552.00	7859.0
553.00	7221.4
554.00	6617.5
555.00	6027.2
556.00	5436.0
557.00	4929.3
558.00	4387.9
559.00	3954.2
560.00	3517.6
561.00	3139.1
562.00	2780.7
563.00	2516.3
564.00	2281.2
565.00	2091.5
566.00	1938.3
567.00	1720.3
568.00	1638.6
569.00	1558.3
570.00	1452.6
571.00	1336.3
572.00	1210.8
573.00	1170.7
574.00	1150.9
575.00	1035.8
576.00	1000.1
577.00	1042.4
578.00	1024.4
579.00	1012.9
580.00	1043.3
581.00	1143.8
582.00	1179.3
583.00	1161.4
584.00	1408.2
585.00	1607.1
586.00	1711.0
587.00	1942.1
588.00	2203.1
589.00	2446.7
590.00	2866.5
591.00	3333.6
592.00	3859.9
593.00	4348.3
594.00	4671.8
595.00	4992.3
596.00	5237.9
597.00	5460.9
598.00	5619.9
599.00	5756.6
600.00	5778.9
601.00	5690.7
602.00	5552.2
603.00	5343.1
604.00	5062.1
605.00	4733.5
606.00	4371.8
607.00	3963.1
608.00	3615.0
609.00	3277.5
610.00	2970.0
611.00	2714.2
612.00	2492.5
613.00	2324.1
614.00	2159.9
615.00	2028.7
616.00	1877.2
617.00	1718.8
618.00	1587.5
619.00	1449.9
620.00	1369.4
621.00	1219.1
622.00	1271.4
623.00	1203.7
624.00	1187.9
625.00	1207.1
626.00	1254.2
627.00	1353.3
628.00	1372.3
629.00	1542.6
630.00	1648.3
631.00	1784.6
632.00	2065.2
633.00	2320.0
634.00	2667.8
635.00	3109.6
636.00	3675.4
637.00	4244.2
638.00	4974.5
639.00	5794.5
640.00	6788.3
641.00	8029.0
642.00	9351.4
643.00	10767
644.00	12520
645.00	14502
646.00	16854
647.00	20109
648.00	24291
649.00	29128
650.00	33843
651.00	38383
652.00	41348
653.00	42001
654.00	40849
655.00	35736
656.00	32904
657.00	31317
658.00	25033
659.00	19749
660.00	15842
661.00	12551
662.00	9887.1
663.00	7674.1
664.00	6075.3
665.00	4793.3
666.00	3754.2
667.00	2977.1
668.00	2365.6
669.00	1887.3
670.00	1473.9
671.00	1171.1
672.00	941.67
673.00	711.40
674.00	628.54
675.00	526.78
676.00	479.26
677.00	357.32
678.00	338.92
679.00	275.73
680.00	241.16
681.00	237.75
682.00	215.27
683.00	137.35
684.00	145.61
685.00	169.37
686.00	142.97
687.00	162.99
688.00	162.90
689.00	180.70
690.00	169.03
691.00	170.91
692.00	138.29
693.00	187.77
694.00	225.24
695.00	131.39
696.00	168.86
697.00	165.16
698.00	170.60
699.00	163.93
700.00	146.37
