Wavelength (nm)	R03 abs e
507.00	46292
508.00	45574
509.00	45175
510.00	45004
511.00	45035
512.00	45139
513.00	45331
514.00	45633
515.00	45769
516.00	45909
517.00	45875
518.00	45667
519.00	45255
520.00	44542
521.00	43599
522.00	42501
523.00	41012
524.00	39392
525.00	37658
526.00	35767
527.00	33831
528.00	31841
529.00	29841
530.00	27979
531.00	26173
532.00	24410
533.00	22779
534.00	21314
535.00	19970
536.00	18751
537.00	17617
538.00	16621
539.00	15722
540.00	14924
541.00	14228
542.00	13605
543.00	13025
544.00	12515
545.00	12077
546.00	11659
547.00	11302
548.00	10983
549.00	10658
550.00	10387
551.00	10164
552.00	9944.5
553.00	9737.9
554.00	9527.5
555.00	9382.8
556.00	9226.2
557.00	9054.7
558.00	8943.3
559.00	8805.2
560.00	8724.7
561.00	8645.3
562.00	8518.8
563.00	8433.7
564.00	8364.1
565.00	8272.8
566.00	8198.7
567.00	8141.3
568.00	8108.1
569.00	8058.0
570.00	8021.6
571.00	7951.6
572.00	7888.3
573.00	7809.4
574.00	7863.3
575.00	7776.3
576.00	7707.8
577.00	7711.3
578.00	7722.2
579.00	7551.1
580.00	7586.7
581.00	7601.7
582.00	7589.3
583.00	7331.2
584.00	7394.4
585.00	7511.0
586.00	7346.4
587.00	7306.5
588.00	7311.8
589.00	7206.0
590.00	7198.8
591.00	7158.7
592.00	7148.9
593.00	7179.4
594.00	7038.6
595.00	7005.7
596.00	6980.8
597.00	6924.9
598.00	6928.4
599.00	6918.3
600.00	6846.1
601.00	6813.5
602.00	6775.9
603.00	6786.7
604.00	6747.2
605.00	6697.1
606.00	6717.0
607.00	6674.3
608.00	6667.4
609.00	6640.1
610.00	6663.0
611.00	6634.9
612.00	6624.8
613.00	6620.3
614.00	6623.7
615.00	6641.4
616.00	6661.6
617.00	6663.7
618.00	6701.1
619.00	6704.4
620.00	6749.8
621.00	6717.0
622.00	6748.7
623.00	6794.0
624.00	6833.0
625.00	6850.3
626.00	6880.6
627.00	6923.3
628.00	6957.8
629.00	6971.9
630.00	6978.4
631.00	6957.0
632.00	6948.6
633.00	6961.2
634.00	6989.3
635.00	7013.7
636.00	7044.2
637.00	7056.1
638.00	7041.3
639.00	7030.7
640.00	6993.5
641.00	6974.2
642.00	6944.9
643.00	6868.5
644.00	6880.7
645.00	6812.2
646.00	6786.6
647.00	6720.5
648.00	6667.5
649.00	6646.1
650.00	6592.3
651.00	6518.7
652.00	6494.7
653.00	6429.7
654.00	6356.0
655.00	6308.9
656.00	6198.3
657.00	6127.8
658.00	6060.5
659.00	6075.3
660.00	6075.0
661.00	6054.5
662.00	6014.0
663.00	5990.9
664.00	5946.7
665.00	5934.7
666.00	5933.9
667.00	5901.3
668.00	5924.6
669.00	5908.8
670.00	5935.2
671.00	5973.3
672.00	6023.8
673.00	6067.5
674.00	6124.7
675.00	6198.8
676.00	6294.5
677.00	6386.4
678.00	6513.1
679.00	6621.8
680.00	6759.0
681.00	6901.7
682.00	7040.7
683.00	7204.5
684.00	7366.4
685.00	7542.0
686.00	7696.4
687.00	7848.9
688.00	7997.1
689.00	8137.2
690.00	8279.1
691.00	8400.5
692.00	8501.4
693.00	8588.0
694.00	8657.2
695.00	8711.4
696.00	8738.4
697.00	8756.6
698.00	8765.5
699.00	8738.4
700.00	8693.9
701.00	8649.3
702.00	8593.0
703.00	8532.2
704.00	8469.0
705.00	8387.8
706.00	8320.1
707.00	8256.8
708.00	8204.7
709.00	8141.4
710.00	8086.1
711.00	8038.8
712.00	8017.6
713.00	7977.8
714.00	7962.8
715.00	7945.2
716.00	7930.2
717.00	7912.6
718.00	7900.0
719.00	7889.8
720.00	7870.9
721.00	7846.5
722.00	7814.5
723.00	7785.7
724.00	7744.4
725.00	7683.8
726.00	7623.3
727.00	7557.7
728.00	7472.3
729.00	7390.6
730.00	7280.3
731.00	7170.6
732.00	7060.2
733.00	6931.9
734.00	6794.2
735.00	6665.8
736.00	6521.3
737.00	6371.2
738.00	6235.9
739.00	6084.5
740.00	5940.5
741.00	5802.7
742.00	5635.7
743.00	5495.4
744.00	5373.1
745.00	5223.4
746.00	5101.7
747.00	4964.0
748.00	4855.8
749.00	4736.3
750.00	4617.9
751.00	4526.8
752.00	4429.8
753.00	4339.5
754.00	4243.6
755.00	4175.8
756.00	4089.1
757.00	4022.7
758.00	3983.0
759.00	3946.4
760.00	3875.1
761.00	3844.6
762.00	3841.3
763.00	3792.0
764.00	3763.3
765.00	3740.4
766.00	3774.8
767.00	3776.8
768.00	3739.0
769.00	3739.2
770.00	3783.6
771.00	3778.5
772.00	3823.1
773.00	3836.0
774.00	3865.2
775.00	3895.8
776.00	3932.3
777.00	3960.3
778.00	4003.6
779.00	4043.1
780.00	4107.3
781.00	4154.0
782.00	4202.1
783.00	4272.3
784.00	4317.9
785.00	4386.3
786.00	4421.0
787.00	4482.4
788.00	4519.6
789.00	4564.8
790.00	4624.0
791.00	4641.2
792.00	4660.8
793.00	4683.8
794.00	4664.5
795.00	4678.1
796.00	4688.8
797.00	4634.4
798.00	4575.1
799.00	4530.7
800.00	4463.5
801.00	4376.6
802.00	4289.7
803.00	4177.3
804.00	4061.9
805.00	3944.7
806.00	3778.4
807.00	3676.2
808.00	3548.3
809.00	3398.6
810.00	3256.6
811.00	3095.5
812.00	2963.4
813.00	2808.8
814.00	2648.4
815.00	2546.5
816.00	2413.9
817.00	2263.0
818.00	2154.6
819.00	2039.2
820.00	1915.4
821.00	1813.1
822.00	1740.5
823.00	1632.6
824.00	1541.7
825.00	1455.7
826.00	1378.0
827.00	1307.1
828.00	1243.1
829.00	1189.6
830.00	1131.9
831.00	1080.4
832.00	1021.0
833.00	949.47
834.00	919.75
835.00	885.30
836.00	849.10
837.00	809.98
838.00	773.70
839.00	737.78
840.00	711.79
841.00	690.75
842.00	659.77
843.00	631.40
844.00	611.01
845.00	581.50
846.00	566.75
847.00	541.69
848.00	536.42
849.00	503.89
850.00	492.71
851.00	476.36
852.00	432.95
853.00	412.43
854.00	426.97
855.00	432.75
856.00	401.41
857.00	396.31
858.00	372.71
859.00	369.08
860.00	353.04
861.00	335.93
862.00	322.10
863.00	312.68
864.00	316.15
865.00	307.08
866.00	289.50
867.00	279.67
868.00	281.19
869.00	264.64
870.00	257.83
871.00	239.03
872.00	240.77
873.00	242.75
874.00	217.28
875.00	216.33
876.00	226.48
877.00	217.26
878.00	213.86
879.00	194.32
880.00	192.47
881.00	202.95
882.00	204.93
883.00	183.68
884.00	178.51
885.00	160.42
886.00	148.71
887.00	140.04
888.00	145.76
889.00	131.18
890.00	122.61
891.00	129.06
892.00	128.79
893.00	120.45
894.00	124.96
895.00	111.39
896.00	120.47
897.00	98.205
898.00	98.771
899.00	104.67
900.00	99.573
