Wavelength (nm)	D08 abs e
327.00	6656.7
328.00	6778.7
329.00	6920.8
330.00	7048.7
331.00	7174.8
332.00	7350.8
333.00	7517.6
334.00	7710.7
335.00	7906.4
336.00	8098.6
337.00	8312.1
338.00	8523.2
339.00	8750.4
340.00	8995.1
341.00	9245.4
342.00	9512.5
343.00	9747.8
344.00	10008
345.00	10256
346.00	10523
347.00	10796
348.00	11075
349.00	11367
350.00	11664
351.00	11922
352.00	12202
353.00	12522
354.00	12822
355.00	13124
356.00	13445
357.00	13740
358.00	14019
359.00	14344
360.00	14696
361.00	15045
362.00	15405
363.00	15743
364.00	16100
365.00	16470
366.00	16876
367.00	17313
368.00	17734
369.00	18178
370.00	18615
371.00	19027
372.00	19473
373.00	19996
374.00	20524
375.00	21037
376.00	21532
377.00	22028
378.00	22587
379.00	23170
380.00	23756
381.00	24417
382.00	25061
383.00	25695
384.00	26342
385.00	27089
386.00	27880
387.00	28652
388.00	29456
389.00	30189
390.00	30928
391.00	31735
392.00	32680
393.00	33493
394.00	34302
395.00	35100
396.00	35859
397.00	36673
398.00	37533
399.00	38311
400.00	39061
401.00	39814
402.00	40588
403.00	41443
404.00	42326
405.00	43148
406.00	44005
407.00	44905
408.00	45803
409.00	46595
410.00	47452
411.00	48329
412.00	49235
413.00	50115
414.00	50817
415.00	51454
416.00	52079
417.00	52744
418.00	53257
419.00	53858
420.00	54270
421.00	54295
422.00	54479
423.00	54590
424.00	54869
425.00	55000
426.00	54833
427.00	54662
428.00	54583
429.00	54567
430.00	54560
431.00	54535
432.00	54374
433.00	54169
434.00	53978
435.00	53709
436.00	53426
437.00	53324
438.00	53043
439.00	52667
440.00	52307
441.00	51596
442.00	51045
443.00	50508
444.00	49821
445.00	49167
446.00	48235
447.00	47117
448.00	46063
449.00	44972
450.00	43889
451.00	42815
452.00	41566
453.00	40241
454.00	38863
455.00	37765
456.00	36527
457.00	35222
458.00	33947
459.00	32714
460.00	31437
461.00	30054
462.00	28844
463.00	27508
464.00	26156
465.00	24890
466.00	23650
467.00	22346
468.00	21036
469.00	19803
470.00	18562
471.00	17325
472.00	16067
473.00	14882
474.00	13812
475.00	12738
476.00	11777
477.00	10840
478.00	9907.8
479.00	9031.9
480.00	8207.6
481.00	7483.2
482.00	6796.3
483.00	6153.1
484.00	5553.2
485.00	4810.0
486.00	4457.9
487.00	4161.9
488.00	3712.4
489.00	3298.4
490.00	2980.4
491.00	2644.0
492.00	2363.1
493.00	2106.7
494.00	1909.7
495.00	1689.1
496.00	1512.8
497.00	1401.6
498.00	1234.4
499.00	1051.9
500.00	951.95
501.00	855.49
502.00	794.27
503.00	695.93
504.00	663.20
505.00	556.42
506.00	504.22
507.00	470.20
508.00	439.76
509.00	392.16
510.00	343.07
511.00	292.05
512.00	269.02
513.00	258.49
514.00	246.94
515.00	272.93
516.00	208.42
517.00	198.67
518.00	173.30
519.00	186.17
520.00	162.49
521.00	176.95
522.00	169.21
523.00	169.18
524.00	135.37
525.00	121.71
526.00	122.10
527.00	167.41
528.00	138.41
529.00	126.50
530.00	63.150
531.00	92.071
532.00	93.975
533.00	117.34
534.00	104.37
535.00	118.06
536.00	107.97
537.00	88.314
538.00	101.36
539.00	127.86
540.00	111.03
541.00	107.82
542.00	101.00
543.00	93.563
544.00	88.082
545.00	98.658
546.00	108.80
547.00	108.25
548.00	83.374
549.00	61.014
550.00	93.614
551.00	99.944
552.00	124.44
553.00	108.98
554.00	114.07
555.00	92.559
556.00	66.160
557.00	81.778
558.00	94.978
559.00	101.23
560.00	110.29
561.00	98.580
562.00	79.205
563.00	84.403
564.00	88.160
565.00	75.680
566.00	102.83
567.00	83.039
568.00	79.540
569.00	65.543
570.00	79.308
571.00	88.623
572.00	91.556
573.00	80.543
574.00	65.105
575.00	73.957
576.00	80.595
577.00	83.605
578.00	83.271
579.00	79.488
580.00	73.957
581.00	73.828
582.00	73.365
583.00	81.573
584.00	74.625
585.00	77.816
586.00	87.233
587.00	85.535
588.00	72.258
589.00	86.281
590.00	80.260
591.00	84.943
592.00	82.885
593.00	76.349
594.00	74.240
595.00	80.260
596.00	87.465
597.00	89.317
598.00	81.135
599.00	74.317
600.00	76.221
